,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.565,0.456,0.27,0.089,0.019,0.0,0.0,0.0,0.0,0.0
artificial.2,0.154,0.093,0.045,0.008,0.0,0.0,0.0,0.0,0.0,0.0
artificial.3,0.121,0.077,0.04,0.015,0.006,0.001,0.0,0.0,0.0,0.0
artificial.4,0.14,0.083,0.029,0.008,0.001,0.0,0.0,0.0,0.0,0.0
artificial.5,0.151,0.066,0.018,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.6,0.304,0.221,0.101,0.013,0.001,0.0,0.0,0.0,0.0,0.0
artificial.7,0.204,0.131,0.061,0.017,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.156,0.099,0.047,0.015,0.003,0.0,0.0,0.0,0.0,0.0
artificial.9,0.194,0.096,0.031,0.018,0.013,0.004,0.0,0.0,0.0,0.0
artificial.10,0.211,0.15,0.098,0.03,0.005,0.0,0.0,0.0,0.0,0.0
artificial.11,0.193,0.127,0.064,0.022,0.003,0.0,0.0,0.0,0.0,0.0
artificial.12,0.179,0.12,0.068,0.023,0.002,0.0,0.0,0.0,0.0,0.0
artificial.13,0.249,0.192,0.118,0.053,0.014,0.002,0.0,0.0,0.0,0.0
artificial.14,0.308,0.257,0.196,0.107,0.019,0.004,0.0,0.0,0.0,0.0
artificial.15,0.158,0.099,0.048,0.01,0.001,0.001,0.0,0.0,0.0,0.0
artificial.16,0.183,0.121,0.051,0.013,0.003,0.002,0.0,0.0,0.0,0.0
artificial.17,0.24,0.181,0.126,0.058,0.006,0.0,0.0,0.0,0.0,0.0
artificial.18,0.178,0.113,0.067,0.031,0.017,0.0,0.0,0.0,0.0,0.0
artificial.19,0.191,0.131,0.065,0.015,0.001,0.0,0.0,0.0,0.0,0.0
artificial.20,0.153,0.088,0.048,0.027,0.014,0.005,0.0,0.0,0.0,0.0
artificial.21,0.252,0.197,0.113,0.038,0.002,0.0,0.0,0.0,0.0,0.0
artificial.22,0.149,0.085,0.046,0.017,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.221,0.129,0.066,0.036,0.006,0.0,0.0,0.0,0.0,0.0
artificial.24,0.219,0.164,0.113,0.044,0.008,0.0,0.0,0.0,0.0,0.0
artificial.25,0.121,0.062,0.027,0.005,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.213,0.165,0.116,0.051,0.013,0.0,0.0,0.0,0.0,0.0
artificial.27,0.179,0.145,0.106,0.072,0.041,0.014,0.0,0.0,0.0,0.0
artificial.28,0.166,0.095,0.034,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.211,0.162,0.08,0.027,0.006,0.0,0.0,0.0,0.0,0.0
artificial.30,0.199,0.167,0.109,0.06,0.023,0.002,0.0,0.0,0.0,0.0
artificial.31,0.188,0.116,0.043,0.01,0.001,0.0,0.0,0.0,0.0,0.0
artificial.32,0.212,0.132,0.057,0.017,0.002,0.0,0.0,0.0,0.0,0.0
artificial.33,0.315,0.24,0.155,0.07,0.01,0.0,0.0,0.0,0.0,0.0
artificial.34,0.238,0.174,0.085,0.022,0.002,0.0,0.0,0.0,0.0,0.0
artificial.35,0.203,0.134,0.073,0.021,0.007,0.0,0.0,0.0,0.0,0.0
artificial.36,0.211,0.188,0.159,0.105,0.053,0.019,0.0,0.0,0.0,0.0
artificial.37,0.566,0.592,0.592,0.502,0.242,0.071,0.0,0.0,0.0,0.0
artificial.38,0.584,0.59,0.527,0.328,0.053,0.002,0.0,0.0,0.0,0.0
artificial.39,0.652,0.565,0.371,0.094,0.004,0.0,0.0,0.0,0.0,0.0
artificial.40,0.32,0.266,0.176,0.074,0.01,0.0,0.0,0.0,0.0,0.0
artificial.41,0.22,0.119,0.06,0.007,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.177,0.104,0.042,0.013,0.003,0.001,0.0,0.0,0.0,0.0
artificial.43,0.2,0.128,0.07,0.022,0.002,0.0,0.0,0.0,0.0,0.0
artificial.44,0.137,0.075,0.028,0.003,0.002,0.0,0.0,0.0,0.0,0.0
artificial.45,0.236,0.165,0.11,0.063,0.021,0.0,0.0,0.0,0.0,0.0
artificial.46,0.305,0.206,0.065,0.011,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.397,0.313,0.188,0.06,0.004,0.0,0.0,0.0,0.0,0.0
artificial.48,0.161,0.074,0.02,0.005,0.001,0.0,0.0,0.0,0.0,0.0
artificial.49,0.234,0.18,0.122,0.058,0.008,0.0,0.0,0.0,0.0,0.0
artificial.50,0.206,0.13,0.076,0.023,0.004,0.0,0.0,0.0,0.0,0.0
artificial.51,0.281,0.219,0.169,0.108,0.027,0.0,0.0,0.0,0.0,0.0
artificial.52,0.28,0.231,0.165,0.094,0.012,0.0,0.0,0.0,0.0,0.0
artificial.53,0.195,0.14,0.069,0.027,0.008,0.001,0.0,0.0,0.0,0.0
artificial.54,0.241,0.184,0.117,0.046,0.02,0.007,0.0,0.0,0.0,0.0
artificial.55,0.304,0.232,0.143,0.046,0.005,0.0,0.0,0.0,0.0,0.0
artificial.56,0.268,0.221,0.17,0.098,0.04,0.013,0.0,0.0,0.0,0.0
artificial.57,0.268,0.2,0.115,0.049,0.015,0.004,0.0,0.0,0.0,0.0
artificial.58,0.143,0.102,0.055,0.031,0.014,0.001,0.0,0.0,0.0,0.0
artificial.59,0.363,0.295,0.193,0.066,0.002,0.0,0.0,0.0,0.0,0.0
artificial.60,0.349,0.245,0.107,0.024,0.001,0.0,0.0,0.0,0.0,0.0
artificial.61,0.472,0.464,0.412,0.25,0.093,0.051,0.0,0.0,0.0,0.0
artificial.62,0.131,0.074,0.038,0.008,0.001,0.001,0.0,0.0,0.0,0.0
artificial.63,0.203,0.132,0.06,0.018,0.004,0.001,0.0,0.0,0.0,0.0
artificial.64,0.171,0.148,0.104,0.046,0.001,0.0,0.0,0.0,0.0,0.0
artificial.65,0.15,0.085,0.033,0.005,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.183,0.103,0.042,0.009,0.001,0.0,0.0,0.0,0.0,0.0
artificial.67,0.166,0.1,0.04,0.011,0.001,0.0,0.0,0.0,0.0,0.0
artificial.68,0.146,0.094,0.045,0.008,0.001,0.0,0.0,0.0,0.0,0.0
artificial.69,0.136,0.095,0.078,0.03,0.002,0.0,0.0,0.0,0.0,0.0
artificial.70,0.259,0.216,0.145,0.05,0.006,0.0,0.0,0.0,0.0,0.0
artificial.71,0.697,0.654,0.554,0.332,0.093,0.004,0.0,0.0,0.0,0.0
artificial.72,0.686,0.637,0.493,0.251,0.024,0.0,0.0,0.0,0.0,0.0
artificial.73,0.278,0.23,0.168,0.079,0.007,0.0,0.0,0.0,0.0,0.0
artificial.74,0.104,0.051,0.011,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.139,0.085,0.041,0.008,0.001,0.0,0.0,0.0,0.0,0.0
artificial.76,0.186,0.111,0.05,0.016,0.005,0.0,0.0,0.0,0.0,0.0
artificial.77,0.541,0.515,0.452,0.278,0.081,0.024,0.0,0.0,0.0,0.0
artificial.78,0.498,0.465,0.411,0.24,0.067,0.001,0.0,0.0,0.0,0.0
artificial.79,0.228,0.213,0.174,0.097,0.05,0.009,0.0,0.0,0.0,0.0
artificial.80,0.072,0.045,0.019,0.004,0.001,0.0,0.0,0.0,0.0,0.0
artificial.81,0.405,0.373,0.31,0.193,0.057,0.014,0.0,0.0,0.0,0.0
artificial.82,0.272,0.201,0.095,0.026,0.002,0.0,0.0,0.0,0.0,0.0
artificial.83,0.172,0.116,0.053,0.017,0.004,0.0,0.0,0.0,0.0,0.0
artificial.84,0.162,0.093,0.029,0.008,0.003,0.001,0.0,0.0,0.0,0.0
artificial.85,0.13,0.082,0.036,0.009,0.002,0.0,0.0,0.0,0.0,0.0
artificial.86,0.185,0.122,0.067,0.022,0.007,0.001,0.0,0.0,0.0,0.0
artificial.87,0.113,0.063,0.022,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.88,0.244,0.163,0.092,0.029,0.006,0.0,0.0,0.0,0.0,0.0
artificial.89,0.253,0.202,0.119,0.042,0.002,0.0,0.0,0.0,0.0,0.0
artificial.90,0.202,0.129,0.055,0.012,0.001,0.0,0.0,0.0,0.0,0.0
artificial.91,0.198,0.137,0.071,0.024,0.006,0.0,0.0,0.0,0.0,0.0
artificial.92,0.304,0.266,0.208,0.119,0.03,0.0,0.0,0.0,0.0,0.0
artificial.93,0.187,0.118,0.064,0.036,0.006,0.002,0.0,0.0,0.0,0.0
artificial.94,0.215,0.131,0.041,0.008,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.391,0.313,0.19,0.042,0.001,0.0,0.0,0.0,0.0,0.0
artificial.96,0.381,0.302,0.203,0.078,0.003,0.0,0.0,0.0,0.0,0.0
artificial.97,0.176,0.119,0.067,0.021,0.001,0.0,0.0,0.0,0.0,0.0
artificial.98,0.362,0.259,0.157,0.035,0.001,0.0,0.0,0.0,0.0,0.0
artificial.99,0.404,0.369,0.246,0.077,0.003,0.0,0.0,0.0,0.0,0.0
artificial.100,0.252,0.206,0.147,0.067,0.008,0.0,0.0,0.0,0.0,0.0
artificial.101,0.17,0.118,0.044,0.008,0.001,0.0,0.0,0.0,0.0,0.0
artificial.102,0.106,0.064,0.016,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.103,0.136,0.086,0.034,0.008,0.001,0.0,0.0,0.0,0.0,0.0
artificial.104,0.142,0.095,0.056,0.02,0.001,0.001,0.0,0.0,0.0,0.0
artificial.105,0.176,0.117,0.05,0.021,0.003,0.001,0.0,0.0,0.0,0.0
artificial.106,0.179,0.139,0.095,0.035,0.001,0.0,0.0,0.0,0.0,0.0
artificial.107,0.154,0.11,0.056,0.024,0.005,0.001,0.0,0.0,0.0,0.0
artificial.108,0.142,0.074,0.026,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.109,0.328,0.265,0.189,0.089,0.008,0.0,0.0,0.0,0.0,0.0
artificial.110,0.399,0.348,0.266,0.147,0.073,0.009,0.0,0.0,0.0,0.0
artificial.111,0.242,0.199,0.12,0.056,0.011,0.004,0.0,0.0,0.0,0.0
artificial.112,0.669,0.643,0.556,0.379,0.146,0.026,0.0,0.0,0.0,0.0
artificial.113,0.322,0.276,0.227,0.132,0.049,0.001,0.0,0.0,0.0,0.0
artificial.114,0.224,0.18,0.132,0.07,0.004,0.0,0.0,0.0,0.0,0.0
artificial.115,0.2,0.151,0.097,0.044,0.011,0.0,0.0,0.0,0.0,0.0
artificial.116,0.197,0.151,0.117,0.036,0.001,0.0,0.0,0.0,0.0,0.0
artificial.117,0.286,0.208,0.102,0.034,0.005,0.0,0.0,0.0,0.0,0.0
artificial.118,0.258,0.18,0.081,0.024,0.002,0.0,0.0,0.0,0.0,0.0
artificial.119,0.16,0.113,0.061,0.028,0.0,0.0,0.0,0.0,0.0,0.0
artificial.120,0.161,0.103,0.052,0.019,0.0,0.0,0.0,0.0,0.0,0.0
artificial.121,0.112,0.07,0.032,0.006,0.002,0.001,0.0,0.0,0.0,0.0
artificial.122,0.225,0.159,0.088,0.025,0.002,0.0,0.0,0.0,0.0,0.0
artificial.123,0.15,0.099,0.055,0.028,0.009,0.0,0.0,0.0,0.0,0.0
artificial.124,0.339,0.235,0.116,0.018,0.001,0.0,0.0,0.0,0.0,0.0
artificial.125,0.291,0.239,0.177,0.128,0.054,0.01,0.0,0.0,0.0,0.0
artificial.126,0.209,0.128,0.046,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.127,0.547,0.477,0.362,0.182,0.061,0.021,0.0,0.0,0.0,0.0
artificial.128,0.229,0.155,0.081,0.026,0.002,0.0,0.0,0.0,0.0,0.0
artificial.129,0.136,0.062,0.03,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.130,0.136,0.071,0.029,0.008,0.0,0.001,0.0,0.0,0.0,0.0
artificial.131,0.183,0.12,0.057,0.017,0.004,0.001,0.0,0.0,0.0,0.0
artificial.132,0.266,0.202,0.122,0.043,0.009,0.0,0.0,0.0,0.0,0.0
artificial.133,0.293,0.263,0.185,0.081,0.006,0.0,0.0,0.0,0.0,0.0
