fold,AUC,AP,ACC,BACC,n_train,n_test
0,0.5438311688311688,0.45614664724054654,0.4722222222222222,0.4383116883116883,152,36
1,0.5448275862068965,0.2739696337374356,0.5641025641025641,0.5431034482758621,149,39
2,0.49598930481283426,0.5339468744599436,0.41025641025641024,0.4304812834224599,149,39
3,0.6428571428571429,0.615498528412004,0.6,0.5964912280701754,148,40
4,0.6958041958041958,0.5408528785534134,0.7027027027027027,0.6311188811188811,151,37
5,0.552910052910053,0.4938265716774489,0.5897435897435898,0.5753968253968254,149,39
6,0.6342592592592593,0.4100119886884593,0.6153846153846154,0.5833333333333333,149,39
7,0.6907051282051282,0.7516263379508348,0.40540540540540543,0.4887820512820513,151,37
8,0.6426282051282051,0.42271027435669384,0.6842105263157895,0.6346153846153846,150,38
9,0.5242966751918159,0.48072973334765357,0.55,0.5089514066496164,148,40
10,0.6331521739130435,0.492821119369107,0.6153846153846154,0.5692934782608696,149,39
11,0.7242063492063492,0.4102272727272727,0.6486486486486487,0.6170634920634921,151,37
12,0.6124260355029585,0.5252609598763445,0.6153846153846154,0.5,149,39
13,0.6101449275362318,0.4964104706209969,0.5526315789473685,0.5260869565217392,150,38
14,0.656641604010025,0.6842816686237738,0.625,0.6278195488721805,148,40
15,0.5272727272727272,0.44213051286580696,0.6486486486486487,0.6409090909090909,151,37
16,0.654891304347826,0.6169640974923483,0.5897435897435898,0.5760869565217391,149,39
17,0.8096590909090909,0.7535211520505638,0.7105263157894737,0.7159090909090908,150,38
18,0.7620320855614974,0.7887431283062654,0.6153846153846154,0.6457219251336899,149,39
19,0.6770833333333333,0.6620085410381463,0.65,0.625,148,40
20,0.7083333333333333,0.5185951868644176,0.6756756756756757,0.6618589743589745,151,37
21,0.7214673913043479,0.6672160422160421,0.7435897435897436,0.7160326086956521,149,39
22,0.6122994652406417,0.6429742522404878,0.5128205128205128,0.5481283422459893,149,39
23,0.44999999999999996,0.43960044532126913,0.46153846153846156,0.45789473684210524,149,39
24,0.75,0.8728793392728046,0.34210526315789475,0.5214285714285715,150,38
25,0.6129032258064516,0.3292517006802721,0.5789473684210527,0.5760368663594471,150,38
26,0.5652173913043478,0.4728794581799697,0.5675675675675675,0.5263975155279503,151,37
27,0.6265664160401003,0.5854944796263845,0.65,0.6390977443609023,148,40
28,0.7218934911242604,0.4737433862433862,0.717948717948718,0.7115384615384615,149,39
29,0.29365079365079366,0.21851851851851853,0.43243243243243246,0.3234126984126984,151,37
30,0.5964673913043478,0.4996893214675723,0.5384615384615384,0.5040760869565217,149,39
31,0.8530219780219781,0.7593856957578762,0.825,0.8159340659340659,148,40
32,0.5925925925925926,0.4004901100996639,0.5897435897435898,0.587962962962963,149,39
33,0.72265625,0.6820547125464405,0.75,0.7291666666666667,148,40
34,0.49999999999999994,0.41138625621597763,0.6153846153846154,0.6125,149,39
35,0.5105820105820106,0.6096248161249374,0.48717948717948717,0.5158730158730158,149,39
36,0.5148148148148148,0.27827505508132105,0.5675675675675675,0.5462962962962963,151,37
