,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.5}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
artificial.1,0.0,0.0,0.0,0.0,0.01821236715082662,0.008339525714615227,0.04439907705241905,0.02095343644426409,0.11225976192719408,0.0643135617015584
artificial.2,0.0,0.0,0.0,0.0,0.04144932747018345,0.010630529403607194,0.1255367084112255,0.07251861129165645,0.24070474507520637,0.17304700602315934
artificial.3,0.0,0.0,0.015655134546240092,0.0,0.05215662343355321,0.03048066534438459,0.05532195868988402,0.031143337905987865,0.10639093124478002,0.061759227219143044
artificial.4,0.0,0.0,0.004503486830861511,0.0,0.17143290894911759,0.10763462403954654,0.24845445215980674,0.17710073858692424,0.3533945642325514,0.2838903844062907
artificial.5,0.0,0.0,0.0,0.0,0.029311555187464002,0.009048775636739635,0.06686238295537464,0.0351818301608892,0.13446807768052765,0.08649123443295488
artificial.6,0.0,0.0,0.0,0.0,0.021519529028746844,0.004600981277396616,0.05906711475694354,0.030865254565618342,0.12583023067881285,0.08032889524002056
artificial.7,0.0,0.0,0.0,0.0,0.009338245313590355,0.0034336555624218173,0.022845365559097174,0.008904798074882416,0.07445193564311064,0.03441112734432594
artificial.8,0.0,0.0,0.0018429300533843085,0.0,0.03669937964925798,0.011893426554531615,0.07108425012631656,0.04006509265535587,0.14597118029170525,0.09408544331969249
artificial.9,0.0,0.0,0.00014925283118278482,0.0,0.008546718003455446,0.004130920039338689,0.021637904825299283,0.010444631283246878,0.06255967158616876,0.031622616456463
artificial.10,0.0,0.0,0.0,0.0,0.02231830807339007,0.004928119993180721,0.08006437140005283,0.03961697801908919,0.17740821952954544,0.10944858191289064
artificial.11,0.0,0.0,0.0008737873163387348,0.0,0.06094968414159561,0.022508428432643515,0.11367520729829714,0.06752394841561674,0.200822710182306,0.14096717637863687
artificial.12,0.0,0.0,0.017638099365874082,0.0,0.11171889694245309,0.05704987036991522,0.18546382940721648,0.11946456563646951,0.29231460834705764,0.2211242592816154
artificial.13,0.0,0.0,0.0,0.0,0.018583910771929005,0.005390385554112196,0.048655397387773414,0.02264315778555012,0.11587919075676703,0.07059518060086487
artificial.14,0.0,0.0,0.0425692218857917,0.0,0.15719497895901902,0.10168016888213251,0.20784914197830706,0.1508251787437767,0.3035620978734345,0.23406836880394
artificial.15,0.0,0.0,0.08997130282793506,0.010644667527648241,0.18464264021122734,0.13969501025647,0.19486615597529666,0.14239261128834724,0.2792970396317848,0.213745133275546
artificial.16,0.0,0.0,0.009040537198602528,0.0,0.0643526688965153,0.050117102209368505,0.08359732694224521,0.0575816662455676,0.1481343462472115,0.09806902992478848
artificial.17,0.0,0.0,0.0,0.0,0.007560607376648721,0.0005999864755072935,0.02253119439779106,0.010887466082241611,0.06443954160003595,0.03316680919619201
artificial.18,0.0,0.0,0.003648907254224186,0.0,0.03358390861542699,0.015510561845088287,0.06225049451308486,0.031221303876272002,0.1536906897707212,0.08651027079956204
artificial.19,0.0,0.0,0.0,0.0,0.006260683419476487,0.0013557572433649464,0.02944211229948099,0.012648006068232692,0.09949851730900229,0.05047716612902743
artificial.20,0.0,0.0,0.0,0.0,0.007260775549282036,0.003663816052304174,0.025592380527661638,0.012657551599044014,0.0827755368113457,0.04497217961116336
artificial.21,0.0,0.0,0.0,0.0,0.0018692666464174808,0.00045636154971622297,0.017218038433691577,0.003775800193342341,0.06754788788101337,0.030402760541205574
