,Fold selected features,Fold #features
Fold_0,"['CA6', 'CCL15', 'CCL20', 'CRTAC1', 'GDF15', 'IL2RB', 'LGALS1', 'MZB1', 'PON3']",9
Fold_1,"['CA6', 'CNTN5', 'JUN', 'MZB1', 'NCAM2', 'PON3']",6
Fold_2,"['CA6', 'MZB1']",2
Fold_3,"['CCL15', 'CNTN5', 'CPA2', 'CTSH', 'DSG4', 'MZB1']",6
Fold_4,"['CCL20', 'CNTN5', 'CRTAC1', 'MZB1', 'NCAM2', 'TFPI2']",6
Fold_5,"['CA6', 'CCL20', 'CCL7', 'CNTN1', 'CNTN5', 'CRTAC1', 'CTSF', 'CTSH', 'CTSL', 'DSG4', 'FBP1', 'FOSB', 'LGALS9', 'MDGA1', 'MSLN', 'MZB1', 'NCAM2', 'NOMO1', 'TFPI2', 'VAT1', 'VWA1']",21
Fold_6,"['CA6', 'CCL20', 'CXCL13', 'MUC13', 'MZB1']",5
Fold_7,"['CCL20', 'CNTN5', 'CRTAC1', 'JUN', 'MDGA1', 'MZB1', 'NCAM2', 'TMPRSS5']",8
Fold_8,"['CA6', 'CNTN5', 'MZB1']",3
Fold_9,"['CA6', 'CCL15', 'CCL20', 'CNTN5', 'CTSL', 'DPT', 'DSG4', 'FOSB', 'GDF15', 'LGALS1', 'LILRB1', 'LRRC25', 'MZB1', 'NCAM2', 'PON3', 'TFPI2']",16
Fold_10,"['CA6', 'CCL20', 'CPA2', 'CRTAC1', 'CTSH', 'FOSB', 'GNLY', 'IL17C', 'IL5RA', 'JUN', 'MDGA1', 'MZB1', 'PON3']",13
Fold_11,"['CNTN5', 'CRTAC1', 'LGALS1', 'MZB1', 'XPNPEP2']",5
Fold_12,"['CA6', 'CCL15', 'CNTN5', 'CTSL', 'DPT', 'DSG4', 'GDF15', 'IGFBPL1', 'LGALS9', 'MZB1', 'NCAM2', 'PON3', 'SDC1', 'TNC', 'VWF']",15
Fold_13,"['CCL20', 'CNTN5', 'CRTAC1', 'HLA-DRA', 'MZB1', 'TMPRSS5']",6
Fold_14,"['CA6', 'CCL20', 'CTSH', 'CXCL8', 'DSG4', 'LGALS1', 'MZB1']",7
Fold_15,"['ANGPTL2', 'CA6', 'CCL20', 'CNTN5', 'CRTAC1', 'CTSL', 'FCAR', 'HLA-DRA', 'LGALS1', 'NCAM2', 'PON3', 'TNFRSF8', 'VAT1']",13
Fold_16,"['CCL20', 'IL2RB', 'LGALS1', 'MSLN', 'MZB1', 'VAT1']",6
Fold_17,"['ADAMTS13', 'BAIAP2', 'CA6', 'CCL15', 'CCL20', 'CCL7', 'CES2', 'CNTN1', 'CNTN5', 'CPA2', 'CRTAC1', 'CTSH', 'CTSL', 'DPT', 'DSG4', 'HLA-DRA', 'IL32', 'JUN', 'KLRD1', 'LILRA5', 'LILRB1', 'LY96', 'MDGA1', 'MZB1', 'NOMO1', 'PON3', 'SDC1', 'SIGLEC7', 'SIGLEC9', 'SPINK6', 'TMPRSS15', 'TNFRSF8', 'VWA1']",33
Fold_18,"['CA6', 'CCL15', 'CNTN5', 'CRTAC1', 'CTSL', 'LGALS9', 'MDGA1', 'MZB1', 'NCAM2', 'TMPRSS5', 'TNFRSF8']",11
Fold_19,"['BAIAP2', 'CA6', 'CCL20', 'CNTN5', 'CRTAC1', 'CSTB', 'FCAR', 'IGFBPL1', 'IL2RA', 'JUN', 'LGALS1', 'MDGA1', 'MZB1', 'NCAM2', 'NDRG1', 'PSIP1', 'S100A16', 'VWA1']",18
Fold_20,"['CCL15', 'CCL20', 'CNTN5', 'CRTAC1', 'CTSL', 'MET', 'MZB1']",7
Fold_21,"['ADAMTS13', 'CA6', 'CCL20', 'CCL7', 'CNTN5', 'CRTAC1', 'CXCL8', 'FOSB', 'GRN', 'LGALS1', 'LGALS9', 'MDGA1', 'MSLN', 'MZB1', 'NCAM2', 'NOMO1', 'TFPI2', 'VAT1']",18
Fold_22,"['CA6', 'CCL20', 'CNTN5', 'FCAR', 'IL2RA', 'JUN', 'LRRC25', 'LY96', 'MZB1', 'TNFRSF8']",10
Fold_23,"['CA6', 'MDGA1', 'MZB1', 'PON3']",4
Fold_24,"['CTSH', 'DSG4', 'MDGA1', 'MZB1', 'NCAM2', 'TNC']",6
