,Feature Name
Feature n°1,CD8_T_cells_FoxP3+_glandfront_aggregatedNeighbors.Stroma.fibroblast
Feature n°2,CD4_T_cells_HLA-DR+_stromal_aggregatedNeighbors.Stroma.mesenchymal
Feature n°3,CD4_T_cells_CD11b+_stromal_aggregatedNeighbors.Stroma.fibroblast
Feature n°4,Dendritic_Cells_CD33+_glandfront_aggregatedNeighbors.aSMA.br.fibroblast
Feature n°5,Gland_fibroblast_intragland_aggregatedNeighbors.Gland.mesenchymal
