,Feature Name
Feature n°1,CD4_T_cells_CD80_CD86+_stromal_GranzymeB
Feature n°2,Dendritic_Cells_CD33+_stromal_GranzymeB
Feature n°3,Dendritic_Cells_CD209CD86dp_glandfront_GranzymeB
