,Max Proba
artificial.13,0.23676027357578278
artificial.7,0.15175728499889374
artificial.15,0.14963746070861816
artificial.11,0.12423286586999893
artificial.3,0.0990084633231163
artificial.6,0.09429465979337692
artificial.25,0.08332262188196182
artificial.19,0.0808945819735527
artificial.4,0.06840075552463531
artificial.9,0.06726183742284775
artificial.18,0.06686314195394516
artificial.22,0.06573016196489334
artificial.12,0.06379299610853195
artificial.8,0.05957634374499321
artificial.16,0.056888651102781296
artificial.20,0.055509019643068314
artificial.14,0.054474618285894394
artificial.21,0.052802763879299164
artificial.10,0.05269941687583923
artificial.17,0.05249666050076485
artificial.1,0.052102815359830856
artificial.5,0.05179501697421074
artificial.23,0.05155123397707939
artificial.26,0.05100307986140251
artificial.2,0.04867767170071602
artificial.24,0.039254073053598404
