,Feature Name
Feature n°1,aSMA-br_vascular_endothelium_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium
Feature n°2,Gland_glandular_epithelium_glandfront_aggregatedNeighbors.Gland.glandular.epithelium
Feature n°3,Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.glandular.epithelium
Feature n°4,Gland_fibroblast_glandfront_aggregatedNeighbors.Gland.glandular.epithelium
