,Feature Name
Feature n°1,CCL15
Feature n°2,CCL20
Feature n°3,CPA2
Feature n°4,CRTAC1
Feature n°5,MDGA1
Feature n°6,MUC13
Feature n°7,MZB1
Feature n°8,PON3
Feature n°9,S100A16
Feature n°10,XPNPEP2
