,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
mDCs_HLADR_IFNa,0.265,0.202,0.13,0.066,0.012,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pCREB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pCREB_IFNa,0.398,0.343,0.261,0.148,0.038,0.001,0.0,0.0,0.0,0.0
MDSCs_pCREB_IFNa,0.563,0.579,0.546,0.48,0.312,0.039,0.0,0.0,0.0,0.0
cMCs_pCREB_IFNa,0.115,0.088,0.07,0.054,0.037,0.013,0.0,0.0,0.0,0.0
intMCs_pCREB_IFNa,0.556,0.566,0.584,0.52,0.344,0.077,0.0,0.0,0.0,0.0
ncMCs_pCREB_IFNa,0.029,0.022,0.013,0.005,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pNFkB_IFNa,0.01,0.003,0.001,0.004,0.003,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_IFNa,0.086,0.071,0.062,0.051,0.022,0.0,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_IFNa,0.01,0.004,0.004,0.004,0.003,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pNFkB_IFNa,0.209,0.157,0.096,0.042,0.004,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_IFNa,0.219,0.193,0.172,0.132,0.062,0.003,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pNFkB_IFNa,0.174,0.098,0.043,0.008,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pNFkB_IFNa,0.018,0.012,0.006,0.005,0.007,0.002,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pNFkB_IFNa,0.095,0.057,0.024,0.009,0.005,0.001,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_IFNa,0.638,0.622,0.559,0.435,0.207,0.009,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pNFkB_IFNa,0.151,0.083,0.046,0.04,0.017,0.0,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_IFNa,0.008,0.003,0.002,0.002,0.004,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pNFkB_IFNa,0.046,0.027,0.02,0.013,0.004,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pNFkB_IFNa,0.028,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pNFkB_IFNa,0.029,0.019,0.016,0.027,0.035,0.003,0.0,0.0,0.0,0.0
NKT_pNFkB_IFNa,0.08,0.046,0.021,0.006,0.002,0.001,0.0,0.0,0.0,0.0
cMCs_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pNFkB_IFNa,0.003,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
