,Threshold,min FDP+
Fold n°1,0.16,0.3
Fold n°2,0.25,0.6666666666666666
Fold n°3,0.26,0.5
Fold n°4,0.37,1.0
Fold n°5,0.15000000000000002,0.6666666666666666
Fold n°6,0.19,0.4
Fold n°7,0.19,0.4
Fold n°8,0.11,0.8823529411764706
Fold n°9,0.02,0.8921568627450981
Fold n°10,0.23,0.25
Fold n°11,0.13,0.8333333333333334
Fold n°12,0.060000000000000005,0.9722222222222222
Fold n°13,0.04,0.94
Fold n°14,0.48000000000000004,1.0
Fold n°15,0.23,0.5
Fold n°16,0.39,1.0
Fold n°17,0.08,0.9130434782608695
Fold n°18,0.04,0.7962962962962963
Fold n°19,0.19,0.7142857142857143
Fold n°20,0.05,0.875
Fold n°21,0.19,0.6
Fold n°22,0.19,0.25
Fold n°23,0.13,0.7777777777777778
Fold n°24,0.16,0.8888888888888888
Fold n°25,0.34,0.5
Fold n°26,0.21000000000000002,0.6666666666666666
Fold n°27,0.02,0.978021978021978
Fold n°28,0.12,0.6
Fold n°29,0.31,0.5
Fold n°30,0.17,0.5555555555555556
Fold n°31,0.15000000000000002,0.5
Fold n°32,0.02,0.9787234042553191
Fold n°33,0.02,0.9904761904761905
Fold n°34,0.22,0.6
Fold n°35,0.08,0.7619047619047619
Fold n°36,0.16,0.7777777777777778
Fold n°37,0.05,0.7692307692307693
Fold n°38,0.060000000000000005,0.8947368421052632
Fold n°39,0.24000000000000002,0.3333333333333333
Fold n°40,0.34,0.5
Fold n°41,0.09,0.6
Fold n°42,0.17,0.5
Fold n°43,0.28,0.5
Fold n°44,0.18000000000000002,0.6666666666666666
Fold n°45,0.03,0.958904109589041
Fold n°46,0.23,0.3333333333333333
Fold n°47,0.25,0.3333333333333333
Fold n°48,0.22,0.25
Fold n°49,0.05,0.7058823529411765
Fold n°50,0.2,0.2
Fold n°51,0.09,0.35714285714285715
Fold n°52,0.23,0.4
Fold n°53,0.25,0.25
Fold n°54,0.02,0.9611650485436893
Fold n°55,0.22,0.5
Fold n°56,0.02,0.96875
Fold n°57,0.2,0.14285714285714285
Fold n°58,0.28,0.75
Fold n°59,0.23,0.5
Fold n°60,0.03,0.9577464788732394
Fold n°61,0.15000000000000002,0.7142857142857143
Fold n°62,0.25,0.5
Fold n°63,0.3,1.0
Fold n°64,0.61,1.0
Fold n°65,0.35000000000000003,1.0
Fold n°66,0.03,0.9206349206349206
Fold n°67,0.25,0.25
Fold n°68,0.16,0.6
Fold n°69,0.19,0.75
Fold n°70,0.09999999999999999,0.7222222222222222
Fold n°71,0.11,0.7692307692307693
Fold n°72,0.04,0.9811320754716981
Fold n°73,0.16,0.42857142857142855
Fold n°74,0.14,0.8
Fold n°75,0.28,0.6666666666666666
Fold n°76,0.13,0.7272727272727273
Fold n°77,0.28,0.5
Fold n°78,0.05,0.9574468085106383
Fold n°79,0.22,0.5
Fold n°80,0.03,0.8571428571428571
Fold n°81,0.11,0.5714285714285714
Fold n°82,0.18000000000000002,1.0
Fold n°83,0.24000000000000002,0.3333333333333333
Fold n°84,0.23,0.6
Fold n°85,0.15000000000000002,0.7
Fold n°86,0.19,0.6666666666666666
Fold n°87,0.04,0.8166666666666667
Fold n°88,0.09999999999999999,0.5909090909090909
Fold n°89,0.21000000000000002,0.25
Fold n°90,0.22,0.25
Fold n°91,0.14,0.6428571428571429
Fold n°92,0.26,0.3333333333333333
Fold n°93,0.29000000000000004,0.5
Fold n°94,0.09999999999999999,0.8235294117647058
Fold n°95,0.14,0.6666666666666666
Fold n°96,0.11,0.5882352941176471
Fold n°97,0.03,0.9230769230769231
Fold n°98,0.03,0.9242424242424242
Fold n°99,0.28,0.3333333333333333
Fold n°100,0.18000000000000002,0.5
