,Fold selected features,Fold nb of features
Fold 0,"['ACP5', 'CCL20', 'CCL7', 'CDHR1', 'CRTAC1', 'DLL1', 'FABP4', 'FGF21', 'GDF15', 'MDGA1', 'MUC13', 'MZB1', 'PON3', 'SPINT1', 'TDGF1', 'THPO', 'TLR3', 'TNFRSF11A']",18
Fold 1,"['ACE2', 'ACP5', 'ADAM15', 'ADAMTS13', 'ADGRG2', 'AFP', 'AGRN', 'AHSP', 'AMIGO2', 'AMY2A', 'AMY2B', 'ANXA5', 'AOC1', 'APEX1', 'ARID4B', 'BAIAP2', 'BSG', 'BST2', 'BTN3A2', 'C2', 'C4BPB', 'CA6', 'CALB2', 'CASC4', 'CCL19', 'CCL20', 'CCL7', 'CD164', 'CD1C', 'CD27', 'CD276', 'CD34', 'CD38', 'CD5', 'CD63', 'CD70', 'CD74', 'CD79B', 'CDC27', 'CDH17', 'CDH5', 'CDH6', 'CDHR1', 'CES2', 'CHIT1', 'CLUL1', 'CNTN4', 'CNTN5', 'COLEC12', 'CPA2', 'CPPED1', 'CRTAC1', 'CSF1', 'CSF2RA', 'CTSF', 'CTSH', 'CTSL', 'CTSS', 'CXCL13', 'CXCL16', 'CXCL8', 'DDX58', 'DKKL1', 'DLL1', 'DPT', 'DPY30', 'DSG4', 'EDIL3', 'ELOA', 'ENG', 'EPCAM', 'EPHA10', 'EPO', 'ERBB3', 'EZR', 'FABP4', 'FAP', 'FASLG', 'FBP1', 'FCGR2A', 'FCN2', 'FCRL5', 'FGF21', 'FMNL1', 'FOSB', 'FUS', 'GAL', 'GBP2', 'GDF15', 'GFAP', 'GFOD2', 'GFRA1', 'GFRA2', 'GGH', 'GGT5', 'GNLY', 'GPA33', 'GPKOW', 'GRN', 'GZMH', 'HAVCR2', 'HBQ1', 'HDGF', 'HMBS', 'ICAM1', 'IFNLR1', 'IGF2R', 'IGFBPL1', 'IGSF3', 'IL12RB1', 'IL13', 'IL15RA', 'IL16', 'IL17C', 'IL22RA1', 'IL2RA', 'IL5RA', 'IL6', 'IL6R', 'ILKAP', 'ING1', 'INHBC', 'ISLR2', 'ITGA11', 'ITGB7', 'JCHAIN', 'JUN', 'KCNIP4', 'KIR2DL3', 'KLK12', 'KLRD1', 'KRT19', 'L1CAM', 'LAG3', 'LAIR2', 'LGALS1', 'LGALS9', 'LIF', 'LILRA5', 'LILRB1', 'LILRB4', 'LRP11', 'LRRC25', 'LSP1', 'LTBP3', 'LY9', 'LY96', 'LYPD1', 'MAD1L1', 'MAGED1', 'MARCO', 'MDGA1', 'MEGF10', 'MILR1', 'MME', 'MSR1', 'MUC13', 'MZB1', 'NBN', 'NCAM2', 'NECTIN2', 'NELL2', 'NID1', 'NMNAT1', 'NOMO1', 'NOS1', 'NPM1', 'NPTN', 'NPY', 'NRP2', 'NTRK3', 'PARP1', 'PDGFC', 'PDGFRA', 'PIGR', 'PKLR', 'PLA2G7', 'PLAUR', 'PM20D1', 'PNLIPRP2', 'PODXL2', 'POLR2F', 'PON3', 'PPY', 'PQBP1', 'PRKRA', 'PRSS8', 'PSIP1', 'PTS', 'RANGAP1', 'RARRES2', 'RCOR1', 'RRM2', 'S100A16', 'SCARB1', 'SCP2', 'SDC1', 'SERPINB8', 'SH2D1A', 'SIGLEC10', 'SIGLEC7', 'SIGLEC9', 'SLC39A14', 'SLIT2', 'SPINK1', 'SPINT1', 'SRP14', 'SSB', 'SSC5D', 'STC1', 'TCL1A', 'TCN2', 'TDGF1', 'TFPI2', 'TFRC', 'THBS2', 'TINAGL1', 'TMPRSS5', 'TMSB10', 'TNC', 'TNFRSF10A', 'TNFRSF10B', 'TNFRSF11A', 'TNFRSF13B', 'TNFRSF13C', 'TNFRSF6B', 'TNFRSF8', 'TNFSF12', 'TNR', 'TPT1', 'TSLP', 'TSPAN1', 'ULBP2', 'VSIG4', 'VWA1', 'WFDC2', 'XPNPEP2', 'XRCC4']",238
Fold 2,"['CRTAC1', 'MDGA1', 'MZB1', 'SIGLEC9']",4
Fold 3,"['CPA2', 'CRTAC1', 'CTSH', 'DLL1', 'IGF2R', 'MDGA1', 'MZB1', 'SMOC2']",8
Fold 4,"['ACP6', 'ADAM15', 'ADAMTS13', 'ADGRG2', 'ANGPTL2', 'APEX1', 'CALB2', 'CCL15', 'CCL19', 'CCL20', 'CCL7', 'CD38', 'CD74', 'CDHR1', 'CES2', 'CNTN1', 'CNTN5', 'CPA2', 'CRTAC1', 'CSF1', 'CSTB', 'CTSF', 'CTSL', 'DDX58', 'DKKL1', 'DLL1', 'EGLN1', 'ERBB3', 'FABP4', 'FBP1', 'FCN2', 'FCRL5', 'FGF21', 'FLT1', 'FOSB', 'FURIN', 'GFAP', 'GGT1', 'GNLY', 'GP2', 'GPKOW', 'GRN', 'GZMH', 'HDGF', 'HGF', 'HLA-DRA', 'IFNGR2', 'IL22RA1', 'IL6', 'JUN', 'LAMA4', 'LGALS1', 'LGALS9', 'LILRA5', 'LY96', 'LYPD3', 'MAD1L1', 'MAGED1', 'MCAM', 'MDGA1', 'MUC13', 'MZB1', 'NAMPT', 'NCAM2', 'NDRG1', 'NOMO1', 'NPM1', 'NPTN', 'NRP1', 'NTRK3', 'PARP1', 'PCOLCE', 'PCSK9', 'PDGFC', 'PLIN1', 'POLR2F', 'PON3', 'PPY', 'PRL', 'PSIP1', 'RCOR1', 'SERPINB8', 'SFRP1', 'SMOC2', 'SSB', 'TCL1A', 'TFPI2', 'THPO', 'TIGAR', 'TMPRSS5', 'TMSB10', 'TNFRSF10A', 'TNFRSF11A', 'TNFRSF13C', 'TNFSF12', 'ULBP2', 'VWA1', 'WIF1', 'XPNPEP2', 'XRCC4']",100
Fold 5,"['ACE2', 'ACP5', 'ACP6', 'ADAM15', 'ADAMTS13', 'ADAMTS15', 'ADAMTS16', 'ADGRG1', 'ADGRG2', 'AGRN', 'ALPP', 'AMBN', 'AMIGO2', 'AMY2A', 'AMY2B', 'ANG', 'ANGPTL1', 'ANGPTL2', 'ANGPTL3', 'ANXA3', 'ANXA5', 'AOC1', 'AOC3', 'APEX1', 'APOM', 'ARNT', 'ASGR1', 'ATP6V1D', 'BAIAP2', 'BGN', 'BSG', 'BST1', 'BST2', 'C19orf12', 'CA5A', 'CALB2', 'CAPG', 'CASC4', 'CASP1', 'CBLIF', 'CCL15', 'CCL19', 'CCL2', 'CCL20', 'CCL23', 'CCL27', 'CCL7', 'CD164', 'CD177', 'CD1C', 'CD200', 'CD200R1', 'CD38', 'CD5', 'CD63', 'CD74', 'CDCP1', 'CDH17', 'CDH2', 'CDH5', 'CDHR1', 'CDHR2', 'CEACAM21', 'CEACAM3', 'CEACAM5', 'CES2', 'CHIT1', 'CLEC11A', 'CLEC4C', 'CLEC4G', 'CLUL1', 'CNTN1', 'CNTN2', 'CNTN4', 'CNTN5', 'CNTNAP2', 'COL4A1', 'COL9A1', 'COMP', 'CPA2', 'CR2', 'CRH', 'CRHBP', 'CRHR1', 'CRIM1', 'CRLF1', 'CRTAC1', 'CSF1', 'CSF2RA', 'CSTB', 'CTSF', 'CTSH', 'CTSL', 'CTSV', 'CXCL10', 'CXCL13', 'CXCL8', 'DKKL1', 'DLL1', 'DPP6', 'DPT', 'DPY30', 'DSG2', 'DSG4', 'ECE1', 'ENG', 'ENPP7', 'EPCAM', 'EPHA10', 'EPS8L2', 'ERBB4', 'EREG', 'ERP44', 'EZR', 'FABP1', 'FABP4', 'FASLG', 'FBP1', 'FCAR', 'FCGR2B', 'FCGR3B', 'FCN2', 'FCRL5', 'FCRLB', 'FGF21', 'FOSB', 'FUCA1', 'FURIN', 'GDF15', 'GFAP', 'GFOD2', 'GFRA1', 'GFRA2', 'GFRA3', 'GGT1', 'GGT5', 'GH1', 'GH2', 'GNLY', 'GPA33', 'GPC1', 'GPC5', 'GPKOW', 'GRN', 'GUCA2A', 'GZMB', 'GZMH', 'HBQ1', 'HCLS1', 'HDGF', 'HGF', 'HLA-DRA', 'HPGDS', 'HSPA1A', 'HSPB6', 'ICAM1', 'IFNGR1', 'IFNGR2', 'IFNL1', 'IGF2R', 'IGSF3', 'IKZF2', 'IL11', 'IL12RB1', 'IL16', 'IL17C', 'IL17D', 'IL17F', 'IL18RAP', 'IL1RAP', 'IL2', 'IL22RA1', 'IL24', 'IL2RA', 'IL2RB', 'IL32', 'IL33', 'IL5RA', 'IL6', 'IL6R', 'ILKAP', 'ING1', 'INHBC', 'ISLR2', 'ITGB6', 'ITGB7', 'JUN', 'KCNIP4', 'KIR2DL3', 'KLB', 'KLK1', 'KLK10', 'KLK11', 'KLK12', 'KLK14', 'KLRB1', 'KLRD1', 'KRT18', 'KRT19', 'L1CAM', 'LAG3', 'LAIR2', 'LAMA4', 'LAMP3', 'LGALS1', 'LGALS9', 'LIF', 'LILRA5', 'LILRB1', 'LILRB4', 'LRIG1', 'LRP11', 'LRPAP1', 'LTA', 'LTA4H', 'LTBP3', 'LY96', 'LYPD1', 'LYPD3', 'MAD1L1', 'MARCO', 'MCAM', 'MDGA1', 'MDK', 'MET', 'MME', 'MSLN', 'MSR1', 'MUC13', 'MZB1', 'NAAA', 'NCAM2', 'NCF2', 'NCLN', 'NDUFS6', 'NECTIN2', 'NFASC', 'NFATC3', 'NINJ1', 'NOMO1', 'NOS1', 'NPM1', 'NPTN', 'NPTXR', 'NPY', 'NRP1', 'NRP2', 'NTF4', 'NTRK3', 'NXPH1', 'OMG', 'PCOLCE', 'PCSK9', 'PDGFC', 'PDGFRA', 'PIGR', 'PLA2G15', 'PLA2G7', 'PLAU', 'PLAUR', 'PLIN1', 'PM20D1', 'PNLIPRP2', 'PODXL2', 'POLR2F', 'PON3', 'PPY', 'PRKRA', 'PRL', 'PROK1', 'PRSS8', 'PRTG', 'PSIP1', 'PTH1R', 'PTPRF', 'PTPRM', 'PTS', 'PXN', 'RAB6B', 'RANGAP1', 'RARRES1', 'RASA1', 'RBP2', 'RBP5', 'RCOR1', 'RELT', 'RNASE3', 'RRM2', 'S100A11', 'S100A16', 'S100P', 'SAMD9L', 'SCARB1', 'SCGN', 'SCP2', 'SDC1', 'SEMA3F', 'SERPINB9', 'SFTPA1', 'SFTPA2', 'SIGLEC7', 'SIGLEC9', 'SLC39A5', 'SMOC2', 'SMPDL3A', 'SOST', 'SPINK1', 'SPINK6', 'SPINT1', 'SRP14', 'SSB', 'SSC4D', 'SSC5D', 'STC1', 'STC2', 'TCN2', 'TDGF1', 'TEK', 'TFPI2', 'THBS2', 'THPO', 'TIGAR', 'TIMP3', 'TINAGL1', 'TLR3', 'TMPRSS5', 'TMSB10', 'TNC', 'TNFRSF10A', 'TNFRSF11A', 'TNFRSF11B', 'TNFRSF12A', 'TNFRSF13C', 'TNFRSF4', 'TNFRSF6B', 'TNFRSF8', 'TNFSF12', 'TRIAP1', 'TSHB', 'TSLP', 'TSPAN1', 'TXLNA', 'TYMP', 'TYRO3', 'ULBP2', 'VEGFA', 'VSTM2L', 'VTCN1', 'VWA1', 'VWF', 'WFDC2', 'WISP1', 'XPNPEP2', 'XRCC4']",354
Fold 6,"['ACE2', 'ACP5', 'ACY1', 'ADAM15', 'ADAMTS13', 'ADAMTS15', 'ADCYAP1R1', 'ADGRG2', 'AFP', 'AGRN', 'AMBN', 'AMIGO2', 'AMN', 'AMY2A', 'AMY2B', 'ANGPTL2', 'ANXA5', 'AOC1', 'APBB1IP', 'APEX1', 'ASAH2', 'BAIAP2', 'BCAN', 'BST1', 'BST2', 'CA5A', 'CA6', 'CALB2', 'CAMKK1', 'CAPG', 'CASC4', 'CASP1', 'CBLIF', 'CCL15', 'CCL19', 'CCL20', 'CCL23', 'CCL7', 'CD163', 'CD164', 'CD177', 'CD1C', 'CD27', 'CD38', 'CD5', 'CD63', 'CD74', 'CD79B', 'CDH1', 'CDH17', 'CDHR1', 'CDHR2', 'CEACAM21', 'CEACAM3', 'CEACAM5', 'CES1', 'CES2', 'CHIT1', 'CLC', 'CLEC11A', 'CLEC4C', 'CLEC4G', 'CLSTN1', 'CNDP1', 'CNTN1', 'CNTN2', 'COL4A1', 'COL6A3', 'COLEC12', 'COMP', 'CPA2', 'CRELD2', 'CRHBP', 'CRIP2', 'CRTAC1', 'CSF1', 'CSTB', 'CTRB1', 'CTSF', 'CTSH', 'CTSL', 'CTSS', 'CXADR', 'CXCL13', 'CXCL16', 'CXCL8', 'DDR1', 'DKKL1', 'DLL1', 'DSG3', 'DSG4', 'ENAH', 'ENPP7', 'EPCAM', 'EPO', 'EPS8L2', 'ERBB3', 'EREG', 'EZR', 'FABP1', 'FABP2', 'FABP4', 'FASLG', 'FBP1', 'FCAR', 'FCGR2A', 'FCGR2B', 'FCN2', 'FCRL3', 'FCRL5', 'FGF21', 'FOSB', 'FUS', 'GDF15', 'GFAP', 'GFRA1', 'GFRA2', 'GFRA3', 'GGH', 'GGT1', 'GGT5', 'GH1', 'GH2', 'GNLY', 'GPA33', 'GPKOW', 'GRN', 'HAVCR2', 'HCLS1', 'HDGF', 'HLA-DRA', 'HSPG2', 'ICAM1', 'IFNGR1', 'IFNLR1', 'IGF2R', 'IGFBPL1', 'IGSF3', 'IL10', 'IL11', 'IL12RB1', 'IL13', 'IL13RA1', 'IL15RA', 'IL16', 'IL17C', 'IL18RAP', 'IL1A', 'IL1RAP', 'IL2', 'IL22RA1', 'IL2RA', 'IL33', 'IL5RA', 'IL6', 'IL6R', 'ILKAP', 'ING1', 'ISLR2', 'ISM1', 'JUN', 'KCNIP4', 'KIR2DL3', 'KLB', 'KLK1', 'KLK12', 'KLRD1', 'KRT18', 'KRT19', 'LAG3', 'LAIR2', 'LAMA4', 'LEP', 'LGALS1', 'LGALS9', 'LIF', 'LILRA5', 'LILRB1', 'LRP11', 'LRPAP1', 'LSP1', 'LTA', 'LTBP3', 'LTO1', 'LY9', 'LY96', 'LYPD1', 'LYPD8', 'MAGED1', 'MARCO', 'MDGA1', 'MET', 'MIA', 'MILR1', 'MME', 'MMP13', 'MSLN', 'MSR1', 'MUC13', 'MUC16', 'MZB1', 'NCLN', 'NDRG1', 'NECTIN2', 'NEFL', 'NFATC3', 'NINJ1', 'NOMO1', 'NOS1', 'NPDC1', 'NPM1', 'NPTN', 'NPTXR', 'NPY', 'NRP2', 'NTRK3', 'OMG', 'OXT', 'PAEP', 'PARP1', 'PCOLCE', 'PCSK9', 'PDGFC', 'PIGR', 'PLA2G10', 'PLAUR', 'PLIN1', 'PM20D1', 'PNLIPRP2', 'PODXL2', 'POLR2F', 'PON2', 'PON3', 'PPY', 'PQBP1', 'PRKRA', 'PRL', 'PRSS8', 'PRTG', 'PSIP1', 'PSPN', 'PTPRF', 'PTS', 'PVR', 'PXN', 'RANGAP1', 'RBP2', 'RBP5', 'RCOR1', 'RELT', 'S100A11', 'S100A16', 'S100P', 'SCARB1', 'SCP2', 'SDC1', 'SELE', 'SELPLG', 'SERPINB8', 'SIGLEC10', 'SIGLEC7', 'SIGLEC9', 'SLC16A1', 'SLC39A5', 'SMOC2', 'SMPDL3A', 'SPINK1', 'SPINK6', 'SPINT1', 'SRP14', 'SSB', 'SSC5D', 'TDGF1', 'TFPI2', 'TFRC', 'THBS2', 'THPO', 'TIMP1', 'TMPRSS5', 'TMSB10', 'TNC', 'TNFRSF10A', 'TNFRSF10B', 'TNFRSF11A', 'TNFRSF11B', 'TNFRSF12A', 'TNFRSF13B', 'TNFRSF13C', 'TNFRSF4', 'TNFRSF8', 'TNFSF12', 'TPT1', 'TSLP', 'ULBP2', 'VSIG4', 'VWA1', 'WISP1', 'XPNPEP2', 'XRCC4']",299
Fold 7,"['ANGPTL2', 'APBB1IP', 'CASP1', 'CCL20', 'CCL7', 'CD5', 'CES2', 'CRTAC1', 'EZR', 'FOSB', 'FUS', 'GNLY', 'KLRD1', 'MDGA1', 'MUC13', 'MZB1', 'NAMPT', 'POLR2F', 'PSIP1', 'PXN', 'S100A11', 'SERPINB8', 'SIGLEC9', 'SMOC2', 'SSB', 'TMPRSS5', 'TNFRSF13C', 'ULBP2', 'XPNPEP2']",29
Fold 8,"['ADGRG2', 'C4BPB', 'CCL7', 'CPA2', 'CRTAC1', 'CTSH', 'DLL1', 'GDF15', 'LGALS1', 'LGALS9', 'MDGA1', 'MZB1', 'TDGF1', 'TNFRSF8']",14
Fold 9,"['ACE2', 'ACP5', 'ACY1', 'ADA', 'ADA2', 'ADAM15', 'ADAMTS13', 'ADAMTS15', 'ADAMTS16', 'ADCYAP1R1', 'ADGRG1', 'ADGRG2', 'AFP', 'AGRN', 'AKR1C4', 'ALCAM', 'ALDH3A1', 'ALPP', 'ANG', 'ANGPTL1', 'ANGPTL2', 'ANGPTL3', 'ANXA5', 'AOC1', 'APBB1IP', 'APEX1', 'APOM', 'ARID4B', 'ARNT', 'ASAH2', 'ATF2', 'ATP6V1D', 'AXL', 'BAIAP2', 'BSG', 'BST1', 'BST2', 'BTN3A2', 'C19orf12', 'C2', 'C4BPB', 'CA12', 'CA5A', 'CA6', 'CA9', 'CALB2', 'CALCA', 'CAMKK1', 'CANT1', 'CAPG', 'CASC4', 'CASP1', 'CCL14', 'CCL15', 'CCL17', 'CCL19', 'CCL20', 'CCL7', 'CCN2', 'CD164', 'CD177', 'CD1C', 'CD200', 'CD200R1', 'CD209', 'CD22', 'CD27', 'CD276', 'CD28', 'CD300C', 'CD300E', 'CD302', 'CD34', 'CD38', 'CD5', 'CD70', 'CD74', 'CD79B', 'CDC27', 'CDCP1', 'CDH1', 'CDH15', 'CDH2', 'CDH5', 'CDHR1', 'CDHR2', 'CEACAM21', 'CEACAM5', 'CES2', 'CES3', 'CGREF1', 'CHI3L1', 'CHIT1', 'CHRDL1', 'CKAP4', 'CLEC11A', 'CLEC4G', 'CLSPN', 'CLSTN1', 'CLUL1', 'CNTN1', 'CNTN4', 'CNTN5', 'COL1A1', 'COL4A1', 'COL6A3', 'COL9A1', 'COLEC12', 'CPA2', 'CPE', 'CPPED1', 'CPVL', 'CRH', 'CRIM1', 'CRLF1', 'CRTAC1', 'CRTAM', 'CSF1', 'CSF2RA', 'CSF3', 'CST3', 'CSTB', 'CTRB1', 'CTSD', 'CTSF', 'CTSH', 'CTSL', 'CTSS', 'CXCL11', 'CXCL13', 'CXCL16', 'CXCL8', 'DDAH1', 'DDR1', 'DEFA1_DEFA1B', 'DFFA', 'DKK1', 'DKKL1', 'DLL1', 'DPT', 'DPY30', 'DSG2', 'DSG4', 'DTX3', 'ECE1', 'EGLN1', 'ELOA', 'ENG', 'ENTPD2', 'ENTPD5', 'EPCAM', 'EPHA10', 'EPHA2', 'EPHB4', 'EPO', 'EPS8L2', 'ERBB3', 'EREG', 'ESM1', 'EZR', 'FABP1', 'FABP4', 'FAP', 'FASLG', 'FBP1', 'FCAR', 'FCER2', 'FCGR2A', 'FCGR2B', 'FCN2', 'FCRL1', 'FCRL3', 'FCRL5', 'FCRLB', 'FGF21', 'FGF5', 'FGR', 'FLT1', 'FMNL1', 'FOSB', 'FUCA1', 'FURIN', 'FUS', 'GAL', 'GBP2', 'GDF15', 'GFAP', 'GFOD2', 'GFRA1', 'GFRA2', 'GFRA3', 'GGH', 'GGT1', 'GGT5', 'GHRHR', 'GLB1', 'GNLY', 'GPA33', 'GPC5', 'GPKOW', 'GRN', 'GZMA', 'GZMH', 'HAVCR2', 'HBQ1', 'HCLS1', 'HDGF', 'HGF', 'HLA-DRA', 'HMBS', 'HPGDS', 'HSP90B1', 'HSPB6', 'HSPG2', 'ICAM1', 'ICAM3', 'ICAM4', 'IDI2', 'IFNGR2', 'IFNL1', 'IGF1R', 'IGF2R', 'IGFBP6', 'IGFBPL1', 'IGSF3', 'IGSF8', 'IKZF2', 'IL10RA', 'IL11', 'IL12RB1', 'IL13', 'IL13RA1', 'IL15RA', 'IL16', 'IL17C', 'IL17F', 'IL18R1', 'IL1R1', 'IL1RAP', 'IL1RN', 'IL2', 'IL22RA1', 'IL24', 'IL2RA', 'IL2RB', 'IL32', 'IL33', 'IL4R', 'IL5', 'IL5RA', 'IL6', 'ILKAP', 'ING1', 'INHBC', 'ISLR2', 'ISM1', 'ITGA11', 'ITGB6', 'JCHAIN', 'JUN', 'KCNIP4', 'KIR2DL3', 'KITLG', 'KLB', 'KLK1', 'KLK10', 'KLK11', 'KLK12', 'KLK14', 'KLRD1', 'KRT18', 'KRT19', 'KRT5', 'L1CAM', 'LAG3', 'LAIR2', 'LAMA4', 'LAMP3', 'LEP', 'LGALS1', 'LGALS3', 'LGALS9', 'LHB', 'LIF', 'LILRA5', 'LILRB1', 'LILRB2', 'LILRB4', 'LRIG1', 'LRP1', 'LRP11', 'LRPAP1', 'LRRC25', 'LSM1', 'LSP1', 'LTBP3', 'LTBR', 'LY9', 'LY96', 'LYAR', 'LYPD1', 'MAD1L1', 'MAGED1', 'MARCO', 'MATN2', 'MB', 'MCAM', 'MDGA1', 'MDK', 'MEGF10', 'MET', 'MICB_MICA', 'MILR1', 'MLN', 'MSLN', 'MSR1', 'MTPN', 'MUC13', 'MZB1', 'NBN', 'NCAM2', 'NCLN', 'NCR1', 'NDRG1', 'NECTIN2', 'NEFL', 'NELL2', 'NFASC', 'NFKBIE', 'NID1', 'NME3', 'NMNAT1', 'NOMO1', 'NOS1', 'NOS3', 'NPDC1', 'NPM1', 'NPTN', 'NPY', 'NRP2', 'NRTN', 'NTF4', 'NTRK3', 'ODAM', 'OMD', 'PADI2', 'PAEP', 'PAG1', 'PARP1', 'PCOLCE', 'PCSK9', 'PDCD1LG2', 'PDGFC', 'PDGFRA', 'PI3', 'PIGR', 'PILRA', 'PILRB', 'PKLR', 'PLA2G7', 'PLAU', 'PLAUR', 'PLIN1', 'PLXNB2', 'PM20D1', 'PNLIPRP2', 'PODXL2', 'POLR2F', 'PON3', 'PPP3R1', 'PPY', 'PQBP1', 'PRDX1', 'PRKRA', 'PRL', 'PROC', 'PRSS8', 'PRTN3', 'PSIP1', 'PSMA1', 'PSPN', 'PTH1R', 'PTPRF', 'PTPRM', 'PTS', 'PXN', 'RANGAP1', 'RASA1', 'RBP2', 'RCOR1', 'RELT', 'REN', 'RETN', 'RNASE3', 'ROBO1', 'RUVBL1', 'S100A11', 'S100A16', 'SCARA5', 'SCARB1', 'SCGN', 'SCLY', 'SCP2', 'SDC1', 'SELE', 'SEMA3F', 'SERPINA12', 'SERPINB8', 'SETMAR', 'SEZ6L2', 'SH2D1A', 'SIGLEC10', 'SIGLEC6', 'SIGLEC7', 'SIGLEC9', 'SIRPA', 'SIRT5', 'SIT1', 'SLAMF7', 'SLC39A5', 'SMOC2', 'SMPDL3A', 'SOST', 'SPINK1', 'SPINT1', 'SPP1', 'SRP14', 'SSB', 'SSC5D', 'STC1', 'STC2', 'TACSTD2', 'TAFA5', 'TCL1A', 'TDGF1', 'TFPI2', 'TFRC', 'THBD', 'THBS2', 'THBS4', 'THPO', 'TIE1', 'TIGAR', 'TIMP1', 'TIMP3', 'TINAGL1', 'TLR3', 'TMPRSS5', 'TMSB10', 'TNC', 'TNFRSF10A', 'TNFRSF10B', 'TNFRSF11A', 'TNFRSF11B', 'TNFRSF12A', 'TNFRSF13B', 'TNFRSF13C', 'TNFRSF1A', 'TNFRSF1B', 'TNFRSF4', 'TNFRSF6B', 'TNFRSF8', 'TNFSF11', 'TNFSF12', 'TNR', 'TP53INP1', 'TPT1', 'TRIM21', 'TSHB', 'TSLP', 'ULBP2', 'VAMP5', 'VASN', 'VEGFA', 'VSIG4', 'VSTM1', 'VTCN1', 'VWA1', 'VWF', 'WFIKKN2', 'WIF1', 'WISP1', 'WISP2', 'XCL1', 'XG', 'XPNPEP2', 'XRCC4', 'ZBTB17']",488
