,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
artificial.1,0.0,0.0,0.0,0.0,0.002,0.001,0.006,0.002,0.049,0.018
artificial.2,0.0,0.0,0.0,0.0,0.001,0.0,0.008,0.003,0.209,0.056
artificial.3,0.0,0.0,0.0,0.0,0.013,0.002,0.077,0.031,0.376,0.23
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.5,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.245,0.087
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.02
artificial.7,0.0,0.0,0.0,0.0,0.005,0.0,0.034,0.011,0.226,0.12
artificial.8,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.146,0.025
artificial.9,0.0,0.0,0.0,0.0,0.004,0.0,0.035,0.012,0.225,0.116
artificial.10,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.194,0.073
artificial.11,0.0,0.0,0.0,0.0,0.003,0.0,0.045,0.008,0.523,0.261
artificial.12,0.0,0.0,0.011,0.0,0.064,0.013,0.24,0.103,0.694,0.484
artificial.13,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.112,0.028
artificial.14,0.0,0.0,0.004,0.0,0.008,0.002,0.079,0.026,0.34,0.229
artificial.15,0.0,0.0,0.002,0.0,0.018,0.006,0.093,0.039,0.413,0.253
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0
artificial.17,0.0,0.0,0.071,0.0,0.332,0.194,0.521,0.375,0.858,0.724
artificial.18,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.024,0.006
