,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.459,0.28,0.11,0.019,0.0,0.0,0.0,0.0,0.0,0.0
artificial.2,0.515,0.36,0.187,0.03,0.003,0.0,0.0,0.0,0.0,0.0
artificial.3,0.691,0.563,0.454,0.364,0.221,0.025,0.0,0.0,0.0,0.0
artificial.4,0.852,0.811,0.748,0.631,0.405,0.049,0.0,0.0,0.0,0.0
artificial.5,0.585,0.405,0.214,0.076,0.01,0.0,0.0,0.0,0.0,0.0
artificial.6,0.587,0.413,0.194,0.028,0.002,0.0,0.0,0.0,0.0,0.0
artificial.7,0.66,0.565,0.357,0.152,0.021,0.0,0.0,0.0,0.0,0.0
artificial.8,0.487,0.32,0.153,0.043,0.014,0.0,0.0,0.0,0.0,0.0
artificial.9,0.432,0.272,0.156,0.061,0.024,0.001,0.0,0.0,0.0,0.0
artificial.10,0.533,0.335,0.161,0.048,0.004,0.0,0.0,0.0,0.0,0.0
artificial.11,0.474,0.286,0.117,0.033,0.005,0.0,0.0,0.0,0.0,0.0
artificial.12,0.63,0.522,0.316,0.14,0.041,0.0,0.0,0.0,0.0,0.0
artificial.13,0.463,0.268,0.131,0.061,0.009,0.0,0.0,0.0,0.0,0.0
artificial.14,0.861,0.817,0.706,0.523,0.259,0.013,0.0,0.0,0.0,0.0
artificial.15,0.742,0.649,0.473,0.255,0.086,0.004,0.0,0.0,0.0,0.0
artificial.16,0.56,0.366,0.143,0.018,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.699,0.646,0.586,0.497,0.343,0.064,0.0,0.0,0.0,0.0
artificial.18,0.599,0.452,0.308,0.13,0.032,0.001,0.0,0.0,0.0,0.0
artificial.19,0.337,0.189,0.084,0.022,0.005,0.0,0.0,0.0,0.0,0.0
artificial.20,0.564,0.426,0.245,0.122,0.026,0.001,0.0,0.0,0.0,0.0
artificial.21,0.834,0.677,0.336,0.065,0.002,0.0,0.0,0.0,0.0,0.0
artificial.22,0.493,0.344,0.185,0.086,0.042,0.003,0.0,0.0,0.0,0.0
artificial.23,0.487,0.347,0.18,0.033,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.579,0.432,0.256,0.092,0.006,0.0,0.0,0.0,0.0,0.0
artificial.25,0.435,0.257,0.109,0.017,0.001,0.0,0.0,0.0,0.0,0.0
artificial.26,0.482,0.335,0.212,0.092,0.014,0.0,0.0,0.0,0.0,0.0
artificial.27,0.651,0.542,0.352,0.106,0.006,0.0,0.0,0.0,0.0,0.0
artificial.28,0.847,0.78,0.557,0.203,0.011,0.0,0.0,0.0,0.0,0.0
artificial.29,0.822,0.79,0.709,0.577,0.43,0.136,0.0,0.0,0.0,0.0
artificial.30,0.586,0.468,0.317,0.139,0.016,0.0,0.0,0.0,0.0,0.0
artificial.31,0.502,0.317,0.165,0.047,0.003,0.0,0.0,0.0,0.0,0.0
artificial.32,0.671,0.468,0.225,0.045,0.001,0.0,0.0,0.0,0.0,0.0
artificial.33,0.43,0.235,0.062,0.009,0.001,0.0,0.0,0.0,0.0,0.0
artificial.34,0.367,0.194,0.079,0.032,0.02,0.0,0.0,0.0,0.0,0.0
artificial.35,0.681,0.579,0.419,0.159,0.027,0.001,0.0,0.0,0.0,0.0
artificial.36,0.616,0.496,0.346,0.191,0.038,0.0,0.0,0.0,0.0,0.0
artificial.37,0.847,0.794,0.669,0.318,0.041,0.0,0.0,0.0,0.0,0.0
artificial.38,0.545,0.458,0.364,0.175,0.014,0.0,0.0,0.0,0.0,0.0
artificial.39,0.577,0.482,0.344,0.191,0.051,0.001,0.0,0.0,0.0,0.0
artificial.40,0.575,0.453,0.267,0.111,0.02,0.0,0.0,0.0,0.0,0.0
artificial.41,0.555,0.435,0.274,0.098,0.005,0.0,0.0,0.0,0.0,0.0
