fold,AUC,AP,ACC,BACC,n_train,n_test
0,0.4918831168831169,0.37944495198293415,0.5,0.44805194805194803,152,36
1,0.5551724137931034,0.3752018668466036,0.5641025641025641,0.44482758620689655,149,39
2,0.446524064171123,0.5546860172953226,0.5641025641025641,0.5802139037433155,149,39
3,0.612781954887218,0.5998679261450158,0.625,0.6152882205513784,148,40
4,0.6031468531468531,0.4279424307341464,0.6756756756756757,0.6643356643356644,151,37
5,0.5701058201058201,0.48095799945000156,0.5128205128205128,0.49603174603174605,149,39
6,0.6049382716049382,0.4618638123202018,0.6410256410256411,0.5555555555555556,149,39
7,0.5753205128205129,0.7192819980118368,0.43243243243243246,0.5448717948717949,151,37
8,0.5625,0.34598577663593144,0.5789473684210527,0.5576923076923077,150,38
9,0.4629156010230179,0.4894046835133766,0.65,0.6112531969309463,148,40
10,0.5869565217391304,0.4882985274529392,0.6410256410256411,0.6195652173913043,149,39
11,0.8055555555555556,0.4861178457669686,0.7027027027027027,0.5773809523809523,151,37
12,0.5428994082840237,0.4247924799856808,0.6666666666666666,0.6346153846153846,149,39
13,0.6217391304347826,0.5252150919256182,0.6842105263157895,0.6579710144927536,150,38
14,0.43483709273182963,0.5102029807138166,0.475,0.47744360902255634,148,40
15,0.5924242424242424,0.4834662161099097,0.5405405405405406,0.5393939393939393,151,37
16,0.6100543478260869,0.4826797140062336,0.5384615384615384,0.5421195652173914,149,39
17,0.4517045454545454,0.4631137038952959,0.5789473684210527,0.5511363636363636,150,38
18,0.553475935828877,0.6216681177458505,0.5128205128205128,0.5280748663101604,149,39
19,0.5794270833333334,0.5308981173844589,0.625,0.59375,148,40
20,0.5785256410256411,0.45221211537001016,0.5945945945945946,0.5641025641025641,151,37
21,0.6195652173913043,0.5402977231102232,0.6153846153846154,0.5597826086956521,149,39
22,0.5053475935828877,0.6259965391820042,0.5641025641025641,0.5868983957219251,149,39
23,0.48947368421052634,0.5313053676056771,0.5128205128205128,0.513157894736842,149,39
24,0.5071428571428571,0.8092124514373359,0.42105263157894735,0.575,150,38
25,0.2880184331797235,0.1511773940345369,0.4473684210526316,0.3847926267281106,150,38
26,0.6164596273291926,0.5461842273872349,0.6216216216216216,0.5838509316770186,151,37
27,0.7092731829573936,0.6435589718484456,0.65,0.6390977443609023,148,40
28,0.4896449704142012,0.40011605287623386,0.41025641025641024,0.40384615384615385,149,39
29,0.3928571428571429,0.22937084954628814,0.5405405405405406,0.47023809523809523,151,37
30,0.2975543478260869,0.3237901259500524,0.4358974358974359,0.39809782608695654,149,39
31,0.6098901098901099,0.5134375987054559,0.7,0.6703296703296704,148,40
32,0.44135802469135804,0.29059706820004305,0.5128205128205128,0.5324074074074074,149,39
