,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.215,0.148,0.101,0.064,0.038,0.003,0.0,0.0,0.0,0.0
artificial.2,0.354,0.274,0.17,0.046,0.014,0.003,0.0,0.0,0.0,0.0
artificial.3,0.413,0.31,0.201,0.116,0.054,0.003,0.0,0.0,0.0,0.0
artificial.4,0.597,0.564,0.472,0.29,0.038,0.0,0.0,0.0,0.0,0.0
artificial.5,0.386,0.263,0.12,0.022,0.005,0.0,0.0,0.0,0.0,0.0
artificial.6,0.44,0.306,0.145,0.027,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.363,0.219,0.117,0.039,0.011,0.002,0.0,0.0,0.0,0.0
artificial.8,0.358,0.246,0.119,0.035,0.001,0.0,0.0,0.0,0.0,0.0
artificial.9,0.256,0.165,0.085,0.023,0.003,0.0,0.0,0.0,0.0,0.0
artificial.10,0.363,0.25,0.137,0.045,0.005,0.0,0.0,0.0,0.0,0.0
artificial.11,0.241,0.153,0.078,0.018,0.001,0.0,0.0,0.0,0.0,0.0
artificial.12,0.265,0.177,0.089,0.017,0.001,0.0,0.0,0.0,0.0,0.0
artificial.13,0.577,0.524,0.43,0.202,0.037,0.003,0.0,0.0,0.0,0.0
artificial.14,0.343,0.338,0.312,0.24,0.115,0.034,0.0,0.0,0.0,0.0
artificial.15,0.673,0.57,0.389,0.175,0.032,0.0,0.0,0.0,0.0,0.0
artificial.16,0.295,0.172,0.084,0.029,0.019,0.006,0.0,0.0,0.0,0.0
artificial.17,0.248,0.148,0.044,0.006,0.001,0.0,0.0,0.0,0.0,0.0
artificial.18,0.349,0.217,0.082,0.011,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.52,0.407,0.245,0.091,0.006,0.0,0.0,0.0,0.0,0.0
artificial.20,0.524,0.328,0.126,0.011,0.002,0.0,0.0,0.0,0.0,0.0
artificial.21,0.225,0.14,0.051,0.009,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.415,0.289,0.141,0.028,0.001,0.0,0.0,0.0,0.0,0.0
artificial.23,0.261,0.171,0.078,0.016,0.008,0.001,0.0,0.0,0.0,0.0
artificial.24,0.647,0.526,0.357,0.137,0.042,0.011,0.0,0.0,0.0,0.0
artificial.25,0.39,0.301,0.194,0.095,0.033,0.0,0.0,0.0,0.0,0.0
artificial.26,0.336,0.214,0.086,0.021,0.004,0.001,0.0,0.0,0.0,0.0
artificial.27,0.268,0.16,0.089,0.034,0.008,0.001,0.0,0.0,0.0,0.0
artificial.28,0.408,0.317,0.2,0.07,0.006,0.0,0.0,0.0,0.0,0.0
artificial.29,0.322,0.229,0.15,0.053,0.003,0.0,0.0,0.0,0.0,0.0
artificial.30,0.327,0.226,0.113,0.02,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.13,0.059,0.022,0.007,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.309,0.191,0.097,0.032,0.005,0.0,0.0,0.0,0.0,0.0
artificial.33,0.296,0.189,0.082,0.009,0.001,0.0,0.0,0.0,0.0,0.0
artificial.34,0.297,0.189,0.092,0.039,0.007,0.0,0.0,0.0,0.0,0.0
artificial.35,0.411,0.248,0.124,0.05,0.019,0.0,0.0,0.0,0.0,0.0
artificial.36,0.224,0.13,0.042,0.008,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.284,0.194,0.134,0.036,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.654,0.657,0.641,0.581,0.403,0.049,0.0,0.0,0.0,0.0
artificial.39,0.444,0.34,0.173,0.054,0.007,0.0,0.0,0.0,0.0,0.0
artificial.40,0.374,0.318,0.233,0.135,0.072,0.024,0.0,0.0,0.0,0.0
artificial.41,0.228,0.147,0.077,0.035,0.016,0.001,0.0,0.0,0.0,0.0
artificial.42,0.26,0.174,0.076,0.018,0.003,0.001,0.0,0.0,0.0,0.0
artificial.43,0.518,0.429,0.294,0.12,0.006,0.0,0.0,0.0,0.0,0.0
artificial.44,0.598,0.547,0.406,0.157,0.007,0.0,0.0,0.0,0.0,0.0
artificial.45,0.33,0.258,0.179,0.088,0.014,0.0,0.0,0.0,0.0,0.0
artificial.46,0.223,0.127,0.067,0.014,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.279,0.183,0.092,0.028,0.002,0.0,0.0,0.0,0.0,0.0
artificial.48,0.478,0.415,0.33,0.184,0.041,0.005,0.0,0.0,0.0,0.0
artificial.49,0.466,0.364,0.225,0.065,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.395,0.269,0.096,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.365,0.27,0.226,0.19,0.093,0.009,0.0,0.0,0.0,0.0
artificial.52,0.423,0.309,0.182,0.069,0.008,0.001,0.0,0.0,0.0,0.0
artificial.53,0.265,0.174,0.074,0.027,0.009,0.0,0.0,0.0,0.0,0.0
artificial.54,0.651,0.554,0.384,0.226,0.09,0.004,0.0,0.0,0.0,0.0
artificial.55,0.397,0.33,0.277,0.224,0.164,0.016,0.0,0.0,0.0,0.0
artificial.56,0.258,0.207,0.15,0.044,0.0,0.0,0.0,0.0,0.0,0.0
artificial.57,0.311,0.221,0.123,0.03,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.273,0.161,0.063,0.008,0.001,0.0,0.0,0.0,0.0,0.0
artificial.59,0.51,0.461,0.35,0.14,0.026,0.0,0.0,0.0,0.0,0.0
artificial.60,0.525,0.44,0.296,0.141,0.056,0.005,0.0,0.0,0.0,0.0
artificial.61,0.198,0.102,0.029,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.62,0.588,0.484,0.305,0.081,0.002,0.0,0.0,0.0,0.0,0.0
artificial.63,0.497,0.37,0.229,0.135,0.035,0.001,0.0,0.0,0.0,0.0
artificial.64,0.315,0.215,0.125,0.031,0.002,0.0,0.0,0.0,0.0,0.0
artificial.65,0.29,0.189,0.096,0.034,0.004,0.0,0.0,0.0,0.0,0.0
artificial.66,0.24,0.137,0.056,0.029,0.011,0.001,0.0,0.0,0.0,0.0
artificial.67,0.306,0.217,0.09,0.014,0.0,0.0,0.0,0.0,0.0,0.0
artificial.68,0.317,0.207,0.111,0.042,0.008,0.0,0.0,0.0,0.0,0.0
artificial.69,0.261,0.13,0.041,0.009,0.002,0.0,0.0,0.0,0.0,0.0
artificial.70,0.376,0.246,0.121,0.046,0.023,0.001,0.0,0.0,0.0,0.0
artificial.71,0.591,0.523,0.399,0.225,0.051,0.0,0.0,0.0,0.0,0.0
artificial.72,0.203,0.114,0.046,0.016,0.001,0.0,0.0,0.0,0.0,0.0
artificial.73,0.623,0.549,0.423,0.158,0.017,0.0,0.0,0.0,0.0,0.0
artificial.74,0.389,0.365,0.348,0.341,0.263,0.075,0.0,0.0,0.0,0.0
artificial.75,0.346,0.247,0.151,0.06,0.017,0.002,0.0,0.0,0.0,0.0
artificial.76,0.217,0.126,0.041,0.017,0.005,0.0,0.0,0.0,0.0,0.0
artificial.77,0.38,0.279,0.16,0.036,0.007,0.001,0.0,0.0,0.0,0.0
artificial.78,0.464,0.305,0.122,0.021,0.003,0.0,0.0,0.0,0.0,0.0
artificial.79,0.418,0.331,0.179,0.046,0.003,0.0,0.0,0.0,0.0,0.0
artificial.80,0.768,0.691,0.519,0.235,0.05,0.009,0.0,0.0,0.0,0.0
artificial.81,0.254,0.163,0.077,0.018,0.001,0.0,0.0,0.0,0.0,0.0
artificial.82,0.479,0.414,0.275,0.129,0.052,0.004,0.0,0.0,0.0,0.0
artificial.83,0.205,0.124,0.048,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.84,0.225,0.133,0.057,0.007,0.001,0.0,0.0,0.0,0.0,0.0
artificial.85,0.425,0.302,0.163,0.064,0.02,0.002,0.0,0.0,0.0,0.0
artificial.86,0.524,0.45,0.364,0.24,0.083,0.001,0.0,0.0,0.0,0.0
artificial.87,0.192,0.102,0.039,0.001,0.0,0.0,0.0,0.0,0.0,0.0
