,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.471,0.274,0.137,0.063,0.033,0.0,0.0,0.0,0.0,0.0
artificial.2,0.565,0.355,0.155,0.038,0.004,0.0,0.0,0.0,0.0,0.0
artificial.3,0.613,0.511,0.403,0.183,0.019,0.0,0.0,0.0,0.0,0.0
artificial.4,0.648,0.512,0.329,0.15,0.027,0.0,0.0,0.0,0.0,0.0
artificial.5,0.786,0.717,0.575,0.241,0.021,0.0,0.0,0.0,0.0,0.0
artificial.6,0.412,0.247,0.113,0.032,0.009,0.0,0.0,0.0,0.0,0.0
artificial.7,0.492,0.319,0.162,0.036,0.006,0.0,0.0,0.0,0.0,0.0
artificial.8,0.507,0.327,0.172,0.041,0.002,0.0,0.0,0.0,0.0,0.0
artificial.9,0.609,0.449,0.219,0.067,0.006,0.0,0.0,0.0,0.0,0.0
artificial.10,0.652,0.471,0.262,0.107,0.037,0.0,0.0,0.0,0.0,0.0
artificial.11,0.765,0.638,0.52,0.301,0.083,0.001,0.0,0.0,0.0,0.0
artificial.12,0.416,0.267,0.148,0.054,0.015,0.0,0.0,0.0,0.0,0.0
artificial.13,0.543,0.38,0.213,0.057,0.002,0.0,0.0,0.0,0.0,0.0
artificial.14,0.651,0.439,0.236,0.067,0.01,0.0,0.0,0.0,0.0,0.0
artificial.15,0.823,0.709,0.499,0.279,0.095,0.0,0.0,0.0,0.0,0.0
artificial.16,0.618,0.505,0.334,0.124,0.017,0.0,0.0,0.0,0.0,0.0
artificial.17,0.503,0.338,0.202,0.055,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.619,0.491,0.294,0.076,0.002,0.0,0.0,0.0,0.0,0.0
artificial.19,0.515,0.36,0.229,0.112,0.052,0.001,0.0,0.0,0.0,0.0
artificial.20,0.725,0.555,0.355,0.146,0.015,0.0,0.0,0.0,0.0,0.0
artificial.21,0.435,0.267,0.118,0.031,0.008,0.0,0.0,0.0,0.0,0.0
artificial.22,0.778,0.641,0.451,0.193,0.037,0.0,0.0,0.0,0.0,0.0
artificial.23,0.537,0.377,0.224,0.104,0.054,0.002,0.0,0.0,0.0,0.0
artificial.24,0.867,0.748,0.472,0.119,0.003,0.0,0.0,0.0,0.0,0.0
artificial.25,0.525,0.377,0.223,0.115,0.044,0.001,0.0,0.0,0.0,0.0
artificial.26,0.66,0.512,0.297,0.107,0.009,0.0,0.0,0.0,0.0,0.0
artificial.27,0.466,0.28,0.15,0.051,0.014,0.0,0.0,0.0,0.0,0.0
artificial.28,0.525,0.355,0.188,0.04,0.002,0.0,0.0,0.0,0.0,0.0
artificial.29,0.61,0.473,0.308,0.142,0.031,0.0,0.0,0.0,0.0,0.0
