,Fold selected features,Fold nb of features
Fold 10,"['CD8_T_cells_HLA-DR+_glandfront_ERa', 'NK_cells_CD56brCD16-_stromal_TIM3', 'Gland_glandular_epithelium_glandfront_Ki67']",3
Fold 11,"['CD8_T_cells_FoxP3+_glandfront_pP38', 'Macrophages_MDSC_glandfront_HLA-DR', 'Dendritic_Cells_CD33+_stromal_GranzymeB', 'Gland_fibroblast_intragland_TIM3', 'NA_glandfront_ERa', 'NA_glandfront_Ki67']",6
Fold 12,"['CD4_T_cells_FoxP3+_glandfront_TIM3', 'CD4_T_cells_FoxP3+_stromal_ERa', 'CD8_T_cells_FoxP3+_glandfront_ERa', 'CD8_T_cells_FoxP3+_glandfront_pP38', 'CD8_T_cells_FoxP3+_glandfront_HLA-DR', 'CD8_T_cells_FoxP3+_intragland_ERa', 'CD8_T_cells_FoxP3+_intragland_HLA-DR', 'CD8_T_cells_FoxP3+_stromal_pP38', 'CD8_T_cells_FoxP3+_stromal_TIM3', 'CD8_T_cells_FoxP3+_stromal_HLA-DR', 'CD4_T_cells_HLA-DR+_glandfront_Ki67', 'CD4_T_cells_HLA-DR+_stromal_HLA-DR', 'CD8_T_cells_HLA-DR+_glandfront_ERa', 'CD8_T_cells_HLA-DR+_glandfront_Ki67', 'CD8_T_cells_HLA-DR+_intragland_ERa', 'CD8_T_cells_HLA-DR+_stromal_Ki67', 'CD8_T_cells_HLA-DR+_stromal_TIM3', 'CD8_T_cells_HLA-DR+_stromal_HLA-DR', 'CD4_T_cells_CD80_CD86+_glandfront_Ki67', 'CD4_T_cells_CD80_CD86+_stromal_Ki67', 'CD4_T_cells_CD80_CD86+_stromal_HLA-DR', 'CD8_T_cells_CD80_CD86+_glandfront_VEGF', 'CD8_T_cells_CD80_CD86+_glandfront_GranzymeB', 'CD8_T_cells_CD80_CD86+_glandfront_Ki67', 'CD4_T_cells_CD11b+_glandfront_PR', 'CD4_T_cells_CD11b+_glandfront_GranzymeB', 'CD8_T_cells_CD11b+_stromal_GranzymeB', 'Stroma_mesenchymal_glandfront_GranzymeB', 'Stroma_vascular_endothelium_glandfront_ERa', 'Stroma_vascular_endothelium_glandfront_PR', 'Stroma_vascular_endothelium_glandfront_GranzymeB', 'Stroma_vascular_endothelium_glandfront_HLA-DR', 'Stroma_fibroblast_stromal_GranzymeB', 'NK_cells_CD56brCD16-_glandfront_TIM3', 'NK_cells_CD56brCD16-_stromal_GranzymeB', 'NK_cells_CD56brCD16-_stromal_TIM3', 'NK_cells_CD56dimCD16+_glandfront_Ki67', 'NK_cells_CD56dimCD16+_glandfront_TIM3', 'NK_cells_CD56dimCD16+_stromal_HLA-DR', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_GranzymeB', 'NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'NK_cells_CD56brCD16-TIM3hi_glandfront_Ki67', 'NK_cells_CD56brCD16-TIM3hi_stromal_GranzymeB', 'NK_cells_CD56dimCD16+CD9hi_glandfront_pP38', 'NK_cells_CD56dimCD16+CD9hi_stromal_GranzymeB', 'NK_cells_CD56dimCD16+CD9hi_stromal_Ki67', 'NK_cells_CD56brCD16-CD9hi_glandfront_PR', 'NK_cells_CD56brCD16-CD9hi_glandfront_pP38', 'NK_cells_CD56brCD16-CD9hi_glandfront_Ki67', 'NK_cells_CD56brCD16-CD9hi_glandfront_TIM3', 'Macrophages_M1-like_glandfront_HLA-DR', 'Macrophages_M1-like_stromal_GranzymeB', 'Macrophages_M2-like_glandfront_PR', 'Macrophages_M2-like_glandfront_HLA-DR', 'Macrophages_M1_M2_glandfront_GranzymeB', 'Macrophages_M1_M2_stromal_pP38', 'Macrophages_M1_M2_stromal_GranzymeB', 'Macrophages_MDSC_glandfront_GranzymeB', 'Macrophages_MDSC_glandfront_HLA-DR', 'Dendritic_Cells_CD86+_glandfront_VEGF', 'Dendritic_Cells_CD86+_glandfront_GranzymeB', 'Dendritic_Cells_CD86+_glandfront_Ki67', 'Dendritic_Cells_CD86+_glandfront_HLA-DR', 'Dendritic_Cells_CD86+_stromal_ERa', 'Dendritic_Cells_CD86+_stromal_PR', 'Dendritic_Cells_CD86+_stromal_pP38', 'Dendritic_Cells_CD33+_glandfront_pP38', 'Dendritic_Cells_CD33+_glandfront_Ki67', 'Dendritic_Cells_CD33+_stromal_ERa', 'Dendritic_Cells_CD33+_stromal_GranzymeB', 'Dendritic_Cells_CD209CD86dp_glandfront_Ki67', 'Dendritic_Cells_CD209CD86dp_glandfront_HLA-DR', 'Dendritic_Cells_CD209CD86dp_stromal_VEGF', 'Dendritic_Cells_CD209CD86dp_stromal_GranzymeB', 'Dendritic_Cells_CD209CD86dp_stromal_Ki67', 'Dendritic_Cells_CD209CD86dp_stromal_HLA-DR', 'Dendritic_Cells_CD209CD33dp_glandfront_ERa', 'Dendritic_Cells_CD209CD33dp_glandfront_GranzymeB', 'Dendritic_Cells_CD86CD33dp_glandfront_ERa', 'Dendritic_Cells_CD86CD33dp_glandfront_GranzymeB', 'Dendritic_Cells_CD86CD33dp_glandfront_HLA-DR', 'Dendritic_Cells_CD86CD33dp_stromal_Ki67', 'Neutrophils_glandfront_PR', 'Neutrophils_glandfront_Ki67', 'Neutrophils_stromal_ERa', 'NKT_glandfront_pP38', 'NKT_glandfront_GranzymeB', 'NKT_glandfront_TIM3', 'aSMA-br_mesenchymal_glandfront_GranzymeB', 'aSMA-br_mesenchymal_stromal_GranzymeB', 'aSMA-br_mesenchymal_stromal_Ki67', 'aSMA-br_vascular_endothelium_glandfront_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_glandfront_HLA-DR', 'Gland_glandular_epithelium_intragland_Ki67', 'Gland_glandular_epithelium_intragland_HLA-DR', 'Gland_mesenchymal_intragland_Ki67', 'Gland_mesenchymal_stromal_HLA-DR', 'Gland_fibroblast_intragland_VEGF', 'Gland_fibroblast_intragland_TIM3', 'Gland_fibroblast_intragland_HLA-DR', 'Gland_vascular_endothelium_stromal_GranzymeB', 'NA_glandfront_ERa', 'NA_glandfront_PR', 'NA_glandfront_GranzymeB', 'NA_glandfront_Ki67', 'NA_glandfront_TIM3', 'NA_stromal_HLA-DR']",108
Fold 13,"['Dendritic_Cells_CD209CD33dp_glandfront_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_intragland_Ki67']",3
Fold 14,"['CD8_T_cells_FoxP3+_glandfront_PR', 'CD8_T_cells_FoxP3+_stromal_pP38', 'CD8_T_cells_HLA-DR+_glandfront_ERa', 'CD8_T_cells_HLA-DR+_glandfront_VEGF', 'CD8_T_cells_HLA-DR+_stromal_VEGF', 'CD8_T_cells_HLA-DR+_stromal_Ki67', 'CD8_T_cells_HLA-DR+_stromal_TIM3', 'CD4_T_cells_CD80_CD86+_glandfront_VEGF', 'CD8_T_cells_CD80_CD86+_glandfront_VEGF', 'CD8_T_cells_CD80_CD86+_glandfront_Ki67', 'CD8_T_cells_CD11b+_glandfront_Ki67', 'Stroma_vascular_endothelium_glandfront_PR', 'Stroma_vascular_endothelium_glandfront_GranzymeB', 'Stroma_vascular_endothelium_glandfront_HLA-DR', 'NK_cells_CD56brCD16-_stromal_GranzymeB', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_GranzymeB', 'NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'NK_cells_CD56brCD16-CD9hi_glandfront_pP38', 'Macrophages_M1-like_glandfront_HLA-DR', 'Macrophages_M1_M2_glandfront_GranzymeB', 'Macrophages_M1_M2_glandfront_Ki67', 'Macrophages_MDSC_glandfront_GranzymeB', 'Dendritic_Cells_CD86+_glandfront_GranzymeB', 'Dendritic_Cells_CD86+_glandfront_Ki67', 'Dendritic_Cells_CD86+_glandfront_HLA-DR', 'Dendritic_Cells_CD33+_glandfront_Ki67', 'Dendritic_Cells_CD33+_stromal_ERa', 'Dendritic_Cells_CD33+_stromal_Ki67', 'Dendritic_Cells_CD209CD33dp_glandfront_GranzymeB', 'Dendritic_Cells_CD86CD33dp_glandfront_ERa', 'Dendritic_Cells_CD86CD33dp_stromal_Ki67', 'NKT_glandfront_VEGF', 'NKT_glandfront_GranzymeB', 'aSMA-br_mesenchymal_glandfront_GranzymeB', 'aSMA-br_mesenchymal_stromal_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_intragland_Ki67', 'Gland_glandular_epithelium_intragland_HLA-DR', 'Gland_mesenchymal_intragland_Ki67', 'Gland_mesenchymal_stromal_GranzymeB', 'Gland_mesenchymal_stromal_HLA-DR', 'Gland_vascular_endothelium_stromal_GranzymeB']",42
Fold 15,"['CD8_T_cells_HLA-DR+_glandfront_Ki67', 'CD8_T_cells_CD80_CD86+_glandfront_Ki67', 'Dendritic_Cells_CD86+_stromal_GranzymeB', 'Dendritic_Cells_CD209CD33dp_glandfront_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_intragland_Ki67', 'Gland_mesenchymal_intragland_Ki67']",7
Fold 16,"['CD8_T_cells_HLA-DR+_glandfront_ERa', 'Dendritic_Cells_CD209CD33dp_glandfront_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_intragland_Ki67']",4
Fold 17,"['Gland_glandular_epithelium_glandfront_Ki67', 'NA_glandfront_Ki67']",2
Fold 18,"['CD8_T_cells_FoxP3+_glandfront_HLA-DR', 'CD8_T_cells_HLA-DR+_glandfront_ERa', 'CD8_T_cells_CD80_CD86+_glandfront_Ki67', 'CD4_T_cells_CD11b+_stromal_GranzymeB', 'Stroma_vascular_endothelium_glandfront_Ki67', 'Macrophages_M1_M2_stromal_VEGF', 'Macrophages_MDSC_glandfront_HLA-DR', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_intragland_HLA-DR', 'Gland_fibroblast_intragland_TIM3', 'NA_glandfront_Ki67']",11
Fold 19,"['CD8_T_cells_HLA-DR+_glandfront_ERa', 'CD8_T_cells_HLA-DR+_glandfront_Ki67', 'CD8_T_cells_CD80_CD86+_glandfront_Ki67', 'Dendritic_Cells_CD33+_stromal_GranzymeB', 'Dendritic_Cells_CD209CD86dp_glandfront_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_intragland_HLA-DR', 'Gland_mesenchymal_intragland_Ki67']",8
Fold 20,"['CD8_T_cells_HLA-DR+_glandfront_Ki67', 'CD8_T_cells_CD80_CD86+_glandfront_Ki67', 'Dendritic_Cells_CD209CD33dp_glandfront_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_mesenchymal_intragland_Ki67']",5
Fold 21,"['CD8_T_cells_FoxP3+_stromal_HLA-DR', 'CD8_T_cells_HLA-DR+_glandfront_Ki67', 'NK_cells_CD56brCD16-_stromal_GranzymeB', 'Macrophages_M1-like_stromal_GranzymeB', 'Macrophages_M1_M2_stromal_GranzymeB', 'Dendritic_Cells_CD209CD33dp_glandfront_GranzymeB', 'aSMA-br_mesenchymal_stromal_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_intragland_Ki67']",9
Fold 22,"['CD8_T_cells_FoxP3+_stromal_HLA-DR', 'CD8_T_cells_HLA-DR+_glandfront_ERa', 'CD8_T_cells_CD80_CD86+_glandfront_Ki67', 'Dendritic_Cells_CD209CD33dp_glandfront_GranzymeB', 'NKT_glandfront_pP38', 'NKT_glandfront_Ki67', 'aSMA-br_mesenchymal_stromal_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_intragland_Ki67', 'Gland_glandular_epithelium_intragland_HLA-DR']",10
Fold 23,"['CD4_T_cells_CD11b+_stromal_GranzymeB', 'Dendritic_Cells_CD209CD33dp_glandfront_GranzymeB', 'aSMA-br_vascular_endothelium_glandfront_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_intragland_Ki67', 'Gland_glandular_epithelium_intragland_HLA-DR', 'Gland_fibroblast_intragland_ERa', 'NA_glandfront_Ki67']",8
Fold 24,"['CD4_T_cells_FoxP3+_glandfront_TIM3', 'CD4_T_cells_FoxP3+_stromal_ERa', 'CD4_T_cells_FoxP3+_stromal_Ki67', 'CD8_T_cells_FoxP3+_glandfront_ERa', 'CD8_T_cells_FoxP3+_glandfront_pP38', 'CD8_T_cells_FoxP3+_glandfront_HLA-DR', 'CD8_T_cells_FoxP3+_stromal_ERa', 'CD8_T_cells_FoxP3+_stromal_pP38', 'CD8_T_cells_FoxP3+_stromal_TIM3', 'CD8_T_cells_FoxP3+_stromal_HLA-DR', 'CD4_T_cells_HLA-DR+_glandfront_ERa', 'CD4_T_cells_HLA-DR+_glandfront_GranzymeB', 'CD4_T_cells_HLA-DR+_glandfront_Ki67', 'CD4_T_cells_HLA-DR+_stromal_GranzymeB', 'CD4_T_cells_HLA-DR+_stromal_Ki67', 'CD8_T_cells_HLA-DR+_glandfront_ERa', 'CD8_T_cells_HLA-DR+_glandfront_GranzymeB', 'CD8_T_cells_HLA-DR+_glandfront_HLA-DR', 'CD8_T_cells_HLA-DR+_stromal_Ki67', 'CD8_T_cells_HLA-DR+_stromal_TIM3', 'CD8_T_cells_HLA-DR+_stromal_HLA-DR', 'CD4_T_cells_CD80_CD86+_glandfront_VEGF', 'CD4_T_cells_CD80_CD86+_glandfront_Ki67', 'CD4_T_cells_CD80_CD86+_stromal_Ki67', 'CD4_T_cells_CD80_CD86+_stromal_HLA-DR', 'CD8_T_cells_CD80_CD86+_glandfront_VEGF', 'CD8_T_cells_CD80_CD86+_glandfront_GranzymeB', 'CD8_T_cells_CD80_CD86+_glandfront_Ki67', 'CD8_T_cells_CD80_CD86+_glandfront_HLA-DR', 'CD4_T_cells_CD11b+_glandfront_GranzymeB', 'CD4_T_cells_CD11b+_stromal_GranzymeB', 'CD8_T_cells_CD11b+_glandfront_PR', 'CD8_T_cells_CD11b+_glandfront_pP38', 'CD8_T_cells_CD11b+_stromal_ERa', 'CD8_T_cells_CD11b+_stromal_GranzymeB', 'CD8_T_cells_CD11b+_stromal_TIM3', 'CD8_T_cells_CD11b+_stromal_HLA-DR', 'Stroma_vascular_endothelium_glandfront_ERa', 'Stroma_vascular_endothelium_glandfront_GranzymeB', 'Stroma_vascular_endothelium_glandfront_HLA-DR', 'Stroma_vascular_endothelium_stromal_GranzymeB', 'Stroma_fibroblast_stromal_GranzymeB', 'NK_cells_CD56brCD16-_glandfront_PR', 'NK_cells_CD56brCD16-_glandfront_Ki67', 'NK_cells_CD56brCD16-_stromal_GranzymeB', 'NK_cells_CD56brCD16-_stromal_TIM3', 'NK_cells_CD56dimCD16+_glandfront_Ki67', 'NK_cells_CD56dimCD16+_glandfront_TIM3', 'NK_cells_CD56dimCD16+_stromal_Ki67', 'NK_cells_CD56dimCD16+_stromal_TIM3', 'NK_cells_CD56dimCD16+_stromal_HLA-DR', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_GranzymeB', 'NK_cells_CD56brCD16-TIM3hi_glandfront_ERa', 'NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'NK_cells_CD56brCD16-TIM3hi_glandfront_GranzymeB', 'NK_cells_CD56brCD16-TIM3hi_glandfront_Ki67', 'NK_cells_CD56brCD16-TIM3hi_stromal_GranzymeB', 'NK_cells_CD56brCD16-CD9hi_glandfront_Ki67', 'NK_cells_CD56brCD16-CD9hi_glandfront_TIM3', 'NK_cells_CD56brCD16-CD9hi_stromal_GranzymeB', 'Macrophages_M1-like_glandfront_ERa', 'Macrophages_M1-like_glandfront_TIM3', 'Macrophages_M1-like_stromal_GranzymeB', 'Macrophages_M2-like_glandfront_ERa', 'Macrophages_M2-like_glandfront_PR', 'Macrophages_M2-like_glandfront_HLA-DR', 'Macrophages_M1_M2_glandfront_GranzymeB', 'Macrophages_M1_M2_glandfront_Ki67', 'Macrophages_M1_M2_stromal_ERa', 'Macrophages_M1_M2_stromal_GranzymeB', 'Macrophages_MDSC_glandfront_pP38', 'Macrophages_MDSC_glandfront_GranzymeB', 'Macrophages_MDSC_glandfront_HLA-DR', 'Dendritic_Cells_CD86+_glandfront_ERa', 'Dendritic_Cells_CD86+_glandfront_GranzymeB', 'Dendritic_Cells_CD86+_glandfront_Ki67', 'Dendritic_Cells_CD86+_stromal_ERa', 'Dendritic_Cells_CD86+_stromal_pP38', 'Dendritic_Cells_CD86+_stromal_Ki67', 'Dendritic_Cells_CD33+_glandfront_ERa', 'Dendritic_Cells_CD33+_glandfront_GranzymeB', 'Dendritic_Cells_CD33+_glandfront_Ki67', 'Dendritic_Cells_CD33+_stromal_ERa', 'Dendritic_Cells_CD33+_stromal_GranzymeB', 'Dendritic_Cells_CD209CD86dp_glandfront_GranzymeB', 'Dendritic_Cells_CD209CD86dp_stromal_GranzymeB', 'Dendritic_Cells_CD209CD86dp_stromal_Ki67', 'Dendritic_Cells_CD209CD33dp_glandfront_ERa', 'Dendritic_Cells_CD209CD33dp_glandfront_GranzymeB', 'Dendritic_Cells_CD209CD33dp_stromal_Ki67', 'Dendritic_Cells_CD86CD33dp_glandfront_ERa', 'Dendritic_Cells_CD86CD33dp_glandfront_GranzymeB', 'Dendritic_Cells_CD86CD33dp_stromal_GranzymeB', 'Dendritic_Cells_CD86CD33dp_stromal_Ki67', 'Neutrophils_glandfront_ERa', 'Neutrophils_glandfront_PR', 'Neutrophils_stromal_ERa', 'NKT_glandfront_GranzymeB', 'NKT_glandfront_Ki67', 'NKT_glandfront_TIM3', 'aSMA-br_fibroblast_glandfront_HLA-DR', 'aSMA-br_mesenchymal_glandfront_GranzymeB', 'aSMA-br_mesenchymal_stromal_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_intragland_Ki67', 'Gland_mesenchymal_intragland_ERa', 'Gland_mesenchymal_intragland_VEGF', 'Gland_mesenchymal_stromal_GranzymeB', 'Gland_fibroblast_intragland_pP38', 'Gland_fibroblast_intragland_Ki67', 'Gland_fibroblast_intragland_TIM3', 'Gland_fibroblast_intragland_HLA-DR', 'Gland_fibroblast_stromal_PR', 'Gland_vascular_endothelium_glandfront_pP38', 'Gland_vascular_endothelium_glandfront_GranzymeB', 'Gland_vascular_endothelium_stromal_PR', 'Gland_vascular_endothelium_stromal_GranzymeB', 'Gland_vascular_endothelium_stromal_Ki67', 'NA_glandfront_ERa', 'NA_glandfront_PR', 'NA_glandfront_GranzymeB', 'NA_glandfront_Ki67', 'NA_stromal_Ki67', 'NA_stromal_TIM3', 'NA_stromal_HLA-DR']",125
Fold 25,"['CD8_T_cells_FoxP3+_stromal_HLA-DR', 'CD8_T_cells_HLA-DR+_glandfront_ERa', 'CD8_T_cells_HLA-DR+_glandfront_Ki67', 'Stroma_vascular_endothelium_glandfront_Ki67', 'NK_cells_CD56brCD16-_stromal_GranzymeB', 'NK_cells_CD56brCD16-CD9hi_glandfront_pP38', 'NK_cells_CD56brCD16-CD9hi_stromal_HLA-DR', 'Macrophages_M1_M2_stromal_GranzymeB', 'Dendritic_Cells_CD33+_stromal_ERa', 'Dendritic_Cells_CD209CD33dp_glandfront_GranzymeB', 'NKT_glandfront_pP38', 'NKT_glandfront_Ki67', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_glandular_epithelium_intragland_Ki67', 'Gland_fibroblast_intragland_ERa', 'NA_glandfront_Ki67']",16
Fold 26,"['Stroma_vascular_endothelium_glandfront_GranzymeB', 'Gland_glandular_epithelium_glandfront_Ki67', 'Gland_vascular_endothelium_stromal_GranzymeB', 'NA_glandfront_Ki67']",4
