,Threshold,min FDP+
Fold n°1,0.19,0.3333333333333333
Fold n°2,0.29000000000000004,0.5
Fold n°3,0.21000000000000002,0.8
Fold n°4,0.34,1.0
Fold n°5,0.12,0.6875
Fold n°6,0.25,0.3333333333333333
Fold n°7,0.2,0.16666666666666666
Fold n°8,0.12,0.75
Fold n°9,0.28,0.5
Fold n°10,0.18000000000000002,0.25
Fold n°11,0.11,0.8666666666666667
Fold n°12,0.06999999999999999,0.967741935483871
Fold n°13,0.25,0.6666666666666666
Fold n°14,0.32,1.0
Fold n°15,0.26,0.5
Fold n°16,0.02,1.0
Fold n°17,0.03,0.8444444444444444
Fold n°18,0.03,0.8505747126436781
Fold n°19,0.22,0.5
Fold n°20,0.05,0.8113207547169812
Fold n°21,0.26,0.6666666666666666
Fold n°22,0.19,0.2
Fold n°23,0.13,0.875
Fold n°24,0.27,0.5
Fold n°25,0.32,0.5
Fold n°26,0.26,0.5
Fold n°27,0.25,0.6666666666666666
Fold n°28,0.23,0.4
Fold n°29,0.17,0.5714285714285714
Fold n°30,0.18000000000000002,0.5714285714285714
Fold n°31,0.18000000000000002,0.25
Fold n°32,0.09,0.7727272727272727
Fold n°33,0.25,0.5
Fold n°34,0.21000000000000002,0.42857142857142855
Fold n°35,0.09,0.7
Fold n°36,0.09999999999999999,0.8
Fold n°37,0.05,0.6923076923076923
Fold n°38,0.06999999999999999,0.8823529411764706
Fold n°39,0.23,0.5
Fold n°40,0.09999999999999999,0.5416666666666666
Fold n°41,0.09999999999999999,0.5652173913043478
Fold n°42,0.16,0.5
Fold n°43,0.23,0.6
Fold n°44,0.18000000000000002,0.5714285714285714
Fold n°45,0.060000000000000005,0.8918918918918919
Fold n°46,0.23,0.5
Fold n°47,0.22,0.3333333333333333
Fold n°48,0.24000000000000002,0.3333333333333333
Fold n°49,0.12,0.7368421052631579
Fold n°50,0.23,0.25
Fold n°51,0.15000000000000002,0.3333333333333333
Fold n°52,0.19,0.375
Fold n°53,0.18000000000000002,0.5
Fold n°54,0.03,0.9021739130434783
Fold n°55,0.12,0.5625
Fold n°56,0.28,0.5
Fold n°57,0.22,0.2
Fold n°58,0.31,0.3333333333333333
Fold n°59,0.17,0.5555555555555556
Fold n°60,0.04,0.9558823529411765
Fold n°61,0.14,0.75
Fold n°62,0.13,0.4666666666666667
Fold n°63,0.3,1.0
Fold n°64,0.56,1.0
Fold n°65,0.25,0.6666666666666666
Fold n°66,0.02,0.9636363636363636
Fold n°67,0.24000000000000002,0.3333333333333333
Fold n°68,0.21000000000000002,0.4
Fold n°69,0.16,0.8
Fold n°70,0.08,0.7692307692307693
Fold n°71,0.12,0.6
Fold n°72,0.16,0.7777777777777778
Fold n°73,0.26,0.3333333333333333
Fold n°74,0.13,0.6153846153846154
Fold n°75,0.3,0.5
Fold n°76,0.18000000000000002,0.75
Fold n°77,0.2,0.4444444444444444
Fold n°78,0.06999999999999999,0.9722222222222222
Fold n°79,0.23,0.25
Fold n°80,0.060000000000000005,0.95
Fold n°81,0.12,0.6842105263157895
Fold n°82,0.18000000000000002,1.0
Fold n°83,0.19,0.25
Fold n°84,0.13,0.5882352941176471
Fold n°85,0.16,0.6666666666666666
Fold n°86,0.2,0.6666666666666666
Fold n°87,0.04,0.84375
Fold n°88,0.09999999999999999,0.5
Fold n°89,0.22,0.3333333333333333
Fold n°90,0.23,0.25
Fold n°91,0.16,0.38461538461538464
Fold n°92,0.28,0.3333333333333333
Fold n°93,0.15000000000000002,0.4444444444444444
Fold n°94,0.13,0.8
Fold n°95,0.12,0.625
Fold n°96,0.12,0.5333333333333333
Fold n°97,0.04,0.875
Fold n°98,0.03,0.8837209302325582
Fold n°99,0.24000000000000002,0.2
Fold n°100,0.2,0.4
