,Max Proba
artificial.137,0.20692840218544006
artificial.152,0.1948603391647339
artificial.171,0.13482117652893066
artificial.20,0.11724192649126053
artificial.72,0.10470761358737946
artificial.70,0.09936323016881943
artificial.103,0.09825458377599716
artificial.164,0.09513132274150848
artificial.124,0.08733566850423813
artificial.1,0.06688535213470459
artificial.100,0.06466139107942581
artificial.69,0.06042381003499031
artificial.107,0.05639834329485893
artificial.56,0.053521182388067245
artificial.78,0.04588935151696205
artificial.191,0.0437607578933239
artificial.185,0.041866812855005264
artificial.10,0.03738313540816307
artificial.156,0.03677044436335564
artificial.44,0.03598642721772194
artificial.48,0.03494745492935181
artificial.93,0.03480400890111923
artificial.35,0.03448593616485596
artificial.21,0.03319132328033447
artificial.102,0.03125802427530289
artificial.155,0.030840374529361725
artificial.150,0.030612580478191376
artificial.75,0.029774995520710945
artificial.98,0.028898058459162712
artificial.157,0.028477834537625313
artificial.120,0.028323186561465263
artificial.43,0.0272824764251709
artificial.193,0.02614394947886467
artificial.144,0.024594496935606003
artificial.50,0.023736149072647095
artificial.63,0.023416299372911453
artificial.14,0.02334626205265522
artificial.148,0.0232391394674778
artificial.5,0.022811898961663246
artificial.113,0.02260902337729931
artificial.151,0.022384606301784515
artificial.57,0.02204444818198681
artificial.87,0.02150030806660652
artificial.166,0.02115696296095848
artificial.15,0.02076862007379532
artificial.169,0.019725235179066658
artificial.25,0.01957234926521778
artificial.167,0.019135670736432076
artificial.38,0.01796954870223999
artificial.153,0.01766224205493927
artificial.59,0.01699443906545639
artificial.170,0.0169147290289402
artificial.16,0.01612543873488903
artificial.90,0.015779592096805573
artificial.181,0.015472744591534138
artificial.89,0.015158775262534618
artificial.11,0.01466429978609085
artificial.84,0.014184956438839436
artificial.73,0.014004905708134174
artificial.142,0.013935919851064682
artificial.47,0.013890814036130905
artificial.52,0.01364902313798666
artificial.110,0.013476785272359848
artificial.82,0.01294059120118618
artificial.127,0.012804503552615643
artificial.95,0.0127262556925416
artificial.6,0.01227400079369545
artificial.129,0.011683034710586071
artificial.115,0.011674505658447742
artificial.173,0.011649856343865395
artificial.2,0.011612074449658394
artificial.23,0.01148605439811945
artificial.3,0.011343365535140038
artificial.118,0.011211596429347992
artificial.8,0.011193063110113144
artificial.108,0.010761814191937447
artificial.39,0.010663913562893867
artificial.64,0.010477293282747269
artificial.40,0.010336888954043388
artificial.88,0.01032633800059557
artificial.131,0.01028984971344471
artificial.138,0.010098406113684177
artificial.119,0.009990919381380081
artificial.182,0.009934978559613228
artificial.60,0.00979901198297739
artificial.109,0.009748872369527817
artificial.12,0.009082919918000698
artificial.7,0.009060201235115528
artificial.105,0.008957475423812866
artificial.111,0.008692104369401932
artificial.198,0.00862838327884674
artificial.55,0.00856875255703926
artificial.178,0.00856402050703764
artificial.65,0.008523506112396717
artificial.49,0.0083678113296628
artificial.187,0.008356457576155663
artificial.134,0.008318536914885044
artificial.159,0.008159367367625237
artificial.66,0.007780573330819607
artificial.92,0.007577686104923487
artificial.163,0.007318404968827963
artificial.18,0.007270357571542263
artificial.45,0.007246535271406174
artificial.189,0.007168089505285025
artificial.114,0.007147665601223707
artificial.180,0.007096653804183006
artificial.179,0.007032060530036688
artificial.139,0.006999199744313955
artificial.81,0.0069055091589689255
artificial.106,0.006805061362683773
artificial.9,0.006549339275807142
artificial.74,0.00652959244325757
artificial.145,0.00652183685451746
artificial.85,0.00645582377910614
artificial.146,0.006382538937032223
artificial.51,0.0063084810972213745
artificial.174,0.0062677450478076935
artificial.130,0.006256307940930128
artificial.177,0.006255884189158678
artificial.99,0.006252304185181856
artificial.26,0.006193072535097599
artificial.31,0.006132115144282579
artificial.123,0.006096298806369305
artificial.28,0.005958103109151125
artificial.42,0.005852133966982365
artificial.36,0.005791898816823959
artificial.161,0.005762673448771238
artificial.22,0.00569959869608283
artificial.27,0.005648399703204632
artificial.61,0.005623107310384512
artificial.101,0.005599922966212034
artificial.116,0.005434234626591206
artificial.80,0.005393540486693382
artificial.197,0.005341856740415096
artificial.128,0.0051841335371136665
artificial.183,0.005160850007086992
artificial.58,0.005112087819725275
artificial.158,0.004933811724185944
artificial.175,0.004889349918812513
artificial.194,0.004887607414275408
artificial.135,0.004823901690542698
artificial.86,0.004767365753650665
artificial.125,0.004764421842992306
artificial.162,0.004753956105560064
artificial.186,0.0047309002839028835
artificial.37,0.004652061033993959
artificial.94,0.00460838433355093
artificial.76,0.004558054730296135
artificial.176,0.004413797985762358
artificial.160,0.0044116852805018425
artificial.24,0.00439901277422905
artificial.67,0.004324149340391159
artificial.29,0.00420601200312376
artificial.132,0.004189774394035339
artificial.41,0.00416478281840682
artificial.126,0.004043221473693848
artificial.4,0.00398678844794631
artificial.192,0.003938617184758186
artificial.77,0.003907736856490374
artificial.71,0.0037256821524351835
artificial.196,0.003519130637869239
artificial.136,0.003496610326692462
artificial.83,0.0034962899517267942
artificial.121,0.0034630498848855495
artificial.53,0.0033196229487657547
artificial.117,0.0033043725416064262
artificial.140,0.0032435054890811443
artificial.165,0.003214059630408883
artificial.147,0.0031170127913355827
artificial.188,0.0030905629973858595
artificial.96,0.0030104422476142645
artificial.32,0.0030070499051362276
artificial.34,0.0029405669774860144
artificial.133,0.002888822229579091
artificial.184,0.002866139868274331
artificial.46,0.0028305870946496725
artificial.141,0.002761858282610774
artificial.143,0.0027456346433609724
artificial.112,0.0027112194802612066
artificial.104,0.002636902965605259
artificial.68,0.00260594068095088
artificial.154,0.002591999713331461
artificial.91,0.0025790606159716845
artificial.62,0.0024908152408897877
artificial.33,0.002449941588565707
artificial.190,0.0024180905893445015
artificial.122,0.002305572619661689
artificial.54,0.0021126391366124153
artificial.97,0.002072326373308897
artificial.30,0.0016477437457069755
artificial.195,0.0015761101385578513
artificial.17,0.0014442864339798689
artificial.79,0.0013496243627741933
artificial.13,0.0012476443080231547
artificial.19,0.0011644738260656595
artificial.168,0.001162472297437489
artificial.172,0.0011513608042150736
artificial.149,0.0010254718363285065
