,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.14,0.541,0.358,0.217,0.408,0.238,0.123,0.245,0.107,0.034,0.105,0.016,0.006,0.013,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.6,0.449,0.305,0.436,0.275,0.137,0.26,0.101,0.042,0.1,0.032,0.007,0.034,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.564,0.407,0.261,0.44,0.279,0.146,0.298,0.136,0.054,0.135,0.036,0.006,0.033,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.507,0.361,0.224,0.379,0.221,0.122,0.224,0.106,0.037,0.105,0.021,0.001,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.39,0.249,0.144,0.292,0.154,0.073,0.176,0.075,0.016,0.079,0.009,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.633,0.486,0.325,0.495,0.327,0.186,0.322,0.152,0.071,0.14,0.047,0.009,0.037,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.256,0.128,0.043,0.159,0.053,0.018,0.071,0.018,0.006,0.025,0.009,0.003,0.013,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.49,0.317,0.173,0.346,0.174,0.074,0.191,0.063,0.022,0.072,0.023,0.007,0.031,0.009,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.429,0.272,0.147,0.322,0.171,0.08,0.19,0.075,0.026,0.078,0.023,0.005,0.025,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.885,0.807,0.685,0.832,0.706,0.57,0.718,0.572,0.381,0.596,0.387,0.227,0.423,0.235,0.105,0.247,0.05,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.547,0.368,0.219,0.426,0.263,0.13,0.288,0.139,0.037,0.135,0.026,0.003,0.017,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.501,0.36,0.24,0.38,0.227,0.111,0.227,0.104,0.034,0.119,0.039,0.011,0.056,0.015,0.001,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.459,0.312,0.179,0.363,0.214,0.113,0.248,0.113,0.048,0.117,0.031,0.001,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.891,0.782,0.639,0.806,0.664,0.486,0.684,0.456,0.25,0.489,0.249,0.114,0.286,0.124,0.023,0.136,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.561,0.414,0.266,0.447,0.28,0.14,0.309,0.14,0.052,0.159,0.043,0.005,0.042,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.501,0.344,0.23,0.392,0.25,0.134,0.265,0.121,0.054,0.124,0.037,0.008,0.032,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.399,0.259,0.155,0.306,0.167,0.072,0.179,0.078,0.023,0.082,0.021,0.005,0.02,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.47,0.34,0.222,0.382,0.245,0.124,0.271,0.128,0.054,0.141,0.038,0.004,0.044,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.48,0.318,0.195,0.354,0.2,0.101,0.211,0.089,0.031,0.08,0.02,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.494,0.337,0.199,0.388,0.231,0.127,0.263,0.134,0.054,0.143,0.041,0.009,0.037,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.34,0.365,0.204,0.093,0.243,0.105,0.038,0.125,0.037,0.007,0.053,0.009,0.003,0.027,0.004,0.001,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.359,0.192,0.092,0.225,0.096,0.039,0.121,0.038,0.012,0.036,0.012,0.003,0.012,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.474,0.316,0.183,0.397,0.235,0.135,0.29,0.146,0.063,0.152,0.039,0.009,0.033,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.58,0.42,0.255,0.453,0.261,0.137,0.268,0.124,0.042,0.115,0.032,0.004,0.026,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.76,0.629,0.457,0.685,0.498,0.289,0.514,0.268,0.111,0.248,0.064,0.013,0.055,0.005,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.496,0.342,0.215,0.388,0.237,0.134,0.274,0.126,0.047,0.148,0.049,0.008,0.065,0.008,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.40,0.431,0.259,0.13,0.295,0.138,0.063,0.161,0.058,0.019,0.08,0.027,0.005,0.04,0.007,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.526,0.365,0.217,0.407,0.248,0.129,0.269,0.124,0.046,0.14,0.033,0.007,0.029,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.401,0.252,0.139,0.304,0.165,0.072,0.181,0.081,0.031,0.098,0.03,0.003,0.041,0.008,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.43,0.614,0.459,0.268,0.527,0.348,0.184,0.399,0.214,0.079,0.227,0.063,0.011,0.053,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.44,0.739,0.606,0.431,0.702,0.522,0.363,0.607,0.401,0.244,0.438,0.215,0.071,0.196,0.028,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.45,0.655,0.518,0.371,0.527,0.376,0.246,0.378,0.218,0.103,0.205,0.075,0.018,0.057,0.006,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.844,0.744,0.593,0.769,0.622,0.419,0.627,0.409,0.222,0.402,0.16,0.048,0.134,0.016,0.003,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.706,0.564,0.389,0.59,0.417,0.272,0.447,0.279,0.154,0.319,0.167,0.076,0.188,0.08,0.026,0.086,0.008,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.386,0.235,0.141,0.263,0.151,0.057,0.161,0.056,0.008,0.061,0.01,0.001,0.015,0.001,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.331,0.188,0.089,0.214,0.095,0.036,0.11,0.034,0.01,0.038,0.009,0.002,0.013,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.47,0.309,0.17,0.368,0.204,0.102,0.237,0.104,0.039,0.122,0.04,0.007,0.052,0.008,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.615,0.471,0.286,0.591,0.428,0.242,0.526,0.317,0.153,0.357,0.128,0.032,0.122,0.013,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.52,0.578,0.418,0.246,0.472,0.293,0.143,0.308,0.15,0.066,0.149,0.049,0.013,0.042,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.406,0.251,0.134,0.275,0.149,0.06,0.165,0.055,0.012,0.056,0.013,0.002,0.016,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.54,0.302,0.143,0.047,0.193,0.063,0.019,0.085,0.02,0.005,0.02,0.007,0.0,0.01,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.772,0.641,0.467,0.704,0.55,0.398,0.619,0.436,0.262,0.448,0.227,0.082,0.214,0.038,0.001,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.56,0.457,0.31,0.191,0.345,0.202,0.11,0.224,0.105,0.046,0.128,0.053,0.024,0.068,0.03,0.006,0.034,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.57,0.409,0.249,0.12,0.293,0.157,0.064,0.171,0.072,0.016,0.072,0.012,0.001,0.016,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.554,0.393,0.26,0.397,0.254,0.115,0.261,0.114,0.036,0.132,0.045,0.013,0.056,0.013,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.59,0.673,0.518,0.37,0.547,0.378,0.229,0.38,0.2,0.097,0.191,0.065,0.01,0.049,0.005,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.60,0.325,0.184,0.098,0.21,0.103,0.043,0.124,0.054,0.014,0.06,0.015,0.005,0.022,0.008,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.376,0.243,0.136,0.288,0.159,0.082,0.192,0.093,0.029,0.11,0.033,0.005,0.052,0.006,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.62,0.755,0.603,0.438,0.67,0.495,0.316,0.524,0.307,0.139,0.282,0.096,0.021,0.076,0.005,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.63,0.461,0.279,0.153,0.322,0.176,0.074,0.197,0.069,0.027,0.075,0.024,0.007,0.026,0.007,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.64,0.421,0.261,0.152,0.3,0.16,0.075,0.177,0.073,0.023,0.085,0.029,0.009,0.049,0.016,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.65,0.358,0.206,0.093,0.229,0.1,0.032,0.108,0.033,0.007,0.037,0.007,0.0,0.011,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.777,0.676,0.519,0.711,0.559,0.407,0.584,0.394,0.223,0.37,0.163,0.059,0.14,0.029,0.003,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.67,0.607,0.462,0.313,0.499,0.328,0.202,0.35,0.203,0.09,0.228,0.091,0.031,0.109,0.027,0.005,0.033,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.68,0.708,0.547,0.399,0.55,0.364,0.229,0.35,0.173,0.079,0.153,0.056,0.01,0.044,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.69,0.868,0.777,0.632,0.808,0.654,0.483,0.684,0.488,0.295,0.519,0.308,0.168,0.34,0.189,0.053,0.195,0.017,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.70,0.58,0.4,0.23,0.473,0.282,0.159,0.298,0.149,0.069,0.145,0.042,0.012,0.033,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.706,0.575,0.405,0.641,0.487,0.317,0.55,0.348,0.182,0.395,0.182,0.05,0.192,0.027,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.72,0.681,0.521,0.355,0.509,0.32,0.172,0.305,0.13,0.042,0.112,0.025,0.007,0.023,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.73,0.468,0.311,0.166,0.376,0.224,0.111,0.271,0.137,0.055,0.17,0.068,0.021,0.094,0.024,0.006,0.032,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.522,0.37,0.223,0.409,0.245,0.117,0.258,0.111,0.03,0.103,0.02,0.004,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.439,0.253,0.137,0.295,0.144,0.055,0.158,0.053,0.019,0.054,0.009,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.76,0.585,0.43,0.284,0.486,0.31,0.161,0.328,0.157,0.059,0.15,0.035,0.004,0.028,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.343,0.172,0.062,0.201,0.08,0.021,0.098,0.022,0.003,0.029,0.004,0.0,0.006,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.78,0.341,0.179,0.078,0.213,0.096,0.033,0.119,0.036,0.011,0.05,0.014,0.002,0.014,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.79,0.389,0.25,0.13,0.28,0.138,0.058,0.152,0.061,0.018,0.062,0.016,0.003,0.02,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.80,0.913,0.844,0.732,0.86,0.752,0.58,0.755,0.538,0.325,0.488,0.22,0.073,0.186,0.032,0.001,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.81,0.614,0.476,0.325,0.484,0.32,0.19,0.323,0.162,0.078,0.174,0.076,0.02,0.1,0.018,0.004,0.019,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.82,0.513,0.346,0.193,0.396,0.239,0.106,0.259,0.097,0.038,0.1,0.029,0.006,0.027,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.83,0.402,0.25,0.14,0.262,0.143,0.061,0.146,0.048,0.008,0.056,0.007,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.84,0.47,0.291,0.14,0.374,0.197,0.081,0.262,0.111,0.031,0.146,0.041,0.009,0.058,0.01,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.85,0.928,0.866,0.758,0.889,0.794,0.647,0.817,0.662,0.482,0.691,0.492,0.322,0.527,0.308,0.152,0.304,0.078,0.002,0.054,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.86,0.455,0.285,0.156,0.392,0.229,0.116,0.304,0.159,0.072,0.207,0.088,0.035,0.132,0.046,0.013,0.053,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.87,0.49,0.331,0.206,0.376,0.223,0.126,0.247,0.131,0.061,0.15,0.068,0.033,0.093,0.041,0.014,0.044,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.88,0.668,0.502,0.354,0.533,0.37,0.214,0.376,0.18,0.065,0.173,0.033,0.008,0.029,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.89,0.342,0.185,0.095,0.218,0.087,0.032,0.097,0.026,0.007,0.027,0.007,0.001,0.007,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.90,0.854,0.725,0.575,0.765,0.589,0.388,0.582,0.342,0.162,0.308,0.105,0.018,0.09,0.008,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.91,0.398,0.214,0.098,0.265,0.122,0.044,0.145,0.042,0.008,0.056,0.004,0.0,0.013,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.92,0.467,0.31,0.183,0.344,0.195,0.1,0.231,0.113,0.036,0.134,0.03,0.003,0.033,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.93,0.889,0.779,0.594,0.807,0.618,0.419,0.659,0.424,0.212,0.46,0.233,0.077,0.292,0.096,0.016,0.119,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.94,0.397,0.237,0.119,0.304,0.177,0.081,0.222,0.105,0.036,0.117,0.023,0.004,0.021,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.414,0.257,0.13,0.306,0.143,0.059,0.162,0.055,0.017,0.06,0.007,0.002,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
