,Fold selected features,Fold nb of features
Fold 0,"['CD4_T_cells_CD80_CD86+_stromal_GranzymeB', 'NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'NA_glandfront_Ki67']",3
Fold 1,[],0
Fold 2,[],0
Fold 3,[],0
Fold 4,[],0
Fold 5,[],0
Fold 6,['NK_cells_CD56brCD16-TIM3hi_glandfront_pP38'],1
Fold 7,['NA_glandfront_Ki67'],1
Fold 8,[],0
Fold 9,"['NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'Dendritic_Cells_CD86CD33dp_stromal_GranzymeB', 'NA_glandfront_Ki67']",3
Fold 10,[],0
Fold 11,[],0
Fold 12,[],0
Fold 13,[],0
Fold 14,[],0
Fold 15,[],0
Fold 16,[],0
Fold 17,[],0
Fold 18,[],0
Fold 19,[],0
Fold 20,[],0
Fold 21,[],0
Fold 22,[],0
Fold 23,[],0
Fold 24,"['CD4_T_cells_CD80_CD86+_stromal_GranzymeB', 'NA_glandfront_Ki67']",2
Fold 25,[],0
Fold 26,[],0
Fold 27,[],0
Fold 28,[],0
Fold 29,[],0
Fold 30,[],0
Fold 31,[],0
Fold 32,[],0
Fold 33,[],0
Fold 34,['NK_cells_CD56brCD16-TIM3hi_glandfront_pP38'],1
Fold 35,[],0
Fold 36,[],0
Fold 37,[],0
Fold 38,[],0
Fold 39,[],0
Fold 40,['NA_glandfront_Ki67'],1
Fold 41,[],0
Fold 42,[],0
Fold 43,[],0
Fold 44,[],0
Fold 45,[],0
Fold 46,[],0
Fold 47,"['NK_cells_CD56dimCD16+CD9hi_glandfront_GranzymeB', 'NKT_glandfront_Ki67', 'NA_glandfront_Ki67']",3
Fold 48,[],0
Fold 49,[],0
Fold 50,"['CD4_T_cells_CD11b+_stromal_Ki67', 'Stroma_fibroblast_glandfront_GranzymeB']",2
Fold 51,"['NK_cells_CD56dimCD16+CD9hi_glandfront_GranzymeB', 'Macrophages_M1_M2_glandfront_GranzymeB']",2
Fold 52,[],0
Fold 53,[],0
Fold 54,[],0
Fold 55,"['NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'Gland_vascular_endothelium_glandfront_VEGF']",2
Fold 56,[],0
Fold 57,[],0
Fold 58,[],0
Fold 59,"['Stroma_fibroblast_stromal_GranzymeB', 'Macrophages_M1_M2_stromal_GranzymeB', 'NA_glandfront_Ki67']",3
Fold 60,[],0
Fold 61,"['NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'NKT_glandfront_Ki67']",2
Fold 62,['CD4_T_cells_HLA-DR+_stromal_Ki67'],1
Fold 63,[],0
Fold 64,['NK_cells_CD56dimCD16+CD9hi_glandfront_GranzymeB'],1
Fold 65,[],0
Fold 66,[],0
Fold 67,[],0
Fold 68,[],0
Fold 69,[],0
Fold 70,[],0
Fold 71,[],0
Fold 72,[],0
Fold 73,[],0
Fold 74,[],0
Fold 75,[],0
Fold 76,['Gland_fibroblast_intragland_VEGF'],1
Fold 77,[],0
Fold 78,[],0
Fold 79,"['CD4_T_cells_CD80_CD86+_stromal_GranzymeB', 'NKT_glandfront_Ki67']",2
Fold 80,['NK_cells_CD56brCD16-TIM3hi_glandfront_pP38'],1
Fold 81,['NA_glandfront_Ki67'],1
Fold 82,"['Stroma_mesenchymal_glandfront_GranzymeB', 'Stroma_fibroblast_stromal_GranzymeB', 'NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'NK_cells_CD56dimCD16+CD9hi_glandfront_GranzymeB', 'Dendritic_Cells_CD86CD33dp_stromal_GranzymeB', 'NA_glandfront_Ki67']",6
Fold 83,[],0
Fold 84,"['CD4_T_cells_CD80_CD86+_stromal_GranzymeB', 'Macrophages_M1-like_glandfront_GranzymeB', 'aSMA-br_vascular_endothelium_stromal_Ki67']",3
Fold 85,"['CD4_T_cells_CD80_CD86+_stromal_GranzymeB', 'NA_glandfront_Ki67']",2
Fold 86,"['NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'Macrophages_M1_M2_glandfront_pP38', 'NKT_glandfront_Ki67', 'Gland_mesenchymal_glandfront_VEGF', 'NA_glandfront_Ki67']",5
Fold 87,[],0
Fold 88,[],0
Fold 89,"['CD8_T_cells_HLA-DR+_stromal_GranzymeB', 'CD4_T_cells_CD80_CD86+_stromal_GranzymeB', 'Macrophages_M1-like_glandfront_TIM3', 'NKT_glandfront_Ki67', 'NA_glandfront_Ki67']",5
Fold 90,[],0
Fold 91,[],0
Fold 92,[],0
Fold 93,"['Stroma_fibroblast_stromal_GranzymeB', 'NKT_glandfront_Ki67', 'NA_glandfront_Ki67']",3
Fold 94,[],0
Fold 95,['NA_glandfront_Ki67'],1
Fold 96,"['Stroma_fibroblast_stromal_GranzymeB', 'NK_cells_CD56dimCD16+CD9hi_glandfront_GranzymeB']",2
Fold 97,[],0
Fold 98,"['Stroma_fibroblast_stromal_GranzymeB', 'NA_glandfront_Ki67']",2
Fold 99,[],0
