,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.96,0.593,0.436,0.3,0.455,0.286,0.164,0.281,0.126,0.042,0.111,0.017,0.002,0.014,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.97,0.473,0.29,0.154,0.358,0.186,0.071,0.204,0.068,0.011,0.056,0.005,0.001,0.004,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.98,0.482,0.312,0.203,0.339,0.185,0.082,0.194,0.065,0.016,0.073,0.012,0.001,0.012,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.99,0.437,0.296,0.231,0.307,0.172,0.101,0.164,0.065,0.018,0.056,0.006,0.001,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.100,0.606,0.461,0.289,0.498,0.337,0.178,0.348,0.164,0.05,0.15,0.039,0.003,0.037,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.101,0.379,0.193,0.091,0.255,0.107,0.034,0.125,0.04,0.007,0.045,0.01,0.001,0.014,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.102,0.243,0.116,0.05,0.145,0.051,0.012,0.064,0.022,0.004,0.031,0.01,0.001,0.017,0.003,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.103,0.295,0.156,0.065,0.194,0.08,0.025,0.093,0.03,0.008,0.042,0.008,0.001,0.018,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.104,0.29,0.153,0.072,0.179,0.088,0.039,0.117,0.045,0.015,0.066,0.022,0.009,0.036,0.011,0.003,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.105,0.395,0.226,0.103,0.277,0.132,0.058,0.167,0.07,0.029,0.093,0.039,0.013,0.058,0.024,0.005,0.032,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.106,0.397,0.261,0.154,0.292,0.15,0.069,0.155,0.062,0.018,0.065,0.01,0.001,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.107,0.361,0.227,0.119,0.276,0.149,0.069,0.179,0.086,0.025,0.11,0.038,0.007,0.064,0.024,0.002,0.035,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.108,0.367,0.187,0.063,0.23,0.074,0.015,0.08,0.011,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.109,0.562,0.412,0.281,0.439,0.289,0.167,0.285,0.131,0.049,0.116,0.02,0.004,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.110,0.68,0.554,0.391,0.592,0.424,0.256,0.457,0.277,0.163,0.314,0.185,0.09,0.214,0.083,0.026,0.094,0.009,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.111,0.522,0.381,0.221,0.409,0.243,0.116,0.281,0.131,0.047,0.17,0.051,0.014,0.085,0.019,0.006,0.024,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.112,0.887,0.808,0.689,0.847,0.716,0.557,0.751,0.573,0.379,0.622,0.385,0.173,0.44,0.168,0.045,0.175,0.014,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.113,0.81,0.696,0.511,0.744,0.59,0.384,0.617,0.395,0.195,0.385,0.161,0.061,0.149,0.029,0.002,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.114,0.448,0.303,0.193,0.34,0.193,0.117,0.209,0.094,0.037,0.084,0.019,0.002,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.115,0.391,0.249,0.153,0.293,0.153,0.084,0.176,0.088,0.043,0.099,0.049,0.013,0.06,0.016,0.003,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.116,0.484,0.35,0.217,0.377,0.228,0.103,0.215,0.079,0.014,0.063,0.007,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.117,0.428,0.272,0.16,0.287,0.153,0.07,0.16,0.072,0.027,0.079,0.026,0.003,0.035,0.002,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.118,0.429,0.27,0.134,0.292,0.152,0.066,0.184,0.068,0.02,0.082,0.02,0.001,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.119,0.394,0.241,0.124,0.293,0.137,0.058,0.147,0.049,0.012,0.044,0.006,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.120,0.427,0.256,0.122,0.328,0.164,0.062,0.202,0.079,0.023,0.092,0.022,0.001,0.027,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.121,0.305,0.176,0.071,0.224,0.096,0.033,0.134,0.042,0.012,0.064,0.023,0.003,0.033,0.007,0.002,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.122,0.436,0.264,0.138,0.301,0.146,0.053,0.158,0.043,0.007,0.041,0.008,0.001,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.123,0.372,0.234,0.123,0.302,0.164,0.082,0.198,0.092,0.032,0.092,0.024,0.005,0.022,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.124,0.5,0.304,0.161,0.31,0.138,0.061,0.133,0.041,0.008,0.039,0.005,0.001,0.008,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.125,0.644,0.519,0.363,0.604,0.453,0.303,0.519,0.352,0.199,0.407,0.228,0.085,0.255,0.09,0.018,0.1,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.126,0.367,0.213,0.085,0.226,0.095,0.028,0.101,0.022,0.0,0.023,0.001,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.127,0.69,0.566,0.437,0.589,0.429,0.297,0.449,0.28,0.151,0.32,0.166,0.081,0.206,0.095,0.033,0.108,0.015,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.128,0.421,0.254,0.144,0.303,0.164,0.082,0.202,0.102,0.029,0.123,0.032,0.006,0.038,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.129,0.295,0.144,0.053,0.178,0.065,0.021,0.086,0.021,0.0,0.027,0.004,0.001,0.005,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.130,0.287,0.149,0.062,0.182,0.077,0.031,0.099,0.036,0.007,0.063,0.021,0.004,0.041,0.013,0.001,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.131,0.329,0.185,0.092,0.224,0.108,0.044,0.146,0.057,0.019,0.078,0.031,0.008,0.045,0.02,0.002,0.028,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.132,0.577,0.391,0.21,0.457,0.237,0.118,0.302,0.128,0.042,0.162,0.056,0.015,0.082,0.023,0.001,0.027,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.133,0.615,0.459,0.295,0.483,0.29,0.157,0.286,0.12,0.038,0.104,0.017,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
