,Fold selected features,Fold nb of features
Fold 0,[],0
Fold 1,[],0
Fold 2,[],0
Fold 3,"['NKT_glandfront_area', 'NK_cells_CD56brCD16-TIM3hi_glandfront_eccentricity']",2
Fold 4,"['Macrophages_M1_M2_stromal_area', 'NKT_glandfront_area', 'Macrophages_MDSC_glandfront_eccentricity']",3
Fold 5,[],0
Fold 6,[],0
Fold 7,"['Macrophages_M1_M2_stromal_area', 'NKT_glandfront_area']",2
Fold 8,[],0
Fold 9,[],0
Fold 10,"['Macrophages_M1-like_glandfront_area', 'Gland_fibroblast_glandfront_area']",2
Fold 11,"['CD8_T_cells_CD80_CD86+_stromal_area', 'Macrophages_MDSC_glandfront_eccentricity']",2
Fold 12,"['aSMA-br_mesenchymal_stromal_area', 'Stroma_fibroblast_glandfront_eccentricity', 'Macrophages_MDSC_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",4
Fold 13,"['CD8_T_cells_HLA-DR+_stromal_area', 'Macrophages_M1_M2_stromal_area']",2
Fold 14,"['CD8_T_cells_HLA-DR+_stromal_area', 'Stroma_vascular_endothelium_stromal_area', 'Macrophages_M1_M2_stromal_area', 'NKT_glandfront_area']",4
Fold 15,"['CD8_T_cells_HLA-DR+_stromal_area', 'CD8_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1-like_stromal_area', 'Dendritic_Cells_CD86CD33dp_glandfront_eccentricity']",4
Fold 16,[],0
Fold 17,[],0
Fold 18,[],0
Fold 19,"['NK_cells_CD56dimCD16+_stromal_area', 'Macrophages_M1_M2_stromal_area', 'Macrophages_MDSC_glandfront_eccentricity']",3
Fold 20,[],0
Fold 21,[],0
Fold 22,[],0
Fold 23,[],0
Fold 24,"['NK_cells_CD56dimCD16+CD9hi_stromal_area', 'aSMA-br_mesenchymal_stromal_area', 'Macrophages_MDSC_glandfront_eccentricity']",3
Fold 25,"['CD8_T_cells_HLA-DR+_stromal_area', 'Stroma_vascular_endothelium_stromal_area', 'NK_cells_CD56brCD16-_stromal_area', 'NK_cells_CD56brCD16-TIM3hi_stromal_area', 'NK_cells_CD56dimCD16+CD9hi_stromal_area', 'Macrophages_M1-like_glandfront_area', 'Macrophages_M1-like_stromal_area', 'Macrophages_M1_M2_stromal_area', 'aSMA-br_vascular_endothelium_glandfront_area', 'Gland_fibroblast_glandfront_area', 'Gland_vascular_endothelium_glandfront_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",12
Fold 26,"['CD4_T_cells_HLA-DR+_stromal_area', 'CD8_T_cells_HLA-DR+_stromal_area', 'NKT_glandfront_area']",3
Fold 27,['Macrophages_MDSC_glandfront_eccentricity'],1
Fold 28,[],0
Fold 29,[],0
Fold 30,[],0
Fold 31,['Macrophages_M1-like_glandfront_area'],1
Fold 32,"['CD8_T_cells_CD80_CD86+_stromal_area', 'NK_cells_CD56brCD16-TIM3hi_stromal_area', 'aSMA-br_vascular_endothelium_glandfront_area', 'Gland_fibroblast_glandfront_area', 'Gland_vascular_endothelium_glandfront_area', 'CD4_T_cells_HLA-DR+_stromal_eccentricity', 'Macrophages_MDSC_glandfront_eccentricity']",7
Fold 33,[],0
Fold 34,"['Macrophages_M1_M2_stromal_area', 'NK_cells_CD56brCD16-TIM3hi_glandfront_eccentricity']",2
Fold 35,[],0
Fold 36,[],0
Fold 37,[],0
Fold 38,['Macrophages_M1-like_glandfront_area'],1
Fold 39,[],0
Fold 40,[],0
Fold 41,[],0
Fold 42,"['NKT_glandfront_area', 'Macrophages_MDSC_glandfront_eccentricity']",2
Fold 43,['Macrophages_MDSC_glandfront_eccentricity'],1
Fold 44,"['CD8_T_cells_HLA-DR+_stromal_area', 'Gland_vascular_endothelium_glandfront_area']",2
Fold 45,"['NKT_glandfront_area', 'Macrophages_MDSC_glandfront_eccentricity']",2
Fold 46,"['CD8_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_stromal_area', 'NKT_glandfront_area', 'aSMA-br_vascular_endothelium_glandfront_area']",4
Fold 47,"['CD4_T_cells_HLA-DR+_stromal_area', 'CD8_T_cells_CD80_CD86+_stromal_area', 'NK_cells_CD56dimCD16+CD9hi_glandfront_area', 'Neutrophils_glandfront_area', 'NKT_glandfront_area', 'CD8_T_cells_CD80_CD86+_glandfront_celldistance']",6
Fold 48,[],0
Fold 49,"['CD4_T_cells_HLA-DR+_stromal_area', 'Macrophages_M1_M2_stromal_area', 'NKT_glandfront_area', 'CD4_T_cells_HLA-DR+_stromal_eccentricity', 'NK_cells_CD56brCD16-TIM3hi_glandfront_eccentricity', 'Dendritic_Cells_CD86CD33dp_glandfront_eccentricity', 'Gland_fibroblast_intragland_eccentricity']",7
Fold 50,[],0
Fold 51,['Macrophages_M1_M2_stromal_area'],1
Fold 52,"['CD4_T_cells_HLA-DR+_stromal_area', 'NK_cells_CD56brCD16-_stromal_area', 'NK_cells_CD56brCD16-CD9hi_stromal_area', 'Macrophages_M1_M2_stromal_area', 'Gland_vascular_endothelium_glandfront_celldistance']",5
Fold 53,[],0
Fold 54,[],0
Fold 55,"['NK_cells_CD56dimCD16+_stromal_area', 'Macrophages_M1-like_glandfront_area', 'Macrophages_M1_M2_stromal_area', 'NKT_glandfront_area', 'Gland_vascular_endothelium_glandfront_area', 'NK_cells_CD56brCD16-TIM3hi_glandfront_eccentricity', 'Macrophages_MDSC_glandfront_eccentricity', 'Gland_mesenchymal_intragland_eccentricity']",8
Fold 56,[],0
Fold 57,[],0
Fold 58,['Macrophages_M1_M2_stromal_area'],1
Fold 59,[],0
Fold 60,[],0
Fold 61,[],0
