fold,AUC,AP,ACC,BACC,n_train,n_test
0,0.5324675324675324,0.4051928315753201,0.5277777777777778,0.4707792207792208,152,36
1,0.556896551724138,0.3894181154243074,0.5384615384615384,0.4275862068965517,149,39
2,0.5053475935828877,0.6333876505597585,0.5128205128205128,0.5280748663101604,149,39
3,0.6090225563909775,0.5938465389635335,0.675,0.6679197994987469,148,40
4,0.6765734265734266,0.46442997558221677,0.6216216216216216,0.5734265734265734,151,37
5,0.5767195767195767,0.49410139606218045,0.5641025641025641,0.5515873015873016,149,39
6,0.6635802469135802,0.5269176425426426,0.717948717948718,0.611111111111111,149,39
7,0.7067307692307692,0.7870987891711575,0.4594594594594595,0.5657051282051282,151,37
8,0.5512820512820513,0.3371233427734976,0.631578947368421,0.641025641025641,150,38
9,0.47058823529411764,0.4810992195657777,0.65,0.6112531969309463,148,40
10,0.6046195652173914,0.5115167767281739,0.6153846153846154,0.5978260869565217,149,39
11,0.8492063492063492,0.5603835978835978,0.7567567567567568,0.6884920634920635,151,37
12,0.6760355029585798,0.5375079166955596,0.6923076923076923,0.6538461538461539,149,39
13,0.636231884057971,0.5402152728656968,0.631578947368421,0.6028985507246376,150,38
14,0.44611528822055135,0.5044234320884431,0.5,0.4987468671679198,148,40
15,0.6439393939393939,0.5323363620827389,0.6216216216216216,0.6181818181818182,151,37
16,0.6630434782608696,0.5509209446028865,0.5384615384615384,0.5421195652173914,149,39
17,0.4971590909090909,0.4752001676752029,0.5789473684210527,0.5426136363636364,150,38
18,0.5909090909090909,0.6498778233572469,0.5641025641025641,0.5868983957219251,149,39
19,0.6119791666666667,0.5158952677886501,0.6,0.5625,148,40
20,0.5657051282051282,0.41794612270320775,0.5135135135135135,0.48397435897435903,151,37
21,0.625,0.5604546221322537,0.6666666666666666,0.6222826086956521,149,39
22,0.5855614973262032,0.6578012540886471,0.5641025641025641,0.5868983957219251,149,39
23,0.5947368421052632,0.5945192526771474,0.5641025641025641,0.5657894736842105,149,39
24,0.7053571428571428,0.8788507225813728,0.42105263157894735,0.6071428571428571,150,38
25,0.32949308755760365,0.1769123663860506,0.47368421052631576,0.4009216589861751,150,38
26,0.5854037267080745,0.5012131237029818,0.6216216216216216,0.5838509316770186,151,37
27,0.7406015037593986,0.6552776066707955,0.7,0.6917293233082706,148,40
28,0.5103550295857989,0.3718857229726795,0.48717948717948717,0.5192307692307693,149,39
29,0.36111111111111105,0.210551068309689,0.5135135135135135,0.376984126984127,151,37
30,0.297554347826087,0.3349301154799347,0.46153846153846156,0.4388586956521739,149,39
31,0.6648351648351648,0.5593381656802516,0.675,0.651098901098901,148,40
32,0.4845679012345679,0.32322039558881666,0.5128205128205128,0.5324074074074074,149,39
33,0.7408854166666666,0.5874288141699666,0.675,0.6458333333333333,148,40
34,0.6958333333333333,0.5611047151772959,0.6923076923076923,0.6625,149,39
35,0.603174603174603,0.6202850639804598,0.5384615384615384,0.5515873015873016,149,39
36,0.6111111111111112,0.4440446330768911,0.5945945945945946,0.5018518518518519,151,37
37,0.30268199233716475,0.2186039234094154,0.5,0.36590038314176243,150,38
38,0.47000000000000003,0.5006591244003586,0.5,0.5,148,40
39,0.5785256410256411,0.3964508763367122,0.6052631578947368,0.5993589743589745,150,38
40,0.5192307692307692,0.34226456726456733,0.5641025641025641,0.5192307692307693,149,39
41,0.5642857142857143,0.6537835429762203,0.38461538461538464,0.4571428571428572,149,39
42,0.8878205128205128,0.7576427045177045,0.8157894736842105,0.8205128205128205,150,38
43,0.5617283950617284,0.29825468648998066,0.6388888888888888,0.6481481481481481,152,36
44,0.6578947368421052,0.5439410902276911,0.5384615384615384,0.5342105263157895,149,39
45,0.46934865900383144,0.25209899506574696,0.5,0.48084291187739464,150,38
46,0.5511695906432749,0.6048204321516679,0.5675675675675675,0.5570175438596491,151,37
47,0.5396825396825397,0.588847687962361,0.4358974358974359,0.45634920634920634,149,39
48,0.7767857142857142,0.49872835497835494,0.7105263157894737,0.6428571428571428,150,38
49,0.5575980392156863,0.4895197911171542,0.6341463414634146,0.5931372549019608,147,41
50,0.626984126984127,0.591946107564197,0.48717948717948717,0.503968253968254,149,39
