fold,AUC,AP,ACC,BACC,n_train,n_test
51,0.4842657342657343,0.2931902199466278,0.4864864864864865,0.39860139860139865,151,37
52,0.5029761904761905,0.6706109979175308,0.42105263157894735,0.46726190476190477,150,38
53,0.75,0.41014957264957264,0.7027027027027027,0.7198275862068966,151,37
54,0.6127717391304348,0.5854638746831085,0.6410256410256411,0.6195652173913043,149,39
55,0.676923076923077,0.5995801584036877,0.631578947368421,0.5907692307692307,150,38
56,0.6413043478260869,0.585728051855607,0.6216216216216216,0.5838509316770186,151,37
57,0.6164596273291926,0.7339132578660983,0.5675675675675675,0.5962732919254659,151,37
58,0.7557603686635945,0.3395461681175967,0.6052631578947368,0.6474654377880185,150,38
59,0.4138461538461538,0.3300487549713556,0.6052631578947368,0.5153846153846154,150,38
60,0.7277777777777777,0.5441605766891808,0.6666666666666666,0.6666666666666666,149,39
61,0.6032608695652173,0.531429242197431,0.6410256410256411,0.5910326086956521,149,39
62,0.4131944444444444,0.31806683654509743,0.5277777777777778,0.47916666666666663,152,36
63,0.5768229166666665,0.49798765423765423,0.55,0.5208333333333333,148,40
64,0.5332167832167832,0.749846269021571,0.5135135135135135,0.49650349650349646,151,37
65,0.54296875,0.4469630717985981,0.6,0.59375,148,40
66,0.5833333333333334,0.48425526679203146,0.575,0.5520833333333333,148,40
67,0.5127840909090908,0.44286951998032115,0.47368421052631576,0.4602272727272727,150,38
68,0.6571428571428571,0.6180847128321554,0.5853658536585366,0.5809523809523809,147,41
69,0.6391304347826088,0.47535146789532756,0.631578947368421,0.6144927536231883,150,38
70,0.7676282051282051,0.6301995184038528,0.6578947368421053,0.6378205128205128,150,38
71,0.39322916666666663,0.1474990506569454,0.42105263157894735,0.453125,150,38
72,0.6885026737967914,0.7133445858161237,0.5897435897435898,0.6096256684491979,149,39
73,0.6809116809116809,0.6504408696716388,0.7,0.6581196581196581,148,40
74,0.4661654135338346,0.4567567364073717,0.525,0.525062656641604,148,40
75,0.5631578947368421,0.522858719817456,0.5641025641025641,0.5618421052631579,149,39
76,0.5888888888888889,0.46825129462900356,0.5897435897435898,0.5666666666666667,149,39
77,0.5383333333333333,0.6486473081719262,0.5428571428571428,0.5833333333333334,153,35
78,0.5059288537549407,0.33843096782560067,0.5882352941176471,0.5296442687747036,154,34
79,0.4796875,0.4451958160334926,0.5277777777777778,0.51875,152,36
80,0.6833333333333333,0.6492039283192034,0.717948717948718,0.6583333333333333,149,39
81,0.5397727272727273,0.615972678506524,0.6052631578947368,0.6164772727272727,150,38
82,0.30588235294117644,0.4391686155053736,0.32432432432432434,0.3397058823529412,151,37
83,0.494047619047619,0.555500837840938,0.5609756097560976,0.5547619047619048,147,41
84,0.4871428571428571,0.6227290268414044,0.4358974358974359,0.49714285714285716,149,39
85,0.5169270833333333,0.5398403884291116,0.625,0.6041666666666667,148,40
86,0.593421052631579,0.5651377029121125,0.5897435897435898,0.5842105263157895,149,39
87,0.5854341736694678,0.6292972074152968,0.5789473684210527,0.6022408963585434,150,38
88,0.5842391304347826,0.5085038174652146,0.6153846153846154,0.5978260869565217,149,39
89,0.5864197530864197,0.3724867724867725,0.6388888888888888,0.6481481481481481,152,36
90,0.5710144927536231,0.5558638262322473,0.5789473684210527,0.5478260869565217,150,38
91,0.793103448275862,0.48081993154456926,0.7368421052631579,0.7509578544061303,150,38
92,0.5402298850574712,0.3015302896881844,0.4473684210526316,0.5229885057471264,150,38
93,0.6144927536231883,0.5277386551070762,0.5789473684210527,0.5246376811594203,150,38
94,0.44744318181818177,0.4051115647768124,0.5526315789473685,0.5369318181818181,150,38
95,0.623263888888889,0.4274651274651275,0.6944444444444444,0.6666666666666667,152,36
96,0.5327380952380952,0.6283865299945862,0.39473684210526316,0.44642857142857145,150,38
97,0.28035714285714286,0.198271200948619,0.4473684210526316,0.4,150,38
98,0.5758513931888545,0.5605690401248943,0.5555555555555556,0.541795665634675,152,36
99,0.7263888888888889,0.6303249127316041,0.6666666666666666,0.6291666666666667,149,39
