,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.5}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
CD4_T_cells_FoxP3+_glandfront_ERa,0.0,0.0,0.012479637309273884,0.0,0.0557822359636146,0.0392763642377386,0.07173413121618877,0.05021445245192316,0.14869593869173212,0.10740299875312778
CD4_T_cells_FoxP3+_glandfront_PR,0.0,0.0,0.003154049775343714,0.0,0.012337765764927053,0.006597984098687916,0.029220402284044537,0.013845488327077198,0.08925319299448914,0.05776354745316341
CD4_T_cells_FoxP3+_glandfront_pP38,0.0,0.0,0.0002150958664175579,0.0,0.019507244064265426,0.011557275160546185,0.04572433523994188,0.026095365956065413,0.11497953497952944,0.07802356006962922
CD4_T_cells_FoxP3+_glandfront_VEGF,0.0,0.0,0.0,0.0,0.002140076907421192,0.00028657830428247406,0.011360660046318057,0.002360536286243345,0.06834788219986607,0.03637384350232171
CD4_T_cells_FoxP3+_glandfront_GranzymeB,0.0,0.0,0.0028271679100484847,0.0,0.03649246680847005,0.020710959555909618,0.057924464403368875,0.04233098565783381,0.11153635268604362,0.0820301983668459
CD4_T_cells_FoxP3+_glandfront_Ki67,0.0,0.0,0.0,0.0,0.011410905389095224,0.00421722522348818,0.02827671590011365,0.014392275265716585,0.09839044857305271,0.060787448934947946
CD4_T_cells_FoxP3+_glandfront_TIM3,0.0,0.0,0.00012004868037473386,0.0,0.0078894874650347,0.0022459030339460353,0.017602327324826535,0.008379747342199033,0.07560139966002559,0.04298951639779003
CD4_T_cells_FoxP3+_glandfront_HLA-DR,0.0,0.0,0.0,0.0,0.0008381016586443239,0.0,0.0045173804470436995,0.0010068144061237186,0.04454440282867983,0.021585370575054857
CD4_T_cells_FoxP3+_stromal_ERa,0.0,0.0,0.001389965551358218,0.0,0.004942709660812865,0.001944455347934135,0.022216094805027228,0.009051309928855158,0.087639981054481,0.053076744390072844
CD4_T_cells_FoxP3+_stromal_PR,0.0,0.0,0.009882876953333113,0.0,0.047675573382506595,0.026956503263912166,0.0807535793548495,0.05402007468583087,0.14650002278835894,0.11227410867344177
CD4_T_cells_FoxP3+_stromal_pP38,0.0,0.0,0.0006042733919482913,0.0,0.008884773065218642,0.003861401381595305,0.02927682537533062,0.01448495311333102,0.09961245236941661,0.06426989520511114
CD4_T_cells_FoxP3+_stromal_VEGF,0.0,0.0,0.0,0.0,0.001267458068002237,1.1888128037003253e-05,0.00986087044807457,0.0027059834544028347,0.06595197007977213,0.034379708324311656
CD4_T_cells_FoxP3+_stromal_GranzymeB,0.0,0.0,0.0,0.0,0.008442224837321006,0.0024264300288654923,0.021330924296318304,0.013213884801158152,0.07752648947221631,0.046316215461124875
CD4_T_cells_FoxP3+_stromal_Ki67,0.0,0.0,0.0,0.0,0.02473216605130258,0.008040527461294909,0.05938140705381837,0.03442642360767798,0.13610572764860396,0.09924804596769196
CD4_T_cells_FoxP3+_stromal_HLA-DR,0.0,0.0,0.0,0.0,0.0020539053312721924,0.0,0.013698310847626613,0.005260447080120654,0.06169262563000738,0.03283713852493684
CD8_T_cells_FoxP3+_glandfront_ERa,0.0,0.0,0.0,0.0,0.03128647676310006,0.014753475704183552,0.07926500691595549,0.04299192780722792,0.19385397647997885,0.14326229997655945
CD8_T_cells_FoxP3+_glandfront_PR,0.0,0.0,0.0,0.0,0.0005974461228972278,0.0,0.02674675350776437,0.004059757643856888,0.13259741313422285,0.08073364952070235
CD8_T_cells_FoxP3+_glandfront_pP38,0.0,0.0,0.017578080231640016,0.0,0.30290653409045426,0.21850334050652928,0.35920482732574366,0.28978606575152166,0.4523321875944378,0.41513790942936957
CD8_T_cells_FoxP3+_glandfront_VEGF,0.0,0.0,0.0,0.0,0.008174255760836253,0.0012251082126783059,0.03375096748931626,0.012026026671475376,0.13605890527512052,0.08549929555933652
CD8_T_cells_FoxP3+_glandfront_GranzymeB,0.0,0.0,0.0,0.0,0.0,0.0,0.009821089873952587,0.0018240261362412488,0.07308787793398597,0.040361860854580586
CD8_T_cells_FoxP3+_glandfront_Ki67,0.0,0.0,0.0,0.0,0.002344267687346601,0.0005923930802179989,0.00894709023449731,0.004165602875680873,0.054552016063057054,0.027336026269919857
CD8_T_cells_FoxP3+_glandfront_TIM3,0.0,0.0,0.0,0.0,0.003924206901357073,0.0010310911752819114,0.02482736469059047,0.009268183469787458,0.0989292059174442,0.06236134489763407
CD8_T_cells_FoxP3+_glandfront_HLA-DR,0.0,0.0,0.0,0.0,0.017348358164800716,0.003264131500195317,0.047946387274726485,0.024655591837139557,0.13882521445326834,0.0939044961102453
CD8_T_cells_FoxP3+_intragland_ERa,0.0,0.0,0.0,0.0,0.0013007729720980609,0.0005034974841571722,0.007861524764757075,0.001842469065039744,0.05566033298061982,0.025461922846446886
CD8_T_cells_FoxP3+_intragland_PR,0.0,0.0,0.0,0.0,0.0060276661611250535,0.0005983173057142642,0.045101606958389225,0.0200465163183175,0.12912948477578887,0.0891707327490027
CD8_T_cells_FoxP3+_intragland_VEGF,0.0,0.0,0.0,0.0,0.012850290144602395,0.003333093393057465,0.039796320878434474,0.019743216138706613,0.12087948804684864,0.08131184910331059
CD8_T_cells_FoxP3+_intragland_GranzymeB,0.0,0.0,0.0,0.0,0.028290487009569324,0.00869062680604183,0.09006679885533342,0.05255489006271427,0.1942915752945291,0.15092073525330657
CD8_T_cells_FoxP3+_intragland_HLA-DR,0.0,0.0,0.0,0.0,0.008854729874458041,0.0015884236596454895,0.046012874603183145,0.02240541621086381,0.13447830839813132,0.09191223613395137
CD8_T_cells_FoxP3+_stromal_ERa,0.0,0.0,0.0,0.0,0.00042086972915921156,0.0001713254730410582,0.007989003390695366,0.003404459763028394,0.07185464031230641,0.0361460210869764
CD8_T_cells_FoxP3+_stromal_PR,0.0,0.0,0.0,0.0,0.0009496795589012411,0.0010218151157757448,0.013038941714660184,0.0024846384775520343,0.08167847864132001,0.04347719685600132
CD8_T_cells_FoxP3+_stromal_pP38,0.0,0.0,0.0,0.0,0.011179828755157014,0.0011520477197802027,0.042107179018612786,0.021146688032098262,0.13865786439732974,0.09019997918327352
CD8_T_cells_FoxP3+_stromal_VEGF,0.0,0.0,0.0,0.0,0.001641462568572081,0.0,0.014547349245362037,0.005125887024492924,0.08469724612119858,0.04786406747903635
CD8_T_cells_FoxP3+_stromal_GranzymeB,0.0,0.0,0.0045811156603315925,0.0011903764672986346,0.013820831168942003,0.005835191528102506,0.03716284252960891,0.018634686839369717,0.11092692887436507,0.07396126115354146
CD8_T_cells_FoxP3+_stromal_Ki67,0.0,0.0,0.0029035258670743616,0.0,0.007886836550495492,0.004898704409377528,0.022258440991882608,0.012252000968047932,0.08153121377966914,0.05028687055443462
CD8_T_cells_FoxP3+_stromal_HLA-DR,0.0,0.0,0.0,0.0,0.013682603073716874,0.0031291905706030917,0.04831498716130157,0.024183632857718212,0.12137509079898062,0.08652741918416855
CD4_T_cells_HLA-DR+_glandfront_ERa,0.0,0.0,0.0,0.0,0.037296928808116483,0.015992897860010475,0.09388255065874729,0.054953331000066476,0.19943584585261787,0.15154197380448192
CD4_T_cells_HLA-DR+_glandfront_PR,0.0,0.0,0.0,0.0,0.0033539548362762567,0.0003152724460692325,0.029885865792310947,0.010452891492439843,0.11550637648874881,0.07419178493449997
CD4_T_cells_HLA-DR+_glandfront_pP38,0.0,0.0,0.0,0.0,0.009632395215252275,0.005164202112140039,0.021743124650797436,0.009716865809429912,0.08182678664413907,0.05070630788046368
CD4_T_cells_HLA-DR+_glandfront_VEGF,0.0,0.0,0.0016926105388793563,0.0,0.08203727758275739,0.04240648095841561,0.1446187168355534,0.09545608341411531,0.2538636332721899,0.20688779719204564
CD4_T_cells_HLA-DR+_glandfront_GranzymeB,0.0,0.0,0.0,0.0,0.0013470330051290112,0.0,0.010588179541283414,0.003088099159092272,0.07442849301811144,0.03816047162221425
CD4_T_cells_HLA-DR+_glandfront_Ki67,0.0,0.0,0.0,0.0,0.053888940966991275,0.02057082403069391,0.11212101256753346,0.07368475566708764,0.21815030373444705,0.16976794651022603
CD4_T_cells_HLA-DR+_glandfront_TIM3,0.0,0.0,0.0,0.0,0.008365931584586962,0.0023358655336502086,0.02891415468328512,0.015581112536903006,0.11393708556912613,0.07036733771647347
CD4_T_cells_HLA-DR+_glandfront_HLA-DR,0.0,0.0,0.0008008397220314661,0.0,0.025935831392261986,0.009865660195868549,0.06781476825002049,0.04083527839639125,0.15254566852224793,0.11592534196370241
CD4_T_cells_HLA-DR+_stromal_ERa,0.0,0.0,0.017563487528307057,0.0037522797303141593,0.012044308491147942,0.008091989700484168,0.022885322439793857,0.011590607200150019,0.0982111209713745,0.0591252433138658
CD4_T_cells_HLA-DR+_stromal_PR,0.0,0.0,0.015413318627652833,0.0,0.06972663456596671,0.04000399172126091,0.11692053716262704,0.07517193175412311,0.22441644379508838,0.17457176066783955
CD4_T_cells_HLA-DR+_stromal_pP38,0.0,0.0,0.002712033639526046,0.0,0.032587475715225245,0.012467953322983845,0.07908709950416117,0.04652307663093096,0.17989662161983475,0.13196914288446548
CD4_T_cells_HLA-DR+_stromal_VEGF,0.0,0.0,0.0005101881275489511,0.0,0.004791281210286531,0.0018544669397699003,0.02007922948600936,0.008088727976338412,0.10712829637973295,0.06347640330134448
CD4_T_cells_HLA-DR+_stromal_GranzymeB,0.0,0.0,0.006447430579933261,0.0001120602233521194,0.008350786681087128,0.004699650629726524,0.019915813260666115,0.010155570672632484,0.08934285706421045,0.05178335773871531
CD4_T_cells_HLA-DR+_stromal_Ki67,0.0,0.0,0.00798032474167135,0.0,0.007245571702024298,0.0021977444213019805,0.031515882319464096,0.00837978345542745,0.14843936283511475,0.09479367224882285
CD4_T_cells_HLA-DR+_stromal_TIM3,0.0,0.0,0.005614034234563222,0.0,0.030582424209410066,0.018278458846991488,0.054652424610470665,0.03003948665389192,0.14105289626989564,0.09856501208841528
CD4_T_cells_HLA-DR+_stromal_HLA-DR,0.0,0.0,0.0001981567386118365,0.0,0.019002139318208718,0.005976295048164144,0.051262932875520056,0.028072018618028886,0.1520010156216232,0.10335428601378392
CD8_T_cells_HLA-DR+_glandfront_ERa,0.0,0.0,0.004399857174866554,0.0,0.06069764890264614,0.030232319936334278,0.11226044099523909,0.07142017754121106,0.21757011397259526,0.16963778366537924
CD8_T_cells_HLA-DR+_glandfront_PR,0.0,0.0,0.0,0.0,0.0043776262557411565,0.0001887429529128266,0.022130962498281472,0.008786327998846048,0.1002236380154455,0.05988169323453875
CD8_T_cells_HLA-DR+_glandfront_pP38,0.0,0.0,0.002126118112066262,0.0,0.03668306096780458,0.02590114126655076,0.05404786985826347,0.0354000061145822,0.1346810472934787,0.09352280105284329
CD8_T_cells_HLA-DR+_glandfront_VEGF,0.0,0.0,0.0,0.0,0.0029523920331108243,0.00015198760341217685,0.01620382152420633,0.005206336718022929,0.0874340988713133,0.04939022382178097
CD8_T_cells_HLA-DR+_glandfront_GranzymeB,0.0,0.0,0.0,0.0,0.0021711812611097036,0.0006659054772136329,0.013816676122838158,0.0033351375108514516,0.09601022674079596,0.05444399775871098
CD8_T_cells_HLA-DR+_glandfront_Ki67,0.0,0.0,0.0,0.0,0.0006907575593960686,0.0,0.011037333898028788,0.0034387099919880424,0.07421952671783569,0.04101172479064436
CD8_T_cells_HLA-DR+_glandfront_TIM3,0.0,0.0,0.006146219893679172,0.0,0.07874615078202168,0.03408129805305494,0.17947714729018244,0.12496236298727467,0.2952273870819989,0.24933192756562253
CD8_T_cells_HLA-DR+_glandfront_HLA-DR,0.0,0.0,0.0,0.0,0.0027869595086352696,0.0,0.022471505456868976,0.008153184524397308,0.10219280624351067,0.06181860799656864
CD8_T_cells_HLA-DR+_intragland_ERa,0.0,0.0,0.0,0.0,0.0004856252237985814,0.0,0.01630699571325388,0.0023775527705807206,0.11175514340083802,0.06398820642873373
CD8_T_cells_HLA-DR+_intragland_PR,0.0,0.0,0.0014905875686440607,0.0,0.023142523246245873,0.007500574140299725,0.093749912803393,0.057951399268866555,0.20315443633543837,0.1577910680166293
CD8_T_cells_HLA-DR+_intragland_VEGF,0.0,0.0,0.010297601003187416,0.0,0.038449068755772066,0.022204234416225578,0.08748103743361067,0.051080878683069104,0.18603464776494205,0.13978818541635804
CD8_T_cells_HLA-DR+_intragland_GranzymeB,0.0,0.0,0.0046112213290434596,0.0,0.04341776083841646,0.02939589405779719,0.08157176081950335,0.0521501383529282,0.17843117419126064,0.1292221020551189
CD8_T_cells_HLA-DR+_intragland_HLA-DR,0.0,0.0,0.0,0.0,0.051769762195704734,0.017678443320055248,0.14950064045407868,0.09387943771027356,0.2875696772797641,0.2341826854226645
CD8_T_cells_HLA-DR+_stromal_ERa,0.0,0.0,0.0,0.0,0.00012184986259046454,0.0,0.01245456489380185,0.0026532253530939885,0.08674161236077894,0.04743652925720367
CD8_T_cells_HLA-DR+_stromal_PR,0.0,0.0,0.0,0.0,0.01223842347391593,0.0001412340908433031,0.07591402944773011,0.03753168034193774,0.18071419044007003,0.13852107474529635
CD8_T_cells_HLA-DR+_stromal_pP38,0.0,0.0,8.88974241926066e-05,0.0,0.07292930520853756,0.019829902301980253,0.19139161515905634,0.12977006336972663,0.30859584080545355,0.2633782259456234
CD8_T_cells_HLA-DR+_stromal_VEGF,0.0,0.0,0.0,0.0,0.03484666440831615,0.017131526077443105,0.08132143170667246,0.05047035085087721,0.1790363789784731,0.13557077520598934
CD8_T_cells_HLA-DR+_stromal_GranzymeB,0.0,0.0,0.0030639608192311353,0.0,0.005897662188558425,0.002071789271409552,0.018363283972332976,0.009177632850690237,0.08525692571038253,0.04667744996793117
CD8_T_cells_HLA-DR+_stromal_Ki67,0.0,0.0,0.00617638751916623,0.0,0.013935650125878843,0.004332745463787374,0.041473068279917494,0.020672355978568455,0.12704288812809653,0.08454327575793402
CD8_T_cells_HLA-DR+_stromal_TIM3,0.0,0.0,0.0,0.0,0.028456052915890463,0.008379843196162196,0.0682285801963793,0.03817778065232427,0.16115060770868933,0.11759416120661509
CD8_T_cells_HLA-DR+_stromal_HLA-DR,0.0,0.0,0.0011798882809989232,0.0,0.005567786983279645,0.002397677018778624,0.03507953722675609,0.0134951749780296,0.11839759050179098,0.07993296294611221
CD4_T_cells_CD80_CD86+_glandfront_ERa,0.0,0.0,0.0006928111873921098,0.0,0.029018058215474738,0.01588267453744989,0.05282734750432074,0.030210512563327758,0.1372092155602472,0.09601989196977163
CD4_T_cells_CD80_CD86+_glandfront_PR,0.0,0.0,0.0,0.0,0.007480799101610668,0.004439598735242751,0.03209367385422895,0.012282906236615963,0.12291986319568796,0.0803401542574827
CD4_T_cells_CD80_CD86+_glandfront_pP38,0.0,0.0,0.0007246613057876537,0.0,0.005501893577229518,0.00047001516841613987,0.018265364395591732,0.00814543298887626,0.09087805141678128,0.05244251784216428
CD4_T_cells_CD80_CD86+_glandfront_VEGF,0.0,0.0,0.0017234412453695821,0.0,0.006277524989588881,0.0039720264768261185,0.0177430044935486,0.006708784448312059,0.07455189553820263,0.042486003797472416
CD4_T_cells_CD80_CD86+_glandfront_GranzymeB,0.0,0.0,0.0,0.0,0.0088564737346209,0.0023045615384029677,0.029499467785762238,0.0131351437787841,0.10146160493981288,0.063815260062752
CD4_T_cells_CD80_CD86+_glandfront_Ki67,0.0,0.0,0.007455879033191196,0.0,0.01709046629711876,0.011955866030261013,0.023385850484281198,0.014156907823896463,0.07823374740364517,0.04752304279971131
CD4_T_cells_CD80_CD86+_glandfront_HLA-DR,0.0,0.0,0.0015475513714498152,0.0,0.019448173584237647,0.008883706123882259,0.05489539819160463,0.029935017853255662,0.13221680690460225,0.09406617301766249
CD4_T_cells_CD80_CD86+_intragland_ERa,0.0,0.0,0.0008951858501389734,0.0,0.004243979710058069,0.0019789074716265423,0.020710912561431954,0.006587731755756855,0.08561779504553554,0.05301941332778636
CD4_T_cells_CD80_CD86+_intragland_PR,0.0,0.0,0.0,0.0,0.005956058590138325,0.000991150188965559,0.030586787111302156,0.014578874976668724,0.10617046872174687,0.07073139937545803
CD4_T_cells_CD80_CD86+_intragland_pP38,0.0,0.0,8.596342235923282e-05,0.0,0.005785881238624848,0.0008072094613998794,0.024105378333967496,0.01159575283293935,0.08926081738941845,0.05560450601396126
CD4_T_cells_CD80_CD86+_intragland_VEGF,0.0,0.0,0.0,0.0,0.007891508977749605,0.0015243511900959036,0.034906481053823483,0.018542311094209486,0.10390807111828163,0.06762098403130608
CD4_T_cells_CD80_CD86+_intragland_GranzymeB,0.0,0.0,0.0,0.0,0.006868865047862539,0.0016456265842317165,0.034303808232694605,0.012939569698707458,0.12970107694329355,0.08404626903787503
CD4_T_cells_CD80_CD86+_intragland_Ki67,0.0,0.0,0.0,0.0,0.03474144508674179,0.014674146522187391,0.06826279052656449,0.04415749728733795,0.1291543349935268,0.10262622100939942
CD4_T_cells_CD80_CD86+_stromal_ERa,0.0,0.0,0.001534955133063922,0.0,0.010696112777733987,0.0037904657331443766,0.029377823920948464,0.014994206099244435,0.09659471523199936,0.06181759940606962
CD4_T_cells_CD80_CD86+_stromal_PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0007679480726786726,0.0,0.02891314619198419,0.010856971553786248
CD4_T_cells_CD80_CD86+_stromal_pP38,0.0,0.0,0.0,0.0,0.0,0.0,0.0008947276883037376,0.0,0.0360843370868102,0.01338781496112036
CD4_T_cells_CD80_CD86+_stromal_VEGF,0.0,0.0,0.0002777222086366962,0.0,0.0020099300199915844,0.0007591168047657084,0.012849812970744794,0.005387224148202457,0.07516548883548373,0.04181577140936208
CD4_T_cells_CD80_CD86+_stromal_GranzymeB,0.0,0.0,0.00016017250155957538,0.0,0.003743261725909625,0.0011241665811110827,0.019253681847913682,0.006101799581523518,0.09907382133278593,0.06202016306664145
CD4_T_cells_CD80_CD86+_stromal_Ki67,0.0,0.0,0.006978222967153034,0.0,0.04096275152778603,0.02343034030044119,0.078524598222658,0.04909616105890176,0.15553990609638155,0.11880243964795097
CD4_T_cells_CD80_CD86+_stromal_HLA-DR,0.0,0.0,0.0008007948345998417,0.0,0.019731629912984695,0.010698604741339601,0.054811464852560964,0.03145476528415435,0.13856799570666467,0.1008483866428051
CD8_T_cells_CD80_CD86+_glandfront_ERa,0.0,0.0,0.0,0.0,0.0019927383443983987,0.0005058180531745009,0.013636653992455412,0.00466973830200469,0.09286510553583299,0.04929268559919105
CD8_T_cells_CD80_CD86+_glandfront_PR,0.0,0.0,0.0,0.0,0.0010166187170000166,2.8838594845411434e-07,0.012855688417270672,0.0028420112737884934,0.08713872567101318,0.0463436979107854
CD8_T_cells_CD80_CD86+_glandfront_pP38,0.0,0.0,0.0018222668773623825,0.0,0.01030250786728366,0.002363573268212803,0.03372835465949751,0.014770025652942033,0.1347865814057616,0.08462244397021534
CD8_T_cells_CD80_CD86+_glandfront_VEGF,0.0,0.0,0.002641441136325896,0.0,0.05777483831088524,0.03422620643322192,0.09609879494750362,0.059759542688422186,0.2044729200682985,0.15361662956957775
CD8_T_cells_CD80_CD86+_glandfront_GranzymeB,0.0,0.0,0.0,0.0,0.00814076188826605,0.003810233024889255,0.027212713318749034,0.013052007540791789,0.09021023801048049,0.05761216006328678
CD8_T_cells_CD80_CD86+_glandfront_Ki67,0.0,0.0,0.0,0.0,0.055021985914249665,0.015219921041009339,0.16407101006112826,0.09793253165568304,0.310100583616547,0.24986100999305394
CD8_T_cells_CD80_CD86+_glandfront_HLA-DR,0.0,0.0,0.0,0.0,0.012728449043122614,0.005468606208271458,0.03380974095309354,0.01868149451130255,0.10775672201322342,0.0702411508949818
CD8_T_cells_CD80_CD86+_intragland_ERa,0.0,0.0,0.009288053030950767,0.0,0.08746739755775378,0.05033589862877618,0.14328797881266833,0.09399277697710075,0.26016591144223283,0.21315483655104767
CD8_T_cells_CD80_CD86+_intragland_PR,0.0,0.0,0.004307549501820686,0.0,0.009589372238887887,0.005037553571296492,0.027529239283683983,0.011435077579464702,0.10882841479545913,0.07056447275701917
CD8_T_cells_CD80_CD86+_intragland_pP38,0.0,0.0,0.000507881142181757,0.0,0.008116151275489066,0.003636200083886389,0.023887843268684518,0.010867854952039941,0.09706549634068205,0.06016775825641227
CD8_T_cells_CD80_CD86+_intragland_VEGF,0.0,0.0,0.0,0.0,0.003666692503427643,0.0008785533804801899,0.02760944522155528,0.011728283670013448,0.10949623227688958,0.0678901086509556
CD8_T_cells_CD80_CD86+_intragland_GranzymeB,0.0,0.0,0.0,0.0,0.05024361568892402,0.016428801670999086,0.12941570711027947,0.08005362905025726,0.25314016753272134,0.2056614267414154
CD8_T_cells_CD80_CD86+_intragland_Ki67,0.0,0.0,0.0,0.0,0.030466776500596728,0.0023380181577750017,0.1530919153518387,0.08470582664067716,0.2867552739835807,0.2343637270448285
CD8_T_cells_CD80_CD86+_intragland_HLA-DR,0.0,0.0,0.0,0.0,0.0,0.0,0.015140736953777654,0.0024165185556036077,0.08871431467011108,0.05198293288979106
CD8_T_cells_CD80_CD86+_stromal_ERa,0.0,0.0,0.0016614562891992485,0.0,0.029402572319374688,0.008591138689411129,0.0667143453430651,0.04214088750922576,0.1737843164606069,0.12038346244057502
CD8_T_cells_CD80_CD86+_stromal_PR,0.0,0.0,0.0,0.0,0.004816558946934841,0.0023586023402343646,0.01322117043704267,0.0074208678440383195,0.07318971780062171,0.04117070558813844
CD8_T_cells_CD80_CD86+_stromal_pP38,0.0,0.0,0.0,0.0,0.0,0.0,0.000509082067363139,0.0,0.025697808252920493,0.008601271801292065
CD8_T_cells_CD80_CD86+_stromal_VEGF,0.0,0.0,0.0,0.0,0.002442376877547475,0.0003473739065977668,0.02639090693724983,0.011724171683684313,0.10275292486540406,0.0637840795666271
CD8_T_cells_CD80_CD86+_stromal_GranzymeB,0.0,0.0,0.0014345121452296278,0.0,0.041264516930203866,0.010338898009357401,0.13313359653297427,0.07512349534639634,0.267285792348336,0.2124290881290401
CD8_T_cells_CD80_CD86+_stromal_Ki67,0.0,0.0,0.0005371103263528592,0.0,0.0032868073079888732,0.0004149819899202132,0.00933874472914282,0.003234983529980862,0.06127638655910514,0.030656566162906556
