,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.30,0.44,0.268,0.132,0.268,0.109,0.039,0.1,0.022,0.003,0.019,0.001,0.0,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.212,0.092,0.024,0.109,0.039,0.011,0.047,0.013,0.002,0.018,0.002,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.42,0.248,0.13,0.28,0.136,0.057,0.144,0.045,0.018,0.05,0.017,0.005,0.014,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.318,0.187,0.09,0.202,0.071,0.02,0.084,0.032,0.006,0.051,0.018,0.002,0.034,0.004,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.34,0.376,0.223,0.129,0.26,0.14,0.07,0.164,0.073,0.025,0.09,0.028,0.011,0.036,0.012,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.409,0.273,0.162,0.321,0.199,0.093,0.242,0.122,0.049,0.159,0.058,0.014,0.071,0.011,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.302,0.144,0.054,0.158,0.059,0.017,0.072,0.011,0.002,0.015,0.003,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.486,0.303,0.163,0.356,0.176,0.074,0.182,0.051,0.004,0.049,0.002,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.922,0.864,0.757,0.909,0.831,0.701,0.874,0.771,0.6,0.802,0.598,0.351,0.605,0.254,0.048,0.22,0.014,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.552,0.384,0.219,0.418,0.245,0.116,0.271,0.108,0.034,0.114,0.025,0.003,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.40,0.585,0.448,0.299,0.507,0.36,0.208,0.436,0.273,0.151,0.353,0.21,0.087,0.254,0.105,0.028,0.109,0.011,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.356,0.207,0.11,0.248,0.127,0.065,0.152,0.08,0.034,0.102,0.043,0.019,0.068,0.016,0.001,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.337,0.189,0.093,0.2,0.095,0.037,0.108,0.043,0.011,0.055,0.021,0.004,0.034,0.007,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.43,0.639,0.487,0.33,0.506,0.331,0.186,0.34,0.14,0.035,0.122,0.014,0.002,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.44,0.825,0.685,0.476,0.689,0.457,0.255,0.419,0.183,0.055,0.16,0.04,0.002,0.033,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.45,0.518,0.38,0.239,0.424,0.284,0.164,0.293,0.151,0.054,0.149,0.034,0.006,0.03,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.351,0.205,0.091,0.253,0.107,0.036,0.119,0.045,0.007,0.054,0.005,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.376,0.221,0.119,0.245,0.116,0.041,0.117,0.035,0.013,0.041,0.011,0.001,0.012,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.629,0.497,0.362,0.516,0.369,0.236,0.385,0.219,0.13,0.256,0.132,0.051,0.15,0.042,0.005,0.039,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.628,0.46,0.282,0.486,0.264,0.107,0.253,0.07,0.013,0.062,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.347,0.205,0.087,0.187,0.051,0.013,0.051,0.011,0.0,0.016,0.003,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.596,0.467,0.33,0.552,0.419,0.283,0.485,0.335,0.184,0.375,0.211,0.085,0.228,0.071,0.009,0.063,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.52,0.507,0.37,0.209,0.383,0.223,0.107,0.245,0.104,0.039,0.099,0.031,0.005,0.031,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.374,0.22,0.111,0.267,0.149,0.058,0.182,0.098,0.027,0.12,0.048,0.012,0.058,0.01,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.54,0.748,0.611,0.449,0.684,0.503,0.334,0.596,0.384,0.21,0.425,0.223,0.068,0.23,0.04,0.004,0.028,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.62,0.488,0.354,0.583,0.44,0.315,0.532,0.394,0.268,0.452,0.291,0.152,0.297,0.101,0.015,0.087,0.005,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.56,0.491,0.313,0.186,0.333,0.168,0.069,0.148,0.038,0.006,0.026,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.57,0.425,0.282,0.149,0.285,0.132,0.061,0.116,0.037,0.006,0.035,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.44,0.236,0.105,0.276,0.12,0.036,0.139,0.038,0.009,0.046,0.009,0.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.59,0.725,0.599,0.41,0.602,0.388,0.218,0.369,0.18,0.088,0.162,0.066,0.014,0.059,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.60,0.619,0.476,0.342,0.503,0.357,0.204,0.374,0.227,0.113,0.261,0.138,0.064,0.168,0.06,0.005,0.053,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.253,0.109,0.043,0.141,0.046,0.015,0.059,0.015,0.001,0.015,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.62,0.772,0.58,0.369,0.59,0.32,0.159,0.292,0.09,0.021,0.082,0.01,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.63,0.573,0.429,0.285,0.479,0.338,0.192,0.401,0.246,0.123,0.276,0.121,0.03,0.12,0.021,0.001,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.64,0.49,0.322,0.176,0.342,0.167,0.063,0.169,0.051,0.008,0.046,0.006,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.65,0.459,0.269,0.146,0.319,0.152,0.071,0.174,0.058,0.011,0.059,0.012,0.002,0.015,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.383,0.225,0.108,0.283,0.14,0.062,0.186,0.087,0.034,0.113,0.046,0.011,0.059,0.013,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.67,0.374,0.199,0.099,0.207,0.079,0.022,0.075,0.017,0.005,0.02,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.68,0.468,0.307,0.161,0.355,0.196,0.079,0.225,0.086,0.033,0.101,0.029,0.003,0.029,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.69,0.326,0.156,0.059,0.193,0.063,0.021,0.085,0.02,0.007,0.033,0.006,0.002,0.009,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.70,0.418,0.267,0.148,0.312,0.181,0.078,0.232,0.11,0.038,0.146,0.055,0.018,0.07,0.016,0.002,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.841,0.711,0.529,0.763,0.584,0.365,0.607,0.353,0.17,0.324,0.119,0.037,0.113,0.017,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.72,0.286,0.132,0.059,0.158,0.067,0.027,0.074,0.024,0.005,0.03,0.01,0.001,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.73,0.787,0.648,0.481,0.646,0.424,0.24,0.384,0.179,0.064,0.163,0.043,0.011,0.039,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.778,0.625,0.469,0.754,0.608,0.461,0.71,0.58,0.4,0.635,0.465,0.271,0.502,0.218,0.064,0.199,0.022,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.405,0.282,0.18,0.319,0.204,0.107,0.229,0.127,0.066,0.156,0.082,0.028,0.099,0.032,0.003,0.031,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.76,0.32,0.177,0.075,0.217,0.089,0.03,0.12,0.04,0.014,0.059,0.018,0.008,0.026,0.011,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.429,0.276,0.178,0.279,0.133,0.054,0.145,0.052,0.016,0.073,0.02,0.007,0.03,0.003,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.78,0.44,0.279,0.139,0.287,0.128,0.047,0.144,0.042,0.012,0.044,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.79,0.49,0.316,0.196,0.317,0.154,0.071,0.144,0.053,0.012,0.056,0.011,0.004,0.02,0.005,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.80,0.852,0.714,0.549,0.708,0.524,0.331,0.534,0.314,0.14,0.358,0.16,0.051,0.209,0.056,0.008,0.061,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.81,0.306,0.171,0.087,0.199,0.099,0.043,0.128,0.051,0.012,0.079,0.02,0.001,0.034,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.82,0.642,0.493,0.322,0.523,0.336,0.192,0.378,0.217,0.11,0.26,0.157,0.057,0.197,0.057,0.005,0.06,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.83,0.319,0.162,0.061,0.192,0.074,0.018,0.078,0.006,0.002,0.006,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.84,0.307,0.169,0.071,0.19,0.07,0.021,0.08,0.016,0.004,0.023,0.004,0.002,0.009,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.85,0.47,0.307,0.188,0.32,0.182,0.099,0.192,0.093,0.045,0.104,0.047,0.022,0.052,0.015,0.002,0.011,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.86,0.684,0.559,0.432,0.601,0.471,0.322,0.49,0.306,0.166,0.3,0.128,0.04,0.117,0.018,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.87,0.268,0.137,0.054,0.138,0.047,0.008,0.052,0.007,0.0,0.017,0.001,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
