,Feature Name
Feature n°1,NKT_glandfront_area
Feature n°2,aSMA-br_vascular_endothelium_glandfront_area
Feature n°3,aSMA-br_vascular_endothelium_stromal_area
Feature n°4,CD8_T_cells_CD80_CD86+_stromal_eccentricity
Feature n°5,Macrophages_M2-like_glandfront_celldistance
