fold,AUC,AP,ACC,BACC,n_train,n_test
0,0.5357142857142857,0.4279114260480721,0.5555555555555556,0.5324675324675324,152,36
1,0.603448275862069,0.3818123543123543,0.5384615384615384,0.6241379310344828,149,39
2,0.5481283422459893,0.5943137152755275,0.48717948717948717,0.4919786096256684,149,39
3,0.6566416040100251,0.5940323296278974,0.625,0.6203007518796992,148,40
4,0.5944055944055944,0.3754484491326596,0.6216216216216216,0.5996503496503496,151,37
5,0.6798941798941799,0.5962258778080034,0.6666666666666666,0.6666666666666666,149,39
6,0.6728395061728395,0.41303675950535035,0.6153846153846154,0.537037037037037,149,39
7,0.7756410256410255,0.8391665489129256,0.5405405405405406,0.6105769230769231,151,37
8,0.6282051282051282,0.45956890331890327,0.5789473684210527,0.6474358974358975,150,38
9,0.6611253196930946,0.5669407081718136,0.7,0.6930946291560103,148,40
10,0.7255434782608695,0.578257481542328,0.6923076923076923,0.7201086956521738,149,39
11,0.7301587301587301,0.4667724867724867,0.6486486486486487,0.6547619047619048,151,37
12,0.6301775147928994,0.3941046580934918,0.6410256410256411,0.6923076923076923,149,39
13,0.6144927536231883,0.5399740631319578,0.6842105263157895,0.681159420289855,150,38
14,0.418546365914787,0.4307489044919793,0.475,0.48245614035087714,148,40
15,0.7363636363636363,0.5813550047863774,0.6756756756756757,0.706060606060606,151,37
16,0.5489130434782609,0.4289482243406926,0.5897435897435898,0.6141304347826086,149,39
17,0.6960227272727273,0.584938971024585,0.7105263157894737,0.7159090909090908,150,38
18,0.6042780748663101,0.6054109664693682,0.6410256410256411,0.6216577540106951,149,39
19,0.5078125,0.4281187859782094,0.65,0.6354166666666667,148,40
20,0.798076923076923,0.5947369881580408,0.7027027027027027,0.7532051282051282,151,37
21,0.7744565217391305,0.6377825714442562,0.717948717948718,0.7133152173913043,149,39
22,0.6951871657754011,0.6598385751222453,0.7692307692307693,0.7486631016042781,149,39
23,0.4473684210526315,0.456395707545292,0.48717948717948717,0.4907894736842105,149,39
24,0.7660714285714285,0.9223660009623319,0.7368421052631579,0.725,150,38
25,0.4700460829493088,0.1895601145313127,0.4473684210526316,0.4400921658986175,150,38
26,0.5388198757763975,0.41607475803904376,0.5675675675675675,0.5683229813664596,151,37
27,0.7218045112781954,0.6092817237518656,0.65,0.6491228070175439,148,40
28,0.6420118343195267,0.43080863644364786,0.6153846153846154,0.6730769230769231,149,39
29,0.23809523809523808,0.1872635982094411,0.3783783783783784,0.32539682539682535,151,37
30,0.6630434782608695,0.6345528010001694,0.5641025641025641,0.592391304347826,149,39
31,0.6332417582417583,0.4325974991886094,0.65,0.6813186813186813,148,40
32,0.5246913580246914,0.42411875480760924,0.5384615384615384,0.5740740740740741,149,39
33,0.7578125,0.5988087606837608,0.75,0.7604166666666667,148,40
34,0.6499999999999999,0.5165569547523571,0.5641025641025641,0.5833333333333333,149,39
35,0.566137566137566,0.5693950156024459,0.5128205128205128,0.5079365079365079,149,39
36,0.5518518518518518,0.3400037661067073,0.5675675675675675,0.6407407407407407,151,37
37,0.4578544061302682,0.2339664699761741,0.5,0.5191570881226054,150,38
38,0.5075,0.5010964577651235,0.525,0.5249999999999999,148,40
39,0.6794871794871795,0.4295062345062345,0.5789473684210527,0.6474358974358975,150,38
