,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.27,0.296,0.282,0.252,0.218,0.133,0.01,0.0,0.0,0.0,0.0
artificial.28,0.337,0.226,0.094,0.009,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.18,0.123,0.062,0.021,0.004,0.0,0.0,0.0,0.0,0.0
artificial.30,0.169,0.09,0.04,0.014,0.001,0.001,0.0,0.0,0.0,0.0
artificial.31,0.206,0.12,0.052,0.013,0.003,0.0,0.0,0.0,0.0,0.0
artificial.32,0.115,0.064,0.03,0.006,0.003,0.0,0.0,0.0,0.0,0.0
artificial.33,0.567,0.486,0.364,0.205,0.063,0.003,0.0,0.0,0.0,0.0
artificial.34,0.191,0.144,0.087,0.049,0.01,0.001,0.0,0.0,0.0,0.0
artificial.35,0.342,0.288,0.208,0.105,0.059,0.025,0.0,0.0,0.0,0.0
artificial.36,0.195,0.149,0.108,0.069,0.026,0.001,0.0,0.0,0.0,0.0
artificial.37,0.641,0.531,0.372,0.138,0.008,0.0,0.0,0.0,0.0,0.0
artificial.38,0.194,0.153,0.104,0.061,0.032,0.002,0.0,0.0,0.0,0.0
artificial.39,0.762,0.672,0.426,0.108,0.004,0.0,0.0,0.0,0.0,0.0
artificial.40,0.158,0.106,0.039,0.003,0.002,0.0,0.0,0.0,0.0,0.0
artificial.41,0.411,0.373,0.3,0.177,0.059,0.002,0.0,0.0,0.0,0.0
artificial.42,0.337,0.277,0.181,0.096,0.014,0.0,0.0,0.0,0.0,0.0
artificial.43,0.171,0.117,0.046,0.012,0.003,0.0,0.0,0.0,0.0,0.0
artificial.44,0.257,0.182,0.08,0.016,0.0,0.0,0.0,0.0,0.0,0.0
artificial.45,0.21,0.122,0.053,0.016,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.591,0.53,0.448,0.234,0.036,0.0,0.0,0.0,0.0,0.0
artificial.47,0.155,0.124,0.089,0.041,0.002,0.0,0.0,0.0,0.0,0.0
artificial.48,0.172,0.113,0.041,0.006,0.001,0.0,0.0,0.0,0.0,0.0
artificial.49,0.201,0.144,0.091,0.047,0.018,0.0,0.0,0.0,0.0,0.0
artificial.50,0.29,0.234,0.153,0.087,0.045,0.02,0.0,0.0,0.0,0.0
artificial.51,0.169,0.112,0.052,0.012,0.001,0.0,0.0,0.0,0.0,0.0
artificial.52,0.613,0.593,0.528,0.442,0.264,0.025,0.0,0.0,0.0,0.0
artificial.53,0.219,0.146,0.068,0.019,0.002,0.0,0.0,0.0,0.0,0.0
artificial.54,0.391,0.336,0.246,0.131,0.034,0.0,0.0,0.0,0.0,0.0
artificial.55,0.145,0.088,0.03,0.007,0.002,0.0,0.0,0.0,0.0,0.0
artificial.56,0.152,0.112,0.064,0.026,0.005,0.0,0.0,0.0,0.0,0.0
artificial.57,0.183,0.133,0.079,0.036,0.012,0.0,0.0,0.0,0.0,0.0
artificial.58,0.208,0.13,0.071,0.03,0.025,0.0,0.0,0.0,0.0,0.0
artificial.59,0.138,0.086,0.057,0.039,0.022,0.001,0.0,0.0,0.0,0.0
artificial.60,0.137,0.079,0.029,0.005,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.276,0.2,0.1,0.03,0.002,0.0,0.0,0.0,0.0,0.0
artificial.62,0.24,0.175,0.092,0.016,0.001,0.0,0.0,0.0,0.0,0.0
artificial.63,0.215,0.141,0.074,0.025,0.004,0.001,0.0,0.0,0.0,0.0
artificial.64,0.406,0.289,0.15,0.03,0.005,0.0,0.0,0.0,0.0,0.0
artificial.65,0.082,0.049,0.02,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.174,0.119,0.066,0.021,0.013,0.001,0.0,0.0,0.0,0.0
artificial.67,0.308,0.216,0.127,0.047,0.005,0.0,0.0,0.0,0.0,0.0
artificial.68,0.17,0.112,0.058,0.022,0.012,0.003,0.0,0.0,0.0,0.0
artificial.69,0.542,0.449,0.327,0.173,0.024,0.0,0.0,0.0,0.0,0.0
artificial.70,0.319,0.273,0.178,0.046,0.001,0.0,0.0,0.0,0.0,0.0
artificial.71,0.117,0.079,0.035,0.016,0.004,0.0,0.0,0.0,0.0,0.0
artificial.72,0.136,0.117,0.077,0.021,0.001,0.0,0.0,0.0,0.0,0.0
artificial.73,0.265,0.17,0.064,0.024,0.007,0.0,0.0,0.0,0.0,0.0
artificial.74,0.237,0.165,0.078,0.028,0.004,0.0,0.0,0.0,0.0,0.0
artificial.75,0.227,0.186,0.11,0.044,0.013,0.0,0.0,0.0,0.0,0.0
artificial.76,0.16,0.086,0.037,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.135,0.089,0.04,0.017,0.006,0.001,0.0,0.0,0.0,0.0
artificial.78,0.35,0.285,0.197,0.122,0.081,0.03,0.0,0.0,0.0,0.0
artificial.79,0.476,0.373,0.249,0.061,0.0,0.0,0.0,0.0,0.0,0.0
artificial.80,0.202,0.121,0.056,0.016,0.001,0.0,0.0,0.0,0.0,0.0
artificial.81,0.117,0.086,0.058,0.028,0.011,0.0,0.0,0.0,0.0,0.0
artificial.82,0.294,0.226,0.159,0.085,0.026,0.003,0.0,0.0,0.0,0.0
artificial.83,0.278,0.219,0.136,0.033,0.0,0.0,0.0,0.0,0.0,0.0
artificial.84,0.226,0.147,0.078,0.02,0.001,0.0,0.0,0.0,0.0,0.0
artificial.85,0.285,0.191,0.074,0.009,0.001,0.0,0.0,0.0,0.0,0.0
artificial.86,0.836,0.825,0.784,0.647,0.283,0.02,0.0,0.0,0.0,0.0
artificial.87,0.34,0.28,0.169,0.05,0.007,0.0,0.0,0.0,0.0,0.0
artificial.88,0.161,0.113,0.05,0.013,0.001,0.0,0.0,0.0,0.0,0.0
artificial.89,0.268,0.168,0.052,0.009,0.0,0.0,0.0,0.0,0.0,0.0
artificial.90,0.232,0.157,0.082,0.022,0.004,0.0,0.0,0.0,0.0,0.0
artificial.91,0.215,0.185,0.131,0.063,0.016,0.0,0.0,0.0,0.0,0.0
artificial.92,0.15,0.102,0.041,0.006,0.001,0.0,0.0,0.0,0.0,0.0
artificial.93,0.258,0.192,0.122,0.045,0.009,0.0,0.0,0.0,0.0,0.0
artificial.94,0.246,0.139,0.051,0.015,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.153,0.091,0.052,0.033,0.011,0.0,0.0,0.0,0.0,0.0
artificial.96,0.215,0.168,0.107,0.045,0.022,0.002,0.0,0.0,0.0,0.0
artificial.97,0.393,0.352,0.26,0.115,0.01,0.0,0.0,0.0,0.0,0.0
artificial.98,0.091,0.062,0.025,0.006,0.001,0.0,0.0,0.0,0.0,0.0
artificial.99,0.28,0.202,0.143,0.085,0.035,0.0,0.0,0.0,0.0,0.0
artificial.100,0.264,0.179,0.076,0.014,0.001,0.0,0.0,0.0,0.0,0.0
artificial.101,0.145,0.092,0.046,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.102,0.336,0.277,0.205,0.131,0.088,0.008,0.0,0.0,0.0,0.0
artificial.103,0.171,0.113,0.055,0.01,0.0,0.0,0.0,0.0,0.0,0.0
artificial.104,0.449,0.35,0.187,0.049,0.006,0.0,0.0,0.0,0.0,0.0
artificial.105,0.107,0.067,0.039,0.032,0.023,0.002,0.0,0.0,0.0,0.0
artificial.106,0.419,0.385,0.245,0.107,0.023,0.0,0.0,0.0,0.0,0.0
artificial.107,0.354,0.295,0.182,0.058,0.001,0.0,0.0,0.0,0.0,0.0
artificial.108,0.31,0.277,0.207,0.071,0.002,0.0,0.0,0.0,0.0,0.0
artificial.109,0.332,0.261,0.154,0.067,0.005,0.0,0.0,0.0,0.0,0.0
artificial.110,0.153,0.099,0.059,0.033,0.007,0.001,0.0,0.0,0.0,0.0
artificial.111,0.517,0.456,0.327,0.161,0.05,0.001,0.0,0.0,0.0,0.0
artificial.112,0.605,0.467,0.229,0.034,0.0,0.0,0.0,0.0,0.0,0.0
artificial.113,0.696,0.678,0.634,0.482,0.241,0.011,0.0,0.0,0.0,0.0
artificial.114,0.259,0.183,0.108,0.04,0.015,0.0,0.0,0.0,0.0,0.0
artificial.115,0.667,0.624,0.464,0.156,0.012,0.0,0.0,0.0,0.0,0.0
artificial.116,0.259,0.191,0.128,0.075,0.034,0.005,0.0,0.0,0.0,0.0
artificial.117,0.122,0.091,0.043,0.014,0.002,0.0,0.0,0.0,0.0,0.0
artificial.118,0.433,0.379,0.276,0.169,0.103,0.047,0.0,0.0,0.0,0.0
artificial.119,0.187,0.123,0.059,0.015,0.008,0.0,0.0,0.0,0.0,0.0
artificial.120,0.255,0.172,0.091,0.032,0.005,0.0,0.0,0.0,0.0,0.0
artificial.121,0.254,0.204,0.142,0.088,0.03,0.0,0.0,0.0,0.0,0.0
artificial.122,0.663,0.618,0.528,0.341,0.171,0.071,0.0,0.0,0.0,0.0
artificial.123,0.134,0.08,0.054,0.033,0.015,0.0,0.0,0.0,0.0,0.0
artificial.124,0.327,0.297,0.225,0.113,0.041,0.006,0.0,0.0,0.0,0.0
artificial.125,0.148,0.088,0.038,0.01,0.002,0.001,0.0,0.0,0.0,0.0
artificial.126,0.073,0.046,0.024,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.127,0.473,0.398,0.278,0.119,0.028,0.0,0.0,0.0,0.0,0.0
artificial.128,0.292,0.263,0.259,0.231,0.141,0.014,0.0,0.0,0.0,0.0
artificial.129,0.387,0.343,0.294,0.199,0.116,0.044,0.0,0.0,0.0,0.0
artificial.130,0.121,0.057,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.131,0.281,0.187,0.098,0.032,0.006,0.0,0.0,0.0,0.0,0.0
artificial.132,0.424,0.371,0.271,0.182,0.069,0.001,0.0,0.0,0.0,0.0
artificial.133,0.159,0.102,0.063,0.034,0.029,0.015,0.0,0.0,0.0,0.0
artificial.134,0.129,0.077,0.034,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.135,0.162,0.112,0.061,0.042,0.019,0.008,0.0,0.0,0.0,0.0
artificial.136,0.35,0.293,0.213,0.081,0.003,0.0,0.0,0.0,0.0,0.0
