,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.199,0.059,0.018,0.006,0.033,0.006,0.001,0.008,0.002,0.001,0.003,0.001,0.001,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.200,0.595,0.424,0.221,0.616,0.444,0.22,0.629,0.469,0.224,0.637,0.465,0.214,0.63,0.393,0.158,0.529,0.206,0.023,0.229,0.009,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.201,0.137,0.066,0.04,0.102,0.048,0.026,0.065,0.034,0.005,0.045,0.01,0.001,0.013,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.202,0.105,0.036,0.004,0.057,0.016,0.005,0.027,0.005,0.003,0.007,0.003,0.001,0.005,0.001,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.203,0.071,0.02,0.004,0.042,0.008,0.001,0.019,0.002,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.204,0.105,0.027,0.011,0.06,0.015,0.005,0.024,0.006,0.001,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.205,0.113,0.043,0.017,0.074,0.023,0.007,0.042,0.013,0.004,0.019,0.005,0.001,0.01,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.206,0.198,0.122,0.063,0.172,0.095,0.046,0.124,0.056,0.024,0.068,0.017,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.207,0.362,0.212,0.106,0.323,0.184,0.073,0.281,0.149,0.056,0.221,0.118,0.055,0.167,0.095,0.022,0.126,0.017,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.208,0.331,0.218,0.096,0.318,0.2,0.091,0.285,0.152,0.058,0.201,0.059,0.004,0.055,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.209,0.067,0.026,0.009,0.041,0.015,0.004,0.02,0.007,0.0,0.01,0.003,0.0,0.004,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.210,0.108,0.033,0.008,0.059,0.011,0.001,0.023,0.001,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.211,0.089,0.03,0.01,0.052,0.013,0.005,0.025,0.007,0.002,0.015,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.212,0.392,0.22,0.094,0.289,0.129,0.046,0.179,0.066,0.014,0.097,0.029,0.006,0.045,0.011,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.213,0.507,0.308,0.143,0.406,0.2,0.059,0.253,0.067,0.015,0.079,0.01,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.214,0.055,0.008,0.001,0.025,0.003,0.001,0.007,0.001,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.215,0.695,0.481,0.245,0.665,0.416,0.173,0.584,0.334,0.102,0.474,0.241,0.066,0.371,0.174,0.049,0.277,0.09,0.009,0.115,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.216,0.047,0.011,0.001,0.021,0.004,0.0,0.005,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.217,0.115,0.036,0.012,0.059,0.018,0.005,0.027,0.009,0.004,0.013,0.004,0.001,0.009,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.218,0.097,0.034,0.015,0.062,0.02,0.005,0.032,0.007,0.002,0.012,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.219,0.193,0.078,0.03,0.141,0.05,0.019,0.087,0.021,0.009,0.042,0.01,0.001,0.011,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.220,0.802,0.696,0.526,0.809,0.709,0.533,0.809,0.681,0.493,0.763,0.572,0.341,0.643,0.347,0.113,0.383,0.075,0.003,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.221,0.243,0.116,0.042,0.165,0.057,0.017,0.085,0.015,0.004,0.017,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.222,0.429,0.276,0.134,0.435,0.27,0.133,0.419,0.25,0.111,0.349,0.166,0.043,0.201,0.04,0.008,0.05,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.223,0.117,0.051,0.015,0.088,0.034,0.011,0.061,0.022,0.001,0.035,0.006,0.001,0.013,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.224,0.351,0.229,0.134,0.297,0.185,0.081,0.222,0.082,0.027,0.092,0.018,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.225,0.267,0.148,0.061,0.196,0.072,0.028,0.086,0.025,0.007,0.025,0.005,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.226,0.126,0.057,0.033,0.079,0.035,0.013,0.041,0.013,0.005,0.018,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.227,0.282,0.156,0.071,0.255,0.136,0.052,0.201,0.101,0.037,0.139,0.051,0.014,0.057,0.01,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.228,0.237,0.124,0.059,0.161,0.078,0.031,0.097,0.043,0.011,0.066,0.015,0.0,0.02,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.229,0.208,0.113,0.051,0.169,0.073,0.035,0.114,0.041,0.019,0.057,0.02,0.003,0.022,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.230,0.478,0.291,0.133,0.348,0.148,0.049,0.173,0.055,0.011,0.065,0.008,0.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.231,0.107,0.046,0.013,0.078,0.031,0.007,0.054,0.02,0.005,0.034,0.009,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.232,0.239,0.123,0.046,0.173,0.063,0.017,0.092,0.027,0.005,0.037,0.007,0.002,0.013,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.233,0.221,0.129,0.063,0.175,0.083,0.039,0.118,0.044,0.012,0.053,0.009,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.234,0.115,0.05,0.013,0.068,0.02,0.006,0.033,0.004,0.001,0.008,0.002,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.235,0.258,0.155,0.051,0.228,0.114,0.029,0.172,0.065,0.01,0.094,0.013,0.001,0.022,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.236,0.246,0.132,0.056,0.168,0.07,0.024,0.077,0.021,0.005,0.022,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.237,0.316,0.173,0.068,0.307,0.161,0.051,0.304,0.151,0.039,0.286,0.132,0.029,0.251,0.083,0.01,0.161,0.013,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.238,0.119,0.051,0.017,0.08,0.025,0.005,0.042,0.006,0.001,0.011,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.239,0.504,0.369,0.23,0.499,0.367,0.209,0.484,0.307,0.159,0.392,0.182,0.056,0.196,0.035,0.003,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.240,0.295,0.174,0.094,0.211,0.102,0.043,0.127,0.038,0.01,0.038,0.008,0.002,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.241,0.432,0.269,0.131,0.445,0.263,0.124,0.462,0.262,0.126,0.477,0.279,0.129,0.493,0.28,0.095,0.45,0.166,0.031,0.216,0.018,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.242,0.113,0.045,0.015,0.085,0.03,0.007,0.061,0.021,0.004,0.045,0.017,0.002,0.043,0.013,0.002,0.04,0.007,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.243,0.076,0.023,0.008,0.049,0.015,0.002,0.03,0.01,0.0,0.017,0.005,0.0,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.244,0.134,0.048,0.013,0.07,0.018,0.004,0.02,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.245,0.279,0.161,0.074,0.223,0.101,0.031,0.139,0.051,0.005,0.063,0.007,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.246,0.061,0.013,0.002,0.028,0.004,0.0,0.007,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.247,0.175,0.084,0.045,0.131,0.061,0.019,0.088,0.024,0.004,0.034,0.005,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.248,0.038,0.008,0.0,0.016,0.001,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.249,0.474,0.319,0.182,0.451,0.284,0.156,0.397,0.238,0.127,0.347,0.198,0.088,0.262,0.122,0.038,0.159,0.041,0.005,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.250,0.063,0.011,0.001,0.035,0.005,0.0,0.014,0.0,0.0,0.008,0.001,0.0,0.006,0.002,0.0,0.01,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.251,0.1,0.034,0.012,0.098,0.026,0.008,0.08,0.02,0.004,0.052,0.013,0.001,0.032,0.01,0.001,0.02,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.252,0.162,0.057,0.011,0.105,0.032,0.005,0.052,0.009,0.001,0.023,0.004,0.0,0.011,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.253,0.061,0.019,0.006,0.039,0.008,0.002,0.014,0.003,0.0,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.254,0.195,0.079,0.027,0.136,0.045,0.011,0.076,0.018,0.002,0.023,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.255,0.35,0.2,0.092,0.245,0.107,0.026,0.128,0.023,0.004,0.024,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.256,0.66,0.477,0.307,0.595,0.394,0.218,0.478,0.268,0.101,0.318,0.101,0.01,0.112,0.007,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.257,0.182,0.075,0.027,0.11,0.029,0.007,0.036,0.004,0.0,0.003,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.258,0.075,0.03,0.006,0.06,0.02,0.004,0.041,0.01,0.001,0.023,0.008,0.003,0.016,0.005,0.002,0.009,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.259,0.206,0.12,0.065,0.161,0.084,0.033,0.115,0.037,0.014,0.047,0.012,0.003,0.014,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.260,0.18,0.089,0.04,0.155,0.075,0.035,0.126,0.061,0.023,0.088,0.032,0.006,0.041,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.261,0.153,0.077,0.022,0.104,0.034,0.007,0.05,0.009,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.262,0.25,0.129,0.047,0.165,0.065,0.019,0.094,0.022,0.008,0.029,0.007,0.002,0.009,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.263,0.097,0.027,0.004,0.061,0.007,0.001,0.02,0.002,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.264,0.168,0.067,0.013,0.149,0.05,0.013,0.12,0.039,0.006,0.097,0.035,0.007,0.084,0.034,0.006,0.075,0.007,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.265,0.071,0.023,0.005,0.043,0.009,0.001,0.017,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.266,0.097,0.034,0.014,0.062,0.02,0.008,0.033,0.012,0.001,0.016,0.007,0.0,0.009,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.267,0.102,0.035,0.008,0.056,0.014,0.0,0.024,0.002,0.0,0.005,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.268,0.243,0.149,0.076,0.225,0.131,0.061,0.188,0.09,0.037,0.132,0.051,0.014,0.062,0.011,0.002,0.013,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.269,0.301,0.153,0.047,0.235,0.087,0.025,0.133,0.038,0.006,0.044,0.005,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.270,0.626,0.485,0.323,0.557,0.39,0.239,0.45,0.286,0.13,0.316,0.149,0.039,0.168,0.032,0.005,0.033,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.271,0.563,0.375,0.22,0.472,0.293,0.155,0.361,0.196,0.09,0.228,0.109,0.054,0.128,0.057,0.016,0.067,0.009,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.272,0.116,0.053,0.02,0.077,0.029,0.006,0.045,0.011,0.001,0.016,0.003,0.001,0.007,0.002,0.0,0.007,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.273,0.08,0.034,0.01,0.065,0.019,0.007,0.041,0.008,0.003,0.02,0.004,0.0,0.005,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.274,0.199,0.104,0.032,0.187,0.08,0.023,0.155,0.057,0.012,0.119,0.044,0.011,0.097,0.036,0.009,0.08,0.017,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.275,0.128,0.051,0.018,0.094,0.033,0.006,0.056,0.015,0.001,0.021,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.276,0.506,0.341,0.175,0.507,0.33,0.168,0.511,0.313,0.148,0.501,0.294,0.136,0.471,0.247,0.092,0.375,0.137,0.02,0.166,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.277,0.215,0.085,0.037,0.126,0.051,0.014,0.058,0.018,0.003,0.026,0.004,0.002,0.007,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.278,0.082,0.033,0.008,0.063,0.016,0.006,0.048,0.013,0.004,0.028,0.008,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.279,0.24,0.087,0.018,0.17,0.055,0.006,0.107,0.02,0.003,0.045,0.006,0.0,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.280,0.208,0.118,0.063,0.161,0.087,0.038,0.112,0.049,0.012,0.059,0.01,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.281,0.251,0.131,0.039,0.178,0.067,0.011,0.089,0.018,0.002,0.028,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.282,0.421,0.248,0.103,0.437,0.265,0.097,0.451,0.279,0.09,0.453,0.274,0.092,0.441,0.248,0.076,0.378,0.139,0.016,0.176,0.006,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.283,0.115,0.046,0.017,0.067,0.022,0.004,0.029,0.007,0.0,0.011,0.001,0.0,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.284,0.259,0.151,0.072,0.193,0.088,0.041,0.114,0.034,0.007,0.045,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.285,0.336,0.195,0.081,0.236,0.091,0.029,0.102,0.022,0.004,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.286,0.051,0.009,0.001,0.024,0.003,0.001,0.013,0.001,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.287,0.342,0.208,0.114,0.297,0.164,0.084,0.237,0.102,0.039,0.135,0.035,0.002,0.031,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.288,0.071,0.025,0.001,0.048,0.015,0.0,0.03,0.0,0.0,0.006,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.289,0.722,0.56,0.391,0.678,0.493,0.31,0.582,0.36,0.171,0.386,0.126,0.018,0.106,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.290,0.735,0.558,0.328,0.727,0.533,0.294,0.695,0.477,0.229,0.628,0.379,0.155,0.525,0.256,0.07,0.354,0.093,0.007,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.291,0.257,0.146,0.057,0.208,0.103,0.038,0.161,0.073,0.017,0.109,0.031,0.011,0.046,0.015,0.003,0.016,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.292,0.121,0.049,0.022,0.096,0.038,0.012,0.065,0.023,0.009,0.037,0.011,0.001,0.01,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.293,0.179,0.069,0.021,0.151,0.052,0.016,0.118,0.033,0.005,0.064,0.01,0.001,0.015,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.294,0.104,0.046,0.019,0.068,0.025,0.007,0.036,0.01,0.003,0.015,0.006,0.002,0.009,0.005,0.002,0.005,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.295,0.287,0.14,0.045,0.194,0.068,0.016,0.1,0.017,0.003,0.023,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.296,0.15,0.066,0.018,0.109,0.045,0.015,0.077,0.023,0.006,0.044,0.014,0.002,0.03,0.003,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.297,0.181,0.093,0.037,0.13,0.058,0.019,0.078,0.026,0.004,0.036,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.298,0.131,0.062,0.018,0.105,0.043,0.01,0.077,0.024,0.002,0.044,0.006,0.001,0.009,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.299,0.495,0.332,0.187,0.456,0.293,0.158,0.391,0.239,0.1,0.309,0.124,0.034,0.158,0.028,0.002,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.300,0.49,0.314,0.186,0.391,0.223,0.12,0.253,0.117,0.048,0.135,0.046,0.009,0.049,0.008,0.001,0.012,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.301,0.066,0.017,0.004,0.031,0.008,0.0,0.011,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
